premise,hypo,generated_hypo
"<t> However you choose to participate, I know you'll enjoy being a part of the Herron School of Art and Gallery. </t> <g> ( <pointer:0> see-01 :mode imperative :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> publication-91 :ARG0 ( <pointer:3> and :op1 ( <pointer:4> person :wiki <lit> William G. Gale </lit> :name ( <pointer:5> name :op1 <lit> William </lit> :op2 <lit> G. </lit> :op3 <lit> Gale </lit> ) ) :op2 ( <pointer:6> person :wiki <lit> John Sabelhaus </lit> :name ( <pointer:7> name :op1 <lit> John </lit> :op2 <lit> Sabelhaus </lit> ) ) ) :ARG1 ( <pointer:8> publication :wiki - :name ( <pointer:9> name :op1 <lit> Perspectives </lit> :op2 <lit> on </lit> :op3 <lit> the </lit> :op4 <lit> Household </lit> :op5 <lit> Saving </lit> : op6 <lit> Rate </lit> ) ) :ARG4 ( <pointer:10> journal :wiki - :name ( <pointer:11> name :op1 <lit> Brookings </lit> :op2 <lit> Papers </lit> :op3 <lit> on </lit> :op4 <lit> Economic </lit> :op5 <lit> Activity </lit> ) :ord ( <pointer:12> ordinal-entity :value 1 ) ) :ARG7 ( <pointer:13> value-interval :op1 181 :op2 224 ) ) :purpose ( <pointer:14> review-01 :ARG0 <pointer:1> :ARG1 ( <pointer:15> literature ) ) )  </g> [EOS]",You will appreciate your involvement in the Herron School of Art and Gallery., I know you will enjoy being a part of the Herron School. 
"<t> Well, I did and sometime later removed it to my cottage in Canada and used decopor (a thick, clear glazed resin) on the top. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> belong-01 :ARG0 ( <pointer:2> garden :mod ( <pointer:3> this ) ) :ARG1 ( <pointer:4> lodge :mod ( <pointer:5> mountain ) :poss ( <pointer:6> person :ARG0-of ( <pointer:7> have-org-role-91 :ARG2 ( <pointer:8> governor ) ) ) ) :time ( <pointer:9> use-03 ) ) :ARG2 ( <pointer:10> demolish-01 :ARG0 ( <pointer:11> person :mod ( <pointer:12> country :wiki <lit> Japan </lit> :name ( <pointer:13> name :op1 <lit> Japan </lit> ) ) ) :ARG1 <pointer:2> :time ( <pointer:14> occupy-01 :ARG0 <pointer:11> :ARG1 ( <pointer:15> city :wiki <lit> Hong Kong </lit> :name ( <pointer:16> name :op1 <lit> Hong </lit> :op2 <lit> Kong </lit> ) ) ) ) )  </g> [EOS]","I changed my mind, moved it, and sealed it with a thick resin on top instead."," I used decopor to finish it. , i did and sometime"
<t> Your child was a recent participant in a Social Health program at his or her school. </t> <g> ( <pointer:0> give-01 :ARG1 ( <pointer:1> data :mod ( <pointer:2> hypothetical ) :purpose ( <pointer:3> example :mod ( <pointer:4> this ) ) ) :location ( <pointer:5> table :mod 2.2 ) )  </g> [EOS],Your child's school recently had a Social Health program., Your child was a part of the Social Health program. ...what are
"<t> Um, I'm sure I have I just can't think of what. </t> <g> ( <pointer:0> suggest-01 :ARG0 ( <pointer:1> dance-01 :ARG1-of ( <pointer:2> include-91 :ARG2 ( <pointer:3> dance-01 ) :ARG3 ( <pointer:4> most ) ) ) :ARG1 ( <pointer:5> ritual :mod ( <pointer:6> ancient ) :mod ( <pointer:7> courtship ) :consist-of ( <pointer:8> and :op1 ( <pointer:9> and :op1 ( <pointer:10> force-01 :ARG0 ( <pointer:11> man ) ) :op2 ( <pointer:12> arrogant :domain <pointer:11> ) ) :op2 ( <pointer:13> flirt-01 :ARG0 ( <pointer:14> woman ) :manner ( <pointer:15> shy-03 :ARG0 <pointer:14> ) ) ) ) )  </g> [EOS]",I am pretty sure but I just can not think of what at the moment.," I'm pretty sure that's what it is. , i can't"
<t> I'm from New York. </t> <g> ( <pointer:0> exemplify-01 :ARG0 ( <pointer:1> possible-01 :ARG1 ( <pointer:2> tell-01 :ARG0 ( <pointer:3> guideline :ARG1-of ( <pointer:4> new-01 ) ) :ARG1 ( <pointer:5> send-01 :ARG0 <pointer:9> :ARG1 ( <pointer:6> patient :ARG0-of ( <pointer:7> surgery-01 :ARG1 ( <pointer:8> heart ) ) ) :ARG2 ( <pointer:9> home ) :time ( <pointer:10> before ) ) :ARG2 ( <pointer:11> we ) ) ) )  </g> [EOS],New York is the place I'm from.," I'm from New York. , exemplify the truth of this story"
<t> Radar reconstructions performed after 9/11 reveal that FAA radar equipment tracked the flight from the moment its transponder was turned off at 8:56. </t> <g> ( <pointer:0> tell-01 :ARG0 ( <pointer:1> political-party :wiki <lit> Indian National Congress </lit> :name ( <pointer:2> name :op1 <lit> Congress </lit> ) ) :ARG1 ( <pointer:3> and :op1 ( <pointer:4> possible-01 :polarity - :ARG1 ( <pointer:5> continue-01 :ARG0 <pointer:1> :ARG1 ( <pointer:6> fund-01 :ARG0 <pointer:1> :ARG1 ( <pointer:7> person :ARG1-of ( <pointer:8> grant-01 :ARG0 <pointer:1> ) ) :mod ( <pointer:9> presume-02 ) ) ) ) :op2 ( <pointer:10> obligate-01 :ARG1 <pointer:1> :ARG2 ( <pointer:11> begin-01 :ARG0 <pointer:1> :ARG1 ( <pointer:12> distribute-01 :ARG0 <pointer:1> :ARG1 ( <pointer:13> fund :poss <pointer:1> ) :manner ( <pointer:14> basis :mod ( <pointer:15> compete-02 ) ) ) ) ) ) :ARG2 ( <pointer:16> organization :wiki - :name ( <pointer:17> name :op1 <lit> LSC </lit> ) ) :mod ( <pointer:18> also ) )  </g> [EOS],The flight was tracked by the radar before the tragedy., FAA radar equipment tracked the flight from 8:56.  When reconstructed after
"<t> So, I have my sister's kid here and I'm going to kill him underneath this vehicle shortly. </t> <g> ( <pointer:0> record-01 :ARG1 ( <pointer:1> cost-01 :ARG1 ( <pointer:2> subsidize-01 :mod ( <pointer:3> credit-02 ) ) ) :ARG3 ( <pointer:4> outlay ) :time ( <pointer:5> disburse-01 :ARG1 ( <pointer:6> or :op1 ( <pointer:7> loan-01 :ARG1-of ( <pointer:8> direct-02 ) ) :op2 ( <pointer:9> loan-01 :ARG1-of ( <pointer:10> guarantee-01 ) ) ) ) : prep-under ( <pointer:11> reform-01 :ARG1 <pointer:3> ) :mod ( <pointer:12> also ) )  </g> [EOS]",I am going to kill my sister's kid here with this vehicle. , I'm going to kill my sister's kid. ...what i'll
<t> The parallels with the information integration now occurring in retail-apparel-textile channels'this time driven by advances in computer and related technologies'are striking. </t> <g> ( <pointer:0> hate-01 :ARG0 ( <pointer:1> she ) :ARG1 ( <pointer:2> i ) )  </g> [EOS],Parallels are appearing in retail-apparel-textile channels.," The parallels are striking. , and the information integration now occurring in retail"
<t> Did you go door to door? </t> <g> ( <pointer:0> deserve-01 :ARG0 ( <pointer:1> truth-value :polarity-of ( <pointer:2> possible-01 :ARG1 ( <pointer:3> engage-01 :ARG0 ( <pointer:4> serve-01 :ARG0 ( <pointer:5> government-organization :ARG0-of ( <pointer:6> govern-01 ) ) :ARG1 ( <pointer:7> mail-01 ) ) :ARG2 ( <pointer:8> negotiate-01 :mod ( <pointer:9> kind :mod ( <pointer:10> this ) ) ) ) ) ) :ARG1 ( <pointer:11> study-01 :ARG1 <pointer:1> :ARG1-of ( <pointer:12> serious-02 ) ) )  </g> [EOS],Was it the case that you went door to door?," Did you go door to doorstep? ,what's your name and address"
"<t> In addition to these dimensions, there are quarterly collections of different fabrics. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> person :wiki <lit> Jane Langmuir </lit> :name ( <pointer:2> name :op1 <lit> Jane </lit> :op2 <lit> Langmuir </lit> ) :ARG0-of ( <pointer:3> have-org-role-91 :ARG1 ( <pointer:4> project ) :ARG2 ( <pointer:5> director ) ) ) :ARG1 ( <pointer:6> and :op1 ( <pointer:7> come-01 :ARG1 ( <pointer:8> and :op1 ( <pointer:9> water ) :op2 ( <pointer:10> heat ) ) :ARG4 ( <pointer:11> together ) ) :op2 ( <pointer:12> create-01 :ARG0 <pointer:8> :ARG1 ( <pointer:13> appliance :ARG1-of ( <pointer:14> new-01 :degree ( <pointer:15> total ) ) ) ) ) )  </g> [EOS]",There are different fabrics in collections every quarter.," There are collections of different fabrics. , there add to these dimensions;"
"<t> However, even for a basic product like blue jeans, it is unlikely that all these assumptions will hold. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> mean-01 :ARG0 ( <pointer:2> i ) :ARG2 ( <pointer:3> crazy-03 :ARG1 ( <pointer:4> person :ARG1-of ( <pointer:5> resemble-01 :ARG2 ( <pointer:6> that ) ) ) ) ) :snt2 ( <pointer:7> do-02 :ARG0 ( <pointer:8> i ) :ARG1 ( <pointer:9> study-01 :ARG0 <pointer:8> :ARG1 ( <pointer:10> it ) ) :concession ( <pointer:11> include-91 :ARG1 <pointer:10> :ARG2 ( <pointer:12> thing :mod ( <pointer:13> this ) :ARG2-of ( <pointer:14> include-91 :ARG1 ( <pointer:15> obligate-01 :ARG1 ( <pointer:16> we ) :ARG2 ( <pointer:17> pick-01 :ARG0 <pointer:16> :ARG1 ( <pointer:18> topic ) :purpose ( <pointer:19> investigate-01 :ARG0 <pointer:16> :ARG1 <pointer:18> ) ) ) ) ) :time ( <pointer:20> high-school ) ) ) :snt3 ( <pointer:21> contrast-01 :ARG1 ( <pointer:22> think-01 :polarity - :ARG0 ( <pointer:23> i ) :ARG1 ( <pointer:24> resemble-01 :ARG1 ( <pointer:25> it ) :ARG2 ( <pointer:26> that ) :time ( <pointer:27> anymore ) ) ) :ARG2 ( <pointer:28> and :op1 ( <pointer:29> fair-01 :polarity - :ARG1 ( <pointer:30> punish-01 :mod ( <pointer:31> capital ) ) :degree ( <pointer:32> very ) ) :op2 ( <pointer:33> common :ARG2-of ( <pointer:34> have-degree-91 :ARG1 <pointer:30> :ARG3 ( <pointer:35> more :quant ( <pointer:36> lot ) ) ) ) :op3 ( <pointer:37> tend-02 :ARG1 ( <pointer:38> you ) :ARG2 ( <pointer:39> chance-02 :ARG0 <pointer:38> :ARG1 ( <pointer:40> get-01 :ARG0 <pointer:38> :ARG1 ( <pointer:41> penalize-01 :manner ( <pointer:42> die-01 ) ) ) ) :condition ( <pointer:43> or :op1 ( <pointer:44> ignorant-02 :ARG1 <pointer:38> ) :op2 ( <pointer:45> foreign :domain <pointer:38> ) :op3 ( <pointer:46> black-05 :ARG1 <pointer:38> ) :op4 ( <pointer:47> minority :mod ( <pointer:48> any ) : prep-for ( <pointer:49> matter ) ) ) :ARG1-of ( <pointer:50> have-degree-91 :ARG2 ( <pointer:51> great ) :ARG3 ( <pointer:52> times :quant ( <pointer:53> multiple :op1 100 ) ) :ARG4 ( <pointer:54> chance-02 :ARG0 <pointer:38> :ARG1 <pointer:40> :condition ( <pointer:55> possible-01 :ARG1 ( <pointer:56> communicate-01 :ARG0 <pointer:38> :mod ( <pointer:57> just ) ) ) ) ) ) ) ) :snt4 ( <pointer:58> mean-01 :ARG0 ( <pointer:59> i ) :ARG2 ( <pointer:60> contrast-01 :ARG1 ( <pointer:61> obligate-01 :polarity - :ARG1 ( <pointer:62> you ) :ARG2 ( <pointer:63> white-02 :ARG1 <pointer:62> ) :mod ( <pointer:64> even ) ) :ARG2 ( <pointer:65> possible-01 :ARG1 ( <pointer:66> come-01 :ARG1 <pointer:62> :ARG4 ( <pointer:67> across :op1 ( <pointer:68> room :mod ( <pointer:69> court ) ) ) :manner ( <pointer:70> kind :mod ( <pointer:71> some ) ) ) ) ) ) ) "",</g> [EOS]",Assumptions rarely hold.," Blue jeans are not a very common product. , it is unlikely that"
<t> That message and all subsequent attempts to contact the flight were not acknowledged. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> threaten-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> take-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> lesson ) ) :time ( <pointer:5> always ) ) :ARG2 ( <pointer:6> get-04 :polarity - :ARG0 <pointer:2> :ARG1 <pointer:3> :time ( <pointer:7> ever ) ) :mod ( <pointer:8> yeah :mode expressive ) )  </g> [EOS],"The attempts to contact the flight, including that message, received no reply."," The flight was not contacted. , and all subsequent attempts to contact the"
"<t> We count on your continuing interest in Sudden Infant Death Syndrome, the SIDS Alliance and our programs. </t> <g> ( <pointer:0> idiot :domain ( <pointer:1> girl ) :degree ( <pointer:2> so ) )  </g> [EOS]",We count on your donation to help fight SIDS., We need you to continue your interest in SIDS. ...what a
"<t> According to one call, they voted on whether to rush the terrorists in an attempt to retake the plane. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> and :op1 ( <pointer:3> practice-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> thing :ARG1-of ( <pointer:5> look-01 ) ) :ARG2 ( <pointer:6> lady :mod ( <pointer:7> country :wiki <lit> France </lit> :name ( <pointer:8> name :op1 <lit> France </lit> ) ) :mod ( <pointer:9> old ) :ARG1-of ( <pointer:10> happy-01 :ARG0 ( <pointer:11> have-03 :ARG0 <pointer:6> :ARG1 ( <pointer:12> look-01 :mod ( <pointer:13> old ) :mod ( <pointer:14> any ) :mod ( <pointer:15> at-all ) ) ) ) ) ) :op2 ( <pointer:16> move-01 :ARG0 <pointer:1> :ARG2 ( <pointer:17> league :mod ( <pointer:18> big ) ) :time ( <pointer:19> then ) :time ( <pointer:20> get-03 :ARG1 <pointer:1> :ARG2 ( <pointer:21> hang-02 :ARG0 <pointer:1> :ARG1 ( <pointer:22> it ) ) ) :manner ( <pointer:23> gradual ) ) ) )  </g> [EOS]",One caller said that there was a vote on the plane.  ," They voted on whether to rush the terrorists. , they said that one"
"<t> As a result, product proliferation represents a shift in the curve relating sales volume and variability (see Figure 7.4). </t> <g> ( <pointer:0> enter-01 :mode imperative :ARG0 ( <pointer:1> you ) :ARG1 ( <pointer:2> courtyard ) :path ( <pointer:3> gate :ARG0-of ( <pointer:4> open-01 :ARG1 ( <pointer:5> facility :wiki <lit> Hippodrome </lit> :name ( <pointer:6> name :op1 <lit> Hippodrome </lit> ) ) ) ) :purpose ( <pointer:7> savor-01 :ARG0 <pointer:1> :ARG1 ( <pointer:8> affect-01 :ARG0 ( <pointer:9> skill :poss ( <pointer:10> architect ) ) :degree ( <pointer:11> full ) ) ) )  </g> [EOS]",Sales volume and variability can be represented on a graph., Product proliferation shows a shift in the curve relating sales volume and variability. 
"<t> The L was based on the W , but a comparison, albeit superficial, reveals a number of differences, to  </t> <g> ( <pointer:0> hope-01 :ARG0 ( <pointer:1> it ) :ARG1 ( <pointer:2> bring-on-06 :ARG0 <pointer:1> :ARG1 ( <pointer:3> person :quant ( <pointer:4> or :op1 25 :op2 35 ) :mod ( <pointer:5> another ) ) :time ( <pointer:6> open-01 :ARG1 ( <pointer:7> building :ARG1-of ( <pointer:8> new-01 ) ) :time ( <pointer:9> date-entity :season ( <pointer:10> fall ) :mod ( <pointer:11> year :mod ( <pointer:12> next ) ) ) ) ) )  </g> [EOS]",There are differences between the L and the W. , The L was based on the W. ...what comparison shows?
"<t> The NMCC officer who participated told us that the call was monitored only periodically because the information was sporadic, it was of little value, and there were other important tasks. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> appreciate-02 :ARG0 ( <pointer:2> agency :quant ( <pointer:3> majority ) :ARG0-of ( <pointer:4> respond-01 ) ) :ARG1 ( <pointer:5> initiate-01 :ARG0 ( <pointer:6> government-organization :wiki <lit> Government Accountability Office </lit> :name ( <pointer:7> name :op1 <lit> GAO </lit> ) ) :ARG1 ( <pointer:8> develop-02 :ARG0 <pointer:6> :ARG1 ( <pointer:9> protocol ) ) ) ) :op2 ( <pointer:10> say-01 :ARG0 <pointer:2> :ARG1 ( <pointer:11> and :op1 ( <pointer:12> comprehensive :domain <pointer:9> ) :op2 ( <pointer:13> provide-01 :ARG0 <pointer:9> :ARG1 ( <pointer:14> framework ) :ARG2 ( <pointer:15> communicate-01 :ARG0-of ( <pointer:16> meaningful-05 ) ) ) ) ) )  </g> [EOS]",The officer involved informed us that the call was observed sporadically due to the information also being sporadic.," The call was monitored periodically. , and the NMCC officer who participated"
"<t> Notice how Alison's imagination ranges far beyond the immediate play props before her'a tea set, a toy truck, and an ambulance. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> right-06 :mod ( <pointer:2> yeah :mode expressive ) ) :snt2 ( <pointer:3> right-06 :mod ( <pointer:4> uh-huh :mode expressive ) ) :snt3 ( <pointer:5> obligate-01 :ARG1 ( <pointer:6> you ) :ARG2 ( <pointer:7> work-01 :ARG0 <pointer:6> :ARG1-of ( <pointer:8> real-04 ) ) ) )  </g> [EOS]",See the way Alison's imagination is more advanced.," Alison's imagination goes far beyond the immediate play props. , Notice how"
<t> I wish I could take back my whole freshman year. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> and :op1 ( <pointer:2> take-01 :ARG0 ( <pointer:3> we ) :ARG1 ( <pointer:4> time :poss <pointer:3> ) ) :op2 ( <pointer:5> try-01 :ARG0 <pointer:3> :ARG1 ( <pointer:6> decide-01 :ARG0 <pointer:3> :time ( <pointer:7> by :op1 ( <pointer:8> date-entity :month 7 ) ) ) ) ) )  </g> [EOS],I would love to be able to start afresh with my freshman year. ," I wish that i could go back to my freshman year. , and"
"<t> At the same time, Boston Center realized that a message transmitted just before 8:25 by the hijacker pilot of American 11 included the phrase, We have some planes. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> smile-01 :ARG0 ( <pointer:2> person :wiki <lit> Andrus Poirot </lit> :name ( <pointer:3> name :op1 <lit> Poirot </lit> ) ) ) :snt2 ( <pointer:4> tell-01 :mode imperative :ARG0 ( <pointer:5> you ) :ARG1 ( <pointer:6> thing :manner-of ( <pointer:7> help-01 :ARG0 ( <pointer:8> word :ARG1-of ( <pointer:9> scribble-01 :location ( <pointer:10> envelope ) ) :mod ( <pointer:11> that ) ) :ARG1 ( <pointer:12> discover-01 :ARG0 <pointer:5> :ARG1 ( <pointer:13> make-01 :ARG1 ( <pointer:14> will ) :time ( <pointer:15> date-entity :dayperiod ( <pointer:16> afternoon ) :mod ( <pointer:17> yesterday ) ) ) ) :ARG2 <pointer:5> ) ) :ARG2 ( <pointer:18> i ) ) )  </g> [EOS]",The hijacker on one of the flights said that they had some planes.," The message was transmitted by the hijacker. , Boston Center realized that"
"<t> And I said to him, And what is that for? </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> right-02 :mod ( <pointer:2> right ) ) :snt2 ( <pointer:3> leave-12 :ARG0 ( <pointer:4> they ) :ARG1 ( <pointer:5> or :op1 ( <pointer:6> and :op1 ( <pointer:7> woman ) :op2 ( <pointer:8> child ) ) :op2 ( <pointer:9> cat ) :op3 ( <pointer:10> sheep ) ) ) )  </g> [EOS]",I asked him what that was for., I asked him why it was there.  And what is that for?...
"<t> This is demonstrated in a variety of  a shared literacy and the assumptions and biases that go with it; an awareness of what books are for; consciousness and use of innumerable cultural allusions and educated idioms; and a relative ease in reading a periodical called VERBATIM, with sections called OBITER DICTA and EPISTOLAE. </t> <g> ( <pointer:0> say-01 :ARG0 ( <pointer:1> he ) :ARG1 ( <pointer:2> obligate-01 :ARG2 ( <pointer:3> hatch-01 :ARG1 ( <pointer:4> egg ) ) ) )  </g> [EOS]",The periodical VERBATIM has at least three sections.," A shared literacy is demonstrated in a variety of assumptions and biases. ,"
"<t> A good book for browsing in, giving many Scots words which have come into use in other parts of the English-speaking world and others which could perhaps add a little color (or colour) to English vocabulary here and there. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> think-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> true-01 :ARG1 ( <pointer:4> that ) ) ) :snt2 ( <pointer:5> contrast-01 :ARG1 ( <pointer:6> make-02 :ARG0 ( <pointer:7> that ) :ARG1 ( <pointer:8> feel-01 :ARG0 ( <pointer:9> they ) :ARG1 ( <pointer:10> resemble-01 :polarity - :ARG1 <pointer:9> :ARG2 ( <pointer:11> outsider ) ) :manner ( <pointer:12> definite ) ) ) :ARG2 ( <pointer:13> and :op1 ( <pointer:14> get-back-09 :ARG0 <pointer:9> :ARG1 ( <pointer:15> benefit-01 :ARG0 ( <pointer:16> government-organization :ARG0-of ( <pointer:17> govern-01 ) ) :ARG1 <pointer:9> ) ) :op2 ( <pointer:18> have-03 :ARG0 <pointer:9> :ARG1 ( <pointer:19> benefit :mod ( <pointer:20> tax ) :quant ( <pointer:21> lot ) ) ) ) ) )  </g> [EOS]",The book added new words to the english language., The book gives Scots words that have become common in other parts of the English-speaking
"<t> In a recent provocative study, sociologist Arlie Hochschild spent months getting to know employees at a large Midwestern corporation she called Americo. </t> <g> ( <pointer:0> combine-01 :ARG1 ( <pointer:1> factor :ARG1-of ( <pointer:2> contrary-01 :ARG1-of ( <pointer:3> seem-01 ) ) :ARG0-of ( <pointer:4> oppose-01 :ARG1-of <pointer:3> ) :ARG1-of ( <pointer:5> have-quant-91 :ARG2 ( <pointer:6> many ) :ARG3 ( <pointer:7> so ) ) ) :purpose ( <pointer:8> make-02 :ARG0 <pointer:1> :ARG1 ( <pointer:9> unique-01 :ARG1 ( <pointer:10> it ) ) ) )  </g> [EOS]","Arlie Hochschild, a sociologist, spent months getting to know employees of Americo during a recent exciting study.", Arlie Hochschild spent months getting to know employees at a large Midwestern corporation
"<t> OK, and your age? </t> <g> ( <pointer:0> ask-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> have-03 :ARG0 <pointer:5> :ARG1 ( <pointer:3> team :ARG1-of ( <pointer:4> favor-01 :ARG0 <pointer:5> ) ) :mod ( <pointer:5> well ) :polarity ( <pointer:6> amr-unknown ) ) :ARG2 ( <pointer:7> person :wiki - :name ( <pointer:8> name :op1 <lit> Jerry </lit> ) ) )  </g> [EOS]","Yes, old are you?"," What is your age?  I ask. Jerry, what's the name of"
<t> The Encyclopedia of Indianapolis is progressing well. </t> <g> ( <pointer:0> hire-01 :ARG1 ( <pointer:1> he ) :purpose ( <pointer:2> attempt-01 :ARG0 <pointer:1> :ARG1 ( <pointer:3> influence-01 :ARG0 <pointer:1> :ARG1 ( <pointer:4> policy-01 :ARG0 ( <pointer:5> government-organization :ARG0-of ( <pointer:6> administrate-01 ) ) :ARG2 ( <pointer:7> country :wiki <lit> China </lit> :name ( <pointer:8> name :op1 <lit> China </lit> ) ) ) ) ) :mod ( <pointer:9> at-least ) )  </g> [EOS],Progress is good for the Encyclopedia of Indianapolis. ," The encyclopedia of Indianapolis is progressing. , he hired someone to complete it"
"<t> Uh, it was pretty much a kitchen a front room and two-bedroom house one bathroom. </t> <g> ( <pointer:0> update-02 :li 1 :ARG2 ( <pointer:1> scandal :topic ( <pointer:2> fundraise-04 :ARG0 ( <pointer:3> political-party :wiki <lit> Democratic Party (United States) </lit> :name ( <pointer:4> name :op1 <lit> Democratic </lit> ) ) ) ) :ARG3 ( <pointer:5> say-01 :ARG0 ( <pointer:6> person :wiki <lit> Bill Clinton </lit> :name ( <pointer:7> name :op1 <lit> Clinton </lit> ) :ARG0-of ( <pointer:8> have-org-role-91 :ARG2 ( <pointer:9> president ) ) ) :ARG1 ( <pointer:10> deny-01 :ARG0 ( <pointer:11> person :ARG0-of ( <pointer:12> have-org-role-91 :ARG1 ( <pointer:13> government-organization :wiki <lit> Federal Bureau of Investigation </lit> :name ( <pointer:14> name :op1 <lit> FBI </lit> ) ) :ARG2 ( <pointer:15> agent ) ) ) :ARG1 ( <pointer:16> warn-01 :ARG1 ( <pointer:17> effort-01 :ARG0 ( <pointer:18> country :wiki <lit> China </lit> :name ( <pointer:19> name :op1 <lit> China </lit> ) ) :ARG1 ( <pointer:20> buy-01 :ARG0 <pointer:18> :ARG1 ( <pointer:21> influence-01 ) ) ) :ARG1-of ( <pointer:22> advance-01 ) ) :ARG2 <pointer:6> :manner ( <pointer:23> tell-01 :ARG0 <pointer:6> :ARG1 ( <pointer:24> keep-01 :ARG0 <pointer:18> :ARG1 ( <pointer:25> secret :domain ( <pointer:26> information ) ) ) :ARG2 ( <pointer:27> person :ARG0-of ( <pointer:28> have-rel-role-91 :ARG1 <pointer:6> :ARG2 ( <pointer:29> aide ) ) ) ) ) ) )  </g> [EOS]",The house had only one bathroom.," It was a small house. , it consisted of one bathroom and kitchen"
"<t> A member of the Muslim Brotherhood executed in 1966 on charges of attempting to overthrow the government, Qutb mixed Islamic scholarship with a very superficial acquaintance with Western history and thought. </t> <g> ( <pointer:0> source-02 :ARG0 ( <pointer:1> right-05 :ARG1 ( <pointer:2> they ) ) :ARG1 ( <pointer:3> conflict-01 :ARG1 ( <pointer:4> government-organization :ARG0-of ( <pointer:5> govern-01 ) :mod ( <pointer:6> central ) ) ) )  </g> [EOS]","In 1966, a member of the Muslim brotherhood was executed on charges of attempting to overthrow the government.", Qutb was a member of the Muslim Brotherhood.  When he died
"<t> Essentially, he proposes that the parent of all Indo-European languages was itself born in central Anatolia, whence it spread eastward, westward, and northward, being modified by the influences of the languages with which it came into contact, till it ultimately emerged in its recognizable, modern manifestations which we categorize into Germanic, Hellenic, Italic, Indo-Iranian, Anatolian, Armenian, Celtic, Tocharian, Albanian, and BaltoSlavic. </t> <g> ( <pointer:0> find-01 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> research-01 ) ) :ARG1 ( <pointer:3> stress-02 :ARG1-of ( <pointer:4> expect-01 ) :example ( <pointer:5> and :op1 ( <pointer:6> lose-02 :ARG1 ( <pointer:7> check :location ( <pointer:8> mail ) ) ) :op2 ( <pointer:9> ill-01 :ARG1 ( <pointer:10> one :ARG1-of ( <pointer:11> love-01 ) ) ) ) ) )  </g> [EOS]","The intersection of various cultures affected the primordial language, shaping and mutating it into modern-day equivalents.", He believes that Indo-European languages were influenced by other cultures.  explains
<t> These are in turn surrounded and supported by holders of school certificates and other qualifications. </t> <g> ( <pointer:0> patronize-01 :ARG0 ( <pointer:1> person :wiki <lit> Sam Donaldson </lit> :name ( <pointer:2> name :op1 <lit> Sam </lit> :op2 <lit> Donaldson </lit> ) :mod ( <pointer:3> even ) ) :ARG1 ( <pointer:4> i ) :time ( <pointer:5> day :mod ( <pointer:6> crossfire ) :poss <pointer:4> ) )  </g> [EOS],People with school certificates surround and support them.," Those are surrounded and supported by holders of school certificates. , when in"
<t> The Maennerchor Society brings together persons who share a desire to provide enduring and generous support for the law school. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> clean-up-02 :ARG1 ( <pointer:2> point :mod ( <pointer:3> any ) :ARG1-of ( <pointer:4> fail-01 :ARG0 ( <pointer:5> you ) :ARG2 ( <pointer:6> win-01 :ARG0 <pointer:5> ) :manner ( <pointer:7> rig-01 :ARG0 <pointer:5> :ARG1 ( <pointer:8> and :op1 ( <pointer:9> question-01 ) :op2 ( <pointer:10> category ) ) ) ) ) :location ( <pointer:11> and :op1 ( <pointer:12> thing :ARG2-of ( <pointer:13> summarize-01 ) :mod ( <pointer:14> executive ) :ARG1-of ( <pointer:15> mean-01 :ARG2 ( <pointer:16> spin-03 :ARG0 ( <pointer:17> person :ARG0-of ( <pointer:18> poll-01 ) ) ) ) ) :op2 ( <pointer:19> and :op1 ( <pointer:20> release-01 :ARG0 ( <pointer:21> press ) ) :op2 ( <pointer:22> conference :mod ( <pointer:23> news ) ) :ARG1-of ( <pointer:24> mean-01 :ARG2 ( <pointer:25> spin-03 :ARG0 ( <pointer:26> client ) :ARG1 ( <pointer:27> spin-03 :ARG0 <pointer:17> ) ) ) ) ) ) )  </g> [EOS],People who wish to provide generous support to the school are united by the Maennerchor Society., The Maennerchor Society brings together people who share a desire to provide enduring
