<t> Community needs are increasing and your help is needed more than ever. </t> <g> ( <pointer:0> enjoy-01 :ARG0 ( <pointer:1> mountain :wiki <lit> Aelia Capitolina </lit> :name ( <pointer:2> name :op1 <lit> Aelia </lit> :op2 <lit> Capitolina </lit> ) ) :ARG1 ( <pointer:3> history :mod ( <pointer:4> innocuous ) ) :time ( <pointer:5> after :op1 ( <pointer:6> now ) :duration ( <pointer:7> temporal-quantity :quant 2 :unit ( <pointer:8> century ) ) ) )  </g> [EOS],Your help is needed more than ever because community needs are increasing., Community needs are increasing. ...you need help more than ever! (
"<t> We are pleased to note that Hu-Friedy, L.D.Caulk, and Star Dental have each agreed to contribute to this worthy cause. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> have-degree-91 :ARG1 ( <pointer:2> village :mod ( <pointer:3> other ) ) :ARG2 ( <pointer:4> develop-02 :ARG1 <pointer:2> ) :ARG3 ( <pointer:5> less :quant ( <pointer:6> much ) ) ) :op2 ( <pointer:7> lie-07 :ARG1 ( <pointer:8> essence :poss ( <pointer:9> delight :quant ( <pointer:10> many ) ) ) :ARG2 <pointer:2> ) )  </g> [EOS]",We are happy to say that there are a few donors for this cause., We are happy that the three of them have agreed to donate. ...
"<t> We provide free counseling and support services to them through our office in Birmingham, and we have camping and adventure services for them here on our Lake Martin Campus. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> wonder-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> thing :manner-of ( <pointer:4> keep-up-05 :ARG0 ( <pointer:5> they ) :ARG1 ( <pointer:6> they ) ) ) :concession ( <pointer:7> seem-01 :ARG1 ( <pointer:8> move-01 :ARG1 ( <pointer:9> buffaloo ) :ARG1-of ( <pointer:10> fast-02 :degree ( <pointer:11> so ) ) ) ) ) :op2 ( <pointer:12> guess-01 :ARG0 <pointer:2> :ARG1 ( <pointer:13> graze-01 :ARG0 <pointer:9> :concession ( <pointer:14> problem :polarity - :domain <pointer:13> ) ) ) )  </g> [EOS]","At Lake Martin Campus we offer camping, whereas our Birmingham office has free counseling services.", They can get free counseling and support through our office in Birmingham.  Also
"<t> The complexity of the problem, even for basic blue jeans, is staggering. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> company :wiki <lit> IBM </lit> :name ( <pointer:2> name :op1 <lit> IBM </lit> ) :mod ( <pointer:3> oh-yeah :mode expressive ) ) :snt2 ( <pointer:4> mean-01 :ARG0 ( <pointer:5> i ) :ARG2 ( <pointer:6> contrast-01 :ARG1 ( <pointer:7> use-01 :ARG0 ( <pointer:8> folk :quant ( <pointer:9> lot ) ) :ARG1 ( <pointer:10> factor :mod ( <pointer:11> human ) ) ) :ARG2 ( <pointer:12> look-01 :ARG0 <pointer:5> :ARG1 <pointer:1> :time ( <pointer:13> now :mod ( <pointer:14> right ) ) ) ) ) )  </g> [EOS]",The complicated problem affects the matter of blue jeans.," The problem is very complex. , even for basic blue jeans...that"
"<t> They were, um, they were best-seller type fiction from the um, 40's and 50's and 60's and on, just, they were members of a book club and they got a lot of books that way. </t> <g> ( <pointer:0> be-located-at-91 :ARG1 ( <pointer:1> home :poss ( <pointer:2> person :wiki - :name ( <pointer:3> name :op1 <lit> Madame </lit> :op2 <lit> de </lit> :op3 <lit> Maintenon </lit> ) :ARG0-of ( <pointer:4> have-rel-role-91 :ARG1 ( <pointer:5> person :wiki <lit> Louis XIV </lit> :name ( <pointer:6> name :op1 <lit> Louis </lit> :op2 <lit> XIV </lit> ) :ARG0-of ( <pointer:7> have-org-role-91 :ARG2 ( <pointer:8> king ) ) :ARG1-of ( <pointer:9> age-01 ) ) :ARG2 ( <pointer:10> mistress ) ) ) :location-of ( <pointer:11> refuge :ARG1-of ( <pointer:12> increase-01 ) ) :domain ( <pointer:13> palace :wiki - :name ( <pointer:14> name :op1 <lit> Grand </lit> :op2 <lit> Trianon </lit> ) :ARG1-of ( <pointer:15> surround-01 :ARG2 ( <pointer:16> garden :mod ( <pointer:17> pom-pom ) :ARG1-of ( <pointer:18> pleasant-02 ) ) ) ) ) :ARG2 ( <pointer:19> relative-position :op1 ( <pointer:20> chateau ) :direction ( <pointer:21> northwest ) ) )  </g> [EOS]",The monthly book club sent a lot of books., They were members of a book club and they got lots. They are
"<t> They assumed the fighter escort would be discreet, vectored to a position five miles directly behind the hijacked aircraft, where it could perform its mission to monitor the aircraft's flight path. </t> <g> ( <pointer:0> possible-01 :polarity ( <pointer:1> amr-unknown ) :ARG1 ( <pointer:2> ask-01 :ARG0 ( <pointer:3> i ) :ARG1 ( <pointer:4> truth-value :polarity-of ( <pointer:5> have-mod-91 :ARG1 <pointer:7> :ARG2 ( <pointer:6> country :wiki <lit> Canada </lit> :name ( <pointer:7> name :op1 <lit> Canada </lit> ) ) ) ) :ARG2 ( <pointer:8> you ) :mod ( <pointer:9> just ) ) )  </g> [EOS]",The fighter jets stayed far enough away to track the plane., They thought the fighter escort would be discreet.  The aircraft was being watched
<t> We're told that one aircraft is down but we do not have a pilot report that did it. </t> <g> ( <pointer:0> philosophy :domain ( <pointer:1> seize-01 :ARG1 ( <pointer:2> opportunity :time ( <pointer:3> today ) :location ( <pointer:4> economy :ARG0-of ( <pointer:5> thrive-01 ) ) ) ) :time ( <pointer:6> meantime ) )  </g> [EOS],We do not have a pilot report that took down the aircraft. ," We don't know why one aircraft is down. , we do not"
"<t> Not that I can remember, no, uh uh. </t> <g> ( <pointer:0> think-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> do-02 :ARG0 ( <pointer:3> they ) :ARG1 ( <pointer:4> job :ARG1-of ( <pointer:5> excellent-02 ) ) :ARG2 ( <pointer:6> age-01 :ARG1 ( <pointer:7> person :ARG1-of ( <pointer:8> know-02 :ARG0 ( <pointer:9> you ) ) ) :ARG2 ( <pointer:10> and :op1 ( <pointer:11> age-01 :ARG1 <pointer:7> :time ( <pointer:12> age-01 :ARG1 <pointer:7> :ARG2 ( <pointer:13> kid :mod ( <pointer:14> little ) ) ) ) :op2 ( <pointer:15> have-degree-91 :ARG1 <pointer:7> :ARG2 ( <pointer:16> old ) :ARG3 ( <pointer:17> more :quant ( <pointer:18> little ) ) ) :op3 ( <pointer:19> have-degree-91 :ARG1 <pointer:7> :ARG2 ( <pointer:20> old ) :ARG3 ( <pointer:21> more :quant ( <pointer:22> little ) ) ) :ARG2-of ( <pointer:23> except-01 :ARG1 ( <pointer:24> age-01 :ARG1 ( <pointer:25> person :mod ( <pointer:26> last :degree ( <pointer:27> very ) ) :ARG1-of ( <pointer:28> know-02 :ARG0 <pointer:9> ) :ARG0-of ( <pointer:29> play-02 :ARG1 ( <pointer:30> kid ) ) ) :ARG2 <pointer:13> ) ) ) ) ) :mod ( <pointer:31> uh-huh :mode expressive ) )  </g> [EOS]",I can not remember.," I can't remember. , uh...I think they did a good"
<t> Many business firms have  casual days  for office attire. </t> <g> ( <pointer:0> criticize-01 :ARG0 ( <pointer:1> newspaper :wiki <lit> Mainichi Shimbun </lit> :name ( <pointer:2> name :op1 <lit> Mainichi </lit> :op2 <lit> Shimbun </lit> ) ) :ARG1 ( <pointer:3> person :wiki <lit> Keizo Obuchi </lit> :name ( <pointer:4> name :op1 <lit> Keizo </lit> :op2 <lit> Obuchi </lit> ) :ARG0-of ( <pointer:5> lead-02 :ARG1 ( <pointer:6> political-party :wiki <lit> Liberal Democratic Party (Japan) </lit> :name ( <pointer:7> name :op1 <lit> Liberal </lit> :op2 <lit> Democratic </lit> :op3 <lit> Party </lit> ) ) ) :ARG1-of ( <pointer:8> new-01 ) ) :ARG2 ( <pointer:9> lack-01 :ARG0 <pointer:3> :ARG1 ( <pointer:10> idea :ARG1-of ( <pointer:11> fresh-04 ) :purpose ( <pointer:12> revive-01 :ARG1 ( <pointer:13> economy :mod ( <pointer:14> country :wiki <lit> Japan </lit> :name ( <pointer:15> name :op1 <lit> Japan </lit> ) ) ) ) ) ) :location <pointer:14> )  </g> [EOS],Business firms have casual days where formal wear is not required.," Business attire is casual. , criticize the newspaper for reporting on it;"
"<t> For as long as he needs it, Goodwill will continue to help. </t> <g> ( <pointer:0> have-03 :ARG0 ( <pointer:1> organization :wiki <lit> The Women's Haven </lit> :name ( <pointer:2> name :op1 <lit> The </lit> :op2 <lit> Women's </lit> :op3 <lit> Haven </lit> ) :ARG0-of ( <pointer:3> provide-01 :ARG1 ( <pointer:4> and :op1 ( <pointer:5> shelter-01 :ARG0 <pointer:1> :ARG1 ( <pointer:6> victim :mod ( <pointer:7> violence :mod ( <pointer:8> domestic ) ) ) ) :op2 ( <pointer:9> reach-03 :ARG0 <pointer:1> :ARG2 <pointer:6> ) ) ) ) :ARG1 ( <pointer:10> attorney :mod ( <pointer:11> full-time ) ) :time ( <pointer:12> already ) )  </g> [EOS]",Goodwill will help as long as necessary., Goodwill will continue to help for as long he needs it. ...
<t> Moscow declared it would pull its military forces out of Afghanistan within the next nine months. </t> <g> ( <pointer:0> obligate-01 :ARG1 ( <pointer:1> person :quant ( <pointer:2> many ) :ARG0-of ( <pointer:3> flee-05 :ARG2 ( <pointer:4> and :op1 ( <pointer:5> island :wiki <lit> Lesvos </lit> :name ( <pointer:6> name :op1 <lit> Lesvos </lit> ) ) :op2 ( <pointer:7> island :wiki <lit> Chios </lit> :name ( <pointer:8> name :op1 <lit> Chios </lit> ) ) :op3 ( <pointer:9> island :wiki <lit> Samos </lit> :name ( <pointer:10> name :op1 <lit> Samos </lit> ) ) :location ( <pointer:11> offshore :mod ( <pointer:12> just ) ) :ARG1-of ( <pointer:13> rule-03 :ARG0 ( <pointer:14> country :wiki <lit> Greece </lit> :name ( <pointer:15> name :op1 <lit> Greece </lit> ) ) ) ) ) ) :ARG2 ( <pointer:16> leave-11 :ARG0 <pointer:1> :ARG1 ( <pointer:17> place :location-of ( <pointer:18> bear-02 :ARG1 <pointer:1> ) ) ) )  </g> [EOS],Moscow decided its military forces needed to withdraw from Afghan territory.," Moscow said it would withdraw military forces from Afghanistan within nine months. ,"
<t> Its institutions take many forms and survive under many different political regimes. </t> <g> ( <pointer:0> lively :domain ( <pointer:1> city-district :wiki <lit> Montmartre </lit> :name ( <pointer:2> name :op1 <lit> Montmartre </lit> ) ) :time ( <pointer:3> date-entity :dayperiod ( <pointer:4> night ) ) :accompanier ( <pointer:5> club :ARG1-of ( <pointer:6> fame-01 ) :example ( <pointer:7> club :wiki - :name ( <pointer:8> name :op1 <lit> Au </lit> :op2 <lit> Lapin </lit> :op3 <lit> Agile </lit> ) ) ) )  </g> [EOS],The institutions have many different forms and have different political regimes that they survive under., There are many forms of institutions. ...and they survive under political regimes
"<t> My favorite story, um, oh, Cinderella. </t> <g> ( <pointer:0> learn-01 :ARG0 ( <pointer:1> person :wiki <lit> Bill Clinton </lit> :name ( <pointer:2> name :op1 <lit> Clinton </lit> ) ) :ARG1 ( <pointer:3> thing :manner-of ( <pointer:4> avoid-01 :ARG0 <pointer:1> :ARG1 ( <pointer:5> look-02 :ARG0 <pointer:1> :ARG1 ( <pointer:6> have-org-role-91 :polarity - :ARG0 <pointer:1> :ARG2 ( <pointer:7> president ) ) ) ) ) :time ( <pointer:8> after :quant ( <pointer:9> temporal-quantity :quant 4 :unit ( <pointer:10> year ) ) ) )  </g> [EOS]",Cinderella would be my favorite story.," Cinderella is my favorite story. , oh-mine! after all these"
<t> Your support is vital and your generosity will make a real difference. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> and :op2 ( <pointer:2> try-01 :ARG0 ( <pointer:3> guy :mod ( <pointer:4> poor ) :mod ( <pointer:5> this ) :location ( <pointer:6> out-there ) ) :ARG1 ( <pointer:7> uphold-01 :ARG0 <pointer:3> :ARG1 ( <pointer:8> law ) ) ) ) :snt2 ( <pointer:9> and :op1 ( <pointer:10> know-01 :polarity - :ARG0 ( <pointer:11> i ) ) :op2 ( <pointer:12> think-01 :ARG0 <pointer:11> :ARG1 ( <pointer:13> recommend-01 :ARG1 ( <pointer:14> bring-01 :ARG0 ( <pointer:15> they ) :ARG1 ( <pointer:16> punish-01 :mod ( <pointer:17> capital ) ) :direction ( <pointer:18> back ) ) ) :degree ( <pointer:19> kind-of ) ) ) )  </g> [EOS],Your support is vital to the future.," Your support is vital. , and your generosity will make a real difference"
"<t> metaschizotherium Not an over-arching, society-wide split personality, but mind blowingly enough an extinct rhino with a fivetoed foot. </t> <g> ( <pointer:0> metaphor :mod ( <pointer:1> innocuous :ARG1-of ( <pointer:2> brilliant-01 ) ) :ARG1-of ( <pointer:3> devise-01 :ARG0 ( <pointer:4> person :ARG0-of ( <pointer:5> manipulate-02 ) :mod ( <pointer:6> master ) ) :purpose ( <pointer:7> obscure-01 :ARG0 <pointer:4> :ARG1 ( <pointer:8> manipulate-02 :ARG0 <pointer:4> ) ) ) :degree ( <pointer:9> so ) )  </g> [EOS]",It's very surprising that a metaschizotherium is an extinct rhino rather than a societal concept., A rhino with a five toed foot is called metaschizotherium
"<t> According to Miyares' wife, JoAnn, the decision changed his life. </t> <g> ( <pointer:0> have-concession-91 :ARG1 ( <pointer:1> possible-01 :ARG1 ( <pointer:2> and :op1 ( <pointer:3> reduce-01 :ARG0 <pointer:9> :ARG1 ( <pointer:4> cost-01 ) ) :op2 ( <pointer:5> allow-01 :ARG0 <pointer:9> :ARG1 ( <pointer:6> efficient-01 :ARG1-of ( <pointer:7> increase-01 ) ) ) ) ) :ARG2 ( <pointer:8> view-02 :ARG0 ( <pointer:9> person :ARG0-of ( <pointer:10> observe-01 ) :quant ( <pointer:11> many ) ) :ARG1 ( <pointer:12> this ) :ARG2 ( <pointer:13> step-01 :mod ( <pointer:14> extreme ) ) ) :ARG1-of ( <pointer:15> describe-01 :ARG0 ( <pointer:16> publication :wiki - :name ( <pointer:17> name :op1 <lit> Cohen </lit> ) :time ( <pointer:18> date-entity :year 1999 ) ) ) )  </g> [EOS]",JoAnn said the decision changed his life.," JoAnn said the decision changed his life. ,the woman's name"
<t> The order must be broken down into groups of units to be worked on together. </t> <g> ( <pointer:0> scan-01 :ARG0 ( <pointer:1> they ) :ARG1 ( <pointer:2> side :part-of ( <pointer:3> cliff ) ) :ARG2 ( <pointer:4> hole ) :ARG1-of ( <pointer:5> narrow-02 ) :topic ( <pointer:6> amr-unknown ) )  </g> [EOS],The customer's order needs to be split into several groups to be worked on., The order needs to be broken down into groups. ...they need work
<t> It was about seven or eight feet tall. </t> <g> ( <pointer:0> true-01 :ARG1 ( <pointer:1> this ) :location ( <pointer:2> island :wiki <lit> Menorca </lit> :name ( <pointer:3> name :op1 <lit> Menorca </lit> ) :location-of ( <pointer:4> limit-01 :ARG0 ( <pointer:5> wind :time ( <pointer:6> date-entity :season ( <pointer:7> winter ) ) :ARG1-of ( <pointer:8> cold-01 ) ) :ARG1 ( <pointer:9> long-03 :ARG1 ( <pointer:10> season ) ) ) ) :mod ( <pointer:11> especially ) )  </g> [EOS],It was approximately seven or eight feet tall. ," It was about seven or eight feet tall. , especially when it is"
<t> I enjoy sharing these small victories with you through my letters. </t> <g> ( <pointer:0> have-org-role-91 :ARG0 ( <pointer:1> city :wiki <lit> Alexandria </lit> :name ( <pointer:2> name :op1 <lit> Alexandria </lit> ) :ARG1-of ( <pointer:3> found-01 :ARG0 ( <pointer:4> person :wiki <lit> Alexander the Great </lit> :name ( <pointer:5> name :op1 <lit> Alexander </lit> :op2 <lit> the </lit> :op3 <lit> Great </lit> ) ) :location ( <pointer:6> coast :mod ( <pointer:7> sea :wiki <lit> Mediterranean Sea </lit> :name ( <pointer:8> name :op1 <lit> Mediterranean </lit> ) ) ) :time ( <pointer:9> date-entity :year 322 :era <lit> BC </lit> ) ) ) :ARG1 ( <pointer:10> country :wiki <lit> Egypt </lit> :name ( <pointer:11> name :op1 <lit> Egypt </lit> ) ) :ARG2 ( <pointer:12> capital ) :time ( <pointer:13> era :wiki <lit> Ptolemaic dynasty </lit> :name ( <pointer:14> name :op1 <lit> Ptolemaic </lit> ) ) )  </g> [EOS],I like telling you about good stuff.," I like to share my victories with you. , when i write it"
"<t> Unless I'm like, when I go home for like Christmas break, after being there for like two weeks, it was like I'd never moved out and we get kind of like tense with each other. </t> <g> ( <pointer:0> say-01 :ARG0 <pointer:2> :ARG1 ( <pointer:1> know-01 :polarity - :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> thing :ARG2-of ( <pointer:4> answer-01 ) :mod ( <pointer:5> all ) ) ) :ARG2 ( <pointer:6> fella ) )  </g> [EOS]",When I was home for the holidays it felt like I had never left., We get tense when I go home for Christmas break. ...when i
"<t> There are also stories of subcontractors, in this country as well as overseas, crumpling a marker up so that when it is laid out again it will be just a little smaller in width and length'a trick to save a fraction of a percent from each piece. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> contrast-01 :ARG1 ( <pointer:2> way :polarity - :manner-of ( <pointer:3> read-01 :ARG1 ( <pointer:4> text :mod ( <pointer:5> this ) ) :time ( <pointer:6> ahead :quant ( <pointer:7> multiple :op1 ( <pointer:8> temporal-quantity :quant 1 :unit ( <pointer:9> year ) ) ) ) ) :manner ( <pointer:10> magnify-01 ) ) :ARG2 ( <pointer:11> way :manner-of ( <pointer:12> read-01 :ARG1 <pointer:4> :manner ( <pointer:13> glass :ARG0-of ( <pointer:14> look-01 ) :purpose ( <pointer:15> discern-01 :ARG1 ( <pointer:16> share-01 :ARG0 ( <pointer:17> culture :mod ( <pointer:18> politics ) :ARG0-of ( <pointer:19> produce-01 :ARG1 ( <pointer:20> person :wiki <lit> Richard Nixon </lit> :name ( <pointer:21> name :op1 <lit> Nixon </lit> ) ) ) ) :ARG1 ( <pointer:22> thing ) :ARG2 ( <pointer:23> culture :poss ( <pointer:24> we ) ) ) ) :instrument <pointer:13> ) ) :ARG1-of ( <pointer:25> have-degree-91 :ARG2 ( <pointer:26> good-02 :ARG1 <pointer:11> ) :ARG3 ( <pointer:27> most ) ) ) ) )  </g> [EOS]",Subcontractors are working toward saving a fraction of a percent from each piece., Subcontractors crumpled a marker up to save some percent. 
"<t> Ah, Uncle Wiggly was a favorite. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> calculate-01 :ARG0 ( <pointer:2> person :ARG0-of ( <pointer:3> work-01 ) ) :ARG1 ( <pointer:4> and :op1 ( <pointer:5> monetary-quantity :ARG1-of ( <pointer:6> expect-01 :ARG0 <pointer:2> :ARG1-of ( <pointer:7> possible-01 ) :source ( <pointer:8> plan-01 :ARG1 ( <pointer:9> pension ) :ARG1-of ( <pointer:10> sponsor-01 :ARG0 ( <pointer:11> company :ARG0-of ( <pointer:12> employ-01 ) ) ) ) ) ) :op2 ( <pointer:13> monetary-quantity :ARG1-of ( <pointer:14> save-01 :ARG0 <pointer:2> :purpose ( <pointer:15> retire-01 :ARG0 <pointer:2> ) :mod ( <pointer:16> by-oneself ) :ARG1-of ( <pointer:17> need-01 :ARG0 <pointer:2> ) ) ) ) ) :time ( <pointer:18> know-01 :ARG0 <pointer:2> :ARG1 ( <pointer:19> promise-01 :ARG0 ( <pointer:20> law :time ( <pointer:21> current ) ) :ARG2 ( <pointer:22> benefit-01 :ARG0 ( <pointer:23> program :wiki <lit> Social Security (United States) </lit> :name ( <pointer:24> name :op1 <lit> Social </lit> :op2 <lit> Security </lit> ) ) :ARG1 <pointer:2> ) ) ) )  </g> [EOS]","Ah, one of my favorites was Uncle Wiggly. "," Uncle Wiggly was a favorite. ,what you need to do"
<t> It is not widely recognized that in our community there are families in need. </t> <g> ( <pointer:0> handy-02 :ARG1 ( <pointer:1> have-03 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> card :mod ( <pointer:4> credit ) :mod ( <pointer:5> that ) ) :purpose ( <pointer:6> whatever :ARG2-of ( <pointer:7> need-01 :ARG0 <pointer:2> :ARG1 <pointer:3> :ARG1-of ( <pointer:8> possible-01 ) ) ) ) :time ( <pointer:9> always ) :mod ( <pointer:10> yeah :mode expressive ) :mod ( <pointer:11> right ) )  </g> [EOS],It goes largely unrecognized in our community that there are families here in need., It is not widely known that in our community there are families. ...
<t> They say we're going up in the mountains to find some snow. </t> <g> ( <pointer:0> supplement-01 :ARG0 ( <pointer:1> we ) :ARG1 ( <pointer:2> estimate-01 :ARG0 <pointer:1> :ARG1 ( <pointer:3> benefit-01 ) :mod ( <pointer:4> base ) ) :ARG2 ( <pointer:5> series :consist-of ( <pointer:6> calculate-01 :ARG1 ( <pointer:7> sensitive-03 ) :ARG0-of ( <pointer:8> use-01 :ARG1 ( <pointer:9> source-01 :ARG1 ( <pointer:10> and :op1 ( <pointer:11> data :topic ( <pointer:12> respond-01 :ARG1 ( <pointer:13> concentrate-02 ) ) ) :op2 ( <pointer:14> data :topic ( <pointer:15> value-01 ) ) ) :mod ( <pointer:16> other ) ) :ARG2 ( <pointer:17> category :mod <pointer:3> :ARG1-of ( <pointer:18> key-02 ) ) ) ) ) :purpose ( <pointer:19> address-02 :ARG0 <pointer:1> :ARG1 ( <pointer:20> concern-01 :mod ( <pointer:21> this ) ) ) )  </g> [EOS],We're going on a quest to find snow in the mountains., They say we're going up in the mountains to find some snow. 
"<t> Manager, New York  We have several situations going on here. </t> <g> ( <pointer:0> helpful-04 :ARG0 ( <pointer:1> send-01 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> thing :ARG1-of ( <pointer:4> comment-01 :ARG0 <pointer:2> ) ) :manner ( <pointer:5> and :op1 ( <pointer:6> write-01 :ARG0 <pointer:2> ) :op2 ( <pointer:7> diskette ) :manner ( <pointer:8> or :op1 ( <pointer:9> format :mod ( <pointer:10> word ) ) :op2 ( <pointer:11> format :mod ( <pointer:12> string-entity :value <lit> ASCII </lit> ) ) ) ) ) :condition ( <pointer:13> need-01 :ARG0 <pointer:2> :ARG1 ( <pointer:14> use-01 :ARG0 <pointer:2> :ARG1 ( <pointer:15> mail ) ) ) )  </g> [EOS]","This is New York to Manager, we have several issues going on.  "," There are a lot of issues going on here.  Manager, New York..."
"<t> Bin Ladin said in his ABC interview that he and his followers had been preparing in Somalia for another long struggle, like that against the Soviets in Afghanistan, but the United States rushed out of Somalia in shame and disgrace. </t> <g> ( <pointer:0> argue-01 :ARG0 ( <pointer:1> purist :topic ( <pointer:2> tax-01 ) ) :ARG1 ( <pointer:3> recommend-01 :ARG1 ( <pointer:4> and :op1 ( <pointer:5> treat-01 :ARG1 ( <pointer:6> and :op1 ( <pointer:7> value-01 :ARG1 ( <pointer:8> work-01 :ARG0 ( <pointer:9> person :ARG0-of ( <pointer:10> make-01 :ARG1 ( <pointer:11> home ) ) ) :ARG1-of ( <pointer:12> hard-02 ) ) ) :op2 ( <pointer:13> benefit-01 :ARG1 <pointer:9> :ARG1-of ( <pointer:14> receive-01 :ARG0 <pointer:9> :ARG1-of ( <pointer:15> presume-01 ) :ARG1-of ( <pointer:16> return-05 :ARG0 <pointer:9> :ARG3 <pointer:8> ) ) :mod ( <pointer:17> intra :op1 ( <pointer:18> family ) ) ) ) :ARG2 ( <pointer:19> income ) ) :op2 ( <pointer:20> tax-01 :ARG3 <pointer:6> ) :ARG1-of ( <pointer:21> resemble-01 :ARG2 ( <pointer:22> wage :ARG1-of ( <pointer:23> pay-01 :ARG2 ( <pointer:24> company :ARG0-of ( <pointer:25> provide-01 :ARG1 ( <pointer:26> service ) ) :location ( <pointer:27> outside ) :example ( <pointer:28> and :op1 ( <pointer:29> person :ARG0-of ( <pointer:30> babysit-01 ) ) :op2 ( <pointer:31> person :ARG0-of ( <pointer:32> keep-01 :ARG1 ( <pointer:33> house ) ) ) ) ) ) ) :mod ( <pointer:34> in-fact ) ) ) ) )  </g> [EOS]",Bin Ladin was interviewed by ABC about the Somalia conflict., Bin Ladin said in his ABC interview that he and followers had been preparing for another
premise,hypo,generated_hypo
<t> Thanks for your consideration! </t> <g> ( <pointer:0> accompany-01 :polarity ( <pointer:1> amr-unknown ) :ARG0 ( <pointer:2> anyone ) :ARG1 ( <pointer:3> you ) )  </g> [EOS],We appreciate your consideration. ," Thanks for considering! , accompany-with--what? I don't"
<t> The intent is that the faculty will contribute to the award annually. </t> <g> ( <pointer:0> permit-01 :li 11 :ARG0 ( <pointer:1> depart-01 :mod ( <pointer:2> this ) ) :ARG1 ( <pointer:3> and :op1 ( <pointer:4> take-advantage-02 :ARG0 ( <pointer:5> they ) :ARG1 ( <pointer:6> cost-01 :ARG1 ( <pointer:7> live-01 ) :ARG1-of ( <pointer:8> have-degree-91 :ARG2 ( <pointer:9> low-04 :ARG1 <pointer:6> ) :ARG3 ( <pointer:10> more ) ) ) ) :op2 ( <pointer:11> reunite-01 :ARG1 <pointer:5> :ARG2 ( <pointer:12> and :op1 ( <pointer:13> person :ARG0-of ( <pointer:14> have-rel-role-91 :ARG1 <pointer:5> :ARG2 ( <pointer:15> spouse ) ) ) :op2 ( <pointer:16> person :ARG0-of ( <pointer:17> have-rel-role-91 :ARG1 <pointer:5> :ARG2 ( <pointer:18> child ) ) ) ) ) ) )  </g> [EOS],Faculty will contribute to the award every year.," The faculty will contribute to the award annually. , a intent is that"
"<t> The items are then stored in a way that makes them easy to pick for an order about to be shipped. </t> <g> ( <pointer:0> announce-01 :ARG0 ( <pointer:1> tabloid :wiki <lit> The Sun (United Kingdom) </lit> :name ( <pointer:2> name :op1 <lit> The </lit> :op2 <lit> Sun </lit> ) :ARG1-of ( <pointer:3> sell-01 :location ( <pointer:4> country :wiki <lit> United Kingdom </lit> :name ( <pointer:5> name :op1 <lit> Britain </lit> ) ) :ARG1-of ( <pointer:6> have-degree-91 :ARG2 ( <pointer:7> good-02 :ARG1 <pointer:3> ) :ARG3 ( <pointer:8> most ) ) ) ) :ARG1 ( <pointer:9> start-01 :ARG0 ( <pointer:10> person :wiki <lit> Jerry Hall </lit> :name ( <pointer:11> name :op1 <lit> Jerry </lit> :op2 <lit> Hall </lit> ) :ARG0-of ( <pointer:12> model-01 ) :mod ( <pointer:13> state :wiki <lit> Texas </lit> :name ( <pointer:14> name :op1 <lit> Texas </lit> ) ) ) :ARG1 ( <pointer:15> proceeding-02 :ARG1 <pointer:10> :ARG2 ( <pointer:16> divorce-01 :ARG0 <pointer:10> :ARG1 ( <pointer:17> person :wiki <lit> Mick Jagger </lit> :name ( <pointer:18> name :op1 <lit> Mick </lit> :op2 <lit> Jagger </lit> ) :ARG1-of ( <pointer:19> age-01 ) :ARG0-of ( <pointer:20> have-org-role-91 :ARG2 ( <pointer:21> star :mod ( <pointer:22> rock ) ) ) ) ) :location ( <pointer:23> government-organization :wiki <lit> High Court of Justiciary </lit> :name ( <pointer:24> name :op1 <lit> High </lit> :op2 <lit> Court </lit> ) :location ( <pointer:25> city :wiki <lit> London </lit> :name ( <pointer:26> name :op1 <lit> London </lit> ) ) ) ) ) :time ( <pointer:27> date-entity :weekday ( <pointer:28> friday ) ) :manner ( <pointer:29> exclusive :mod ( <pointer:30> page :mod ( <pointer:31> front ) :part-of <pointer:1> ) :mod ( <pointer:32> world ) ) ) "",</g> [EOS]",The items are stashed  so that they are easily picked for an order about to be shipped., The items are stored in a way that makes them easy to pick for an order about
"<t> Considering the circulation of The New York Times on Sundays, his column is probably the most widely read commentary on contemporary English in the world; that places more than one uncommon burden on a  he must do his utmost to be accurate; he must try to select subjects likely to be of interest to his readers; and he must write well. </t> <g> ( <pointer:0> prioritize-01 :polarity - :ARG1 ( <pointer:1> person :ARG0-of ( <pointer:2> overstay-01 :ARG1 ( <pointer:3> visa :mod ( <pointer:4> person :ARG0-of ( <pointer:5> study-01 ) ) ) ) ) :ARG1-of ( <pointer:6> high-02 ) :topic ( <pointer:7> assist-01 :manner ( <pointer:8> pro-bono ) ) )  </g> [EOS]",He needs to write well and choose engrossing subjects to his readers. , His column is the most widely read commentary on contemporary English.  explains why
