premise,hypo,generated_hypo
<t> Although I do enjoy Spring and March here. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> think-01 :ARG0 ( <pointer:2> i ) :ARG1 ( <pointer:3> great :domain ( <pointer:4> that ) ) ) :snt2 ( <pointer:5> try-01 :ARG0 ( <pointer:6> they ) :ARG1 ( <pointer:7> that ) :location ( <pointer:8> place :quant ( <pointer:9> few ) :location ( <pointer:10> city :wiki <lit> Houston </lit> :name ( <pointer:11> name :op1 <lit> Houston </lit> ) ) ) ) :snt3 ( <pointer:12> know-01 :polarity - :ARG0 ( <pointer:13> i ) :ARG1 ( <pointer:14> truth-value :polarity-of ( <pointer:15> or :op1 ( <pointer:16> do-02 :ARG0 ( <pointer:17> they ) :ARG1 ( <pointer:18> it ) :mod ( <pointer:19> citywide ) :time ( <pointer:20> yet ) ) :op2 ( <pointer:21> have-03 :polarity - :ARG0 <pointer:17> :ARG1 ( <pointer:22> and :op1 ( <pointer:23> bag ) :op2 ( <pointer:24> bin ) :ARG1-of ( <pointer:25> color-code-01 ) ) ) ) ) ) )  </g> [EOS],"Yes, but here, I'm definitely liking Spring and March."," I enjoy the spring and march. , when they do it citywide"
"<t> How about does um, your Dad read any stories to you? </t> <g> ( <pointer:0> say-01 :polarity - :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> man :mod ( <pointer:3> mandrake ) :domain ( <pointer:4> you ) ) :time ( <pointer:5> ever ) )  </g> [EOS]",Does your dad read any stories to you?, Does your Dad read stories to you?  I don't know. Do he
<t> Has that directive been transmitted to the aircraft? </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> assure-01 :polarity - :ARG2 ( <pointer:2> enhance-01 :ARG0 ( <pointer:3> thing :ARG0-of ( <pointer:4> incentivize-01 ) :mod ( <pointer:5> tax-01 ) ) :ARG1 ( <pointer:6> security :mod ( <pointer:7> retire-01 :ARG0 ( <pointer:8> individual ) ) ) :time ( <pointer:9> ultimate ) ) :condition ( <pointer:10> possible-01 :ARG1 ( <pointer:11> withdraw-01 :ARG0 ( <pointer:12> person ) :ARG1 ( <pointer:13> money ) :ARG2 ( <pointer:14> account :ARG1-of ( <pointer:15> prefer-01 :ARG0 <pointer:12> ) ) :purpose ( <pointer:16> purpose :ARG2-of ( <pointer:17> except-01 :ARG1 <pointer:7> ) ) :manner ( <pointer:18> ready-02 ) ) ) ) )  </g> [EOS],Has the aircraft had the directive transmitted to it?," Has that directive been transmitted to the aircraft? , assure-the--"
"<t> At 8:41, Sweeney told Woodward that passengers in coach were under the impression that there was a routine medical emergency in first class. </t> <g> ( <pointer:0> open-01 :ARG1 ( <pointer:1> installment :ord ( <pointer:2> ordinal-entity :value 1 ) :part-of ( <pointer:3> edition :wiki <lit> Star Wars: From the Adventures of Luke Skywalker </lit> :name ( <pointer:4> name :op1 <lit> Star </lit> :op2 <lit> Wars </lit> :op3 <lit> Trilogy </lit> ) :ARG1-of ( <pointer:5> special-02 ) ) ) :location ( <pointer:6> theater :location ( <pointer:7> everywhere ) ) )  </g> [EOS]","After 8 o'clock, Woodward was told that passengers in the coach section were led to believe that there was a medical emergency in first class.", Sweeney told Woodward that passengers in coach were under the impression there was a routine medical emergency
"<t> When all the individual pieces of the garment have been modified and entered into the computer system, the final garment pattern is ready to be cut and sewn into a sample garment. </t> <g> ( <pointer:0> colonize-01 :ARG0 ( <pointer:1> person :mod ( <pointer:2> country :wiki <lit> Greece </lit> :name ( <pointer:3> name :op1 <lit> Greece </lit> ) ) ) :ARG1 ( <pointer:4> and :op1 ( <pointer:5> island :wiki <lit> Sicily </lit> :name ( <pointer:6> name :op1 <lit> Sicily </lit> ) ) :op2 ( <pointer:7> region :location ( <pointer:8> south ) :mod ( <pointer:9> other ) ) ) :time ( <pointer:10> date-entity :century 8 :era <lit> BC </lit> ) )  </g> [EOS]",You can't start cutting and sewing a garment before the individual pieces are entered into the computer system., The final garment pattern is ready to be cut and sewn into a sample. 
"<t> Genes and peers do not supplant adult agents, including parents, grandparents, aunts, uncles, family friends, and teachers. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> um-hum :mode expressive ) :snt2 ( <pointer:2> yeah :mode expressive ) :snt3 ( <pointer:3> possible-01 :ARG1 ( <pointer:4> see-01 :ARG0 ( <pointer:5> you ) :ARG1 ( <pointer:6> it ) :ARG1-of ( <pointer:7> know-01 :ARG0 <pointer:5> ) :ARG1-of ( <pointer:8> cause-01 :ARG0 ( <pointer:9> and :op1 ( <pointer:10> seem-01 :ARG1 ( <pointer:11> we ) :ARG2 ( <pointer:12> loan-01 :ARG0 <pointer:11> :ARG1 ( <pointer:13> money ) :manner ( <pointer:14> attach-01 :ARG1 ( <pointer:15> string ) :ARG2 <pointer:13> ) ) ) :op2 ( <pointer:16> and :op1 ( <pointer:17> change-01 :ARG1 ( <pointer:18> government-organization :ARG0-of ( <pointer:19> govern-01 ) ) ) :op2 ( <pointer:20> country :ARG2-of ( <pointer:21> loan-01 :ARG0 <pointer:11> :ARG1 <pointer:13> ) ) :condition-of ( <pointer:22> possible-01 :ARG1 ( <pointer:23> have-03 :ARG0 <pointer:18> :ARG1 ( <pointer:24> attitude :ARG1-of ( <pointer:25> differ-02 ) :topic ( <pointer:26> pay-01 :ARG0 <pointer:18> :ARG3 <pointer:13> :mod ( <pointer:27> back ) ) ) ) ) ) ) ) ) :mod ( <pointer:28> well :mode expressive ) ) :snt4 ( <pointer:29> and :op1 ( <pointer:30> lot :domain ( <pointer:31> we :ARG0-of ( <pointer:32> loan-01 :polarity - :ARG1 ( <pointer:33> money ) :ARG2 ( <pointer:34> country ) :ARG1-of ( <pointer:35> know-01 :ARG0 ( <pointer:36> you ) ) ) ) ) :op2 ( <pointer:37> it ) ) )  </g> [EOS]","Grandparents, aunts, teachers and uncles are adult agents.", Adults are not supplanted by peers. SSI don't replace adult
"<t> And I said to him, I'm not going to be able to go. </t> <g> ( <pointer:0> cite-01 :ARG0 ( <pointer:1> and :op1 ( <pointer:2> person :wiki - :name ( <pointer:3> name :op1 <lit> Kutchins </lit> ) ) :op2 ( <pointer:4> person :wiki - :name ( <pointer:5> name :op1 <lit> Kirk </lit> ) ) ) :ARG1 ( <pointer:6> example :ARG0-of ( <pointer:7> amuse-01 :mod ( <pointer:8> particular ) ) :example ( <pointer:9> sit-down-02 :ARG1 ( <pointer:10> person :wiki <lit> Robert Spitzer </lit> :name ( <pointer:11> name :op1 <lit> Robert </lit> :op2 <lit> Spitzer </lit> ) :ARG0-of ( <pointer:12> charge-05 :ARG1 ( <pointer:13> publication :wiki <lit> Diagnostic and Statistical Manual of the United States </lit> :name ( <pointer:14> name :op1 <lit> DSM-III </lit> ) ) ) :mod ( <pointer:15> man ) ) :ARG2 ( <pointer:16> committee :ARG2-of ( <pointer:17> include-01 :ARG1 ( <pointer:18> person :ARG0-of ( <pointer:19> have-rel-role-91 :ARG1 <pointer:10> :ARG2 ( <pointer:20> wife ) ) ) ) ) :time ( <pointer:21> process-02 :ARG0 <pointer:10> :ARG1 ( <pointer:22> compose-02 :ARG0 <pointer:10> :ARG1 ( <pointer:23> criteria :ARG1-of ( <pointer:24> set-02 :ARG2 ( <pointer:25> medical-condition :wiki <lit> Personality disorder </lit> :name ( <pointer:26> name :op1 <lit> Masochistic </lit> :op2 <lit> Personality </lit> :op3 <lit> Disorder </lit> ) :ARG1-of ( <pointer:27> mean-01 :ARG2 ( <pointer:28> disease :ARG1-of ( <pointer:29> suggest-01 :purpose <pointer:25> :ARG1-of ( <pointer:30> contrast-01 :ARG2 ( <pointer:31> make-18 :polarity - :ARG0 <pointer:25> :ARG1 ( <pointer:32> publication-91 :ARG4 <pointer:13> :ARG1-of ( <pointer:33> revise-01 ) ) :time ( <pointer:34> ever ) ) ) ) ) ) ) ) ) ) ) ) ) "",</g> [EOS]",I told the guy I was not going to be able to go.," I told him that he would not be able to go. , and"
<t> It's a nice place to grow up. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> establish-01 :ARG1 ( <pointer:2> park ) :time ( <pointer:3> date-entity :year 1935 ) ) :op2 ( <pointer:4> name-01 :ARG1 <pointer:2> :ARG2 ( <pointer:5> person :wiki <lit>bett Corbett </lit> :name ( <pointer:6> name :op1 <lit> Corbett </lit> ) ) :time ( <pointer:7> after :op1 ( <pointer:8> become-01 :ARG1 ( <pointer:9> country :wiki <lit> India </lit> :name ( <pointer:10> name :op1 <lit> India </lit> ) ) :ARG2 ( <pointer:11> depend-01 :polarity - :ARG0 <pointer:9> ) ) ) ) )  </g> [EOS],It is a lovely place to have a childhood., It's a nice place to grow up. ...and it was established
<t> The Czech playwright Karel Kapek was the creator of robot a `machine which replaces a man' in R.U.R. </t> <g> ( <pointer:0> restore-02 :ARG1 ( <pointer:1> and :op1 ( <pointer:2> building :mod ( <pointer:3> style :wiki <lit> Gothic architecture </lit> :name ( <pointer:4> name :op1 <lit> Gothic </lit> ) ) ) :op2 ( <pointer:5> building :mod ( <pointer:6> style :wiki <lit> Renaissance </lit> :name ( <pointer:7> name :op1 <lit> Renaissance </lit> ) ) ) :quant ( <pointer:8> many ) ) :manner ( <pointer:9> loving ) )  </g> [EOS],Karel Kapek created Robot: A Machine Which Replaces a Man. , Karel kapek was the creator of robot a 'machine which replaces' in
<t> Can you retell the story? </t> <g> ( <pointer:0> take-over-12 :ARG0 ( <pointer:1> person :mod ( <pointer:2> country :wiki <lit> Austria </lit> :name ( <pointer:3> name :op1 <lit> Austria </lit> ) ) ) :ARG1 ( <pointer:4> north :part-of ( <pointer:5> country :wiki <lit> Italy </lit> :name ( <pointer:6> name :op1 <lit> Italy </lit> ) ) ) :ARG2 ( <pointer:7> person :mod <pointer:5> ) :time ( <pointer:8> end-01 :ARG1 ( <pointer:9> war-01 :ARG2 ( <pointer:10> and :op1 ( <pointer:11> heir :mod ( <pointer:12> country :wiki <lit> Spain </lit> :name ( <pointer:13> name :op1 <lit> Spain </lit> ) ) ) :op2 ( <pointer:14> heir :mod <pointer:2> ) :op3 ( <pointer:15> heir :mod ( <pointer:16> country :wiki <lit> Poland </lit> :name ( <pointer:17> name :op1 <lit> Poland </lit> ) ) ) ) ) ) )  </g> [EOS],Can you tell the story again?, Can you tell the story again? .asmaids-numbers
<t> Air Force One departed at about 9:54 without any fixed destination. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> know-01 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> easy-05 :ARG1 ( <pointer:4> say-01 :ARG1 ( <pointer:5> put-01 :mode imperative :ARG0 ( <pointer:6> we ) :ARG1 ( <pointer:7> folk :mod ( <pointer:8> old ) :mod ( <pointer:9> this ) ) :ARG2 ( <pointer:10> home ) ) :mod ( <pointer:11> yeah :mode expressive ) ) ) ) :snt2 ( <pointer:12> contrast-01 :ARG1 ( <pointer:13> know-01 :ARG0 ( <pointer:14> you ) :ARG1 ( <pointer:15> want-01 :polarity - :ARG0 ( <pointer:16> i ) :ARG1 ( <pointer:17> have-03 :ARG0 <pointer:16> :ARG1 ( <pointer:18> home :mod ( <pointer:19> little ) :poss <pointer:16> ) ) ) ) :ARG2 ( <pointer:20> and :op1 ( <pointer:21> threaten-01 :ARG0 <pointer:16> :ARG2 ( <pointer:22> person :ARG0-of ( <pointer:23> have-rel-role-91 :ARG1 <pointer:16> :ARG2 ( <pointer:24> daughter ) ) ) :time ( <pointer:25> always ) ) :op2 ( <pointer:26> say-01 :ARG0 <pointer:16> :ARG1 ( <pointer:27> well ) ) :time ( <pointer:28> think-01 :ARG0 <pointer:16> :ARG1 ( <pointer:29> want-01 :polarity - :ARG0 <pointer:16> :ARG1 ( <pointer:30> do-02 :ARG0 <pointer:16> :ARG1 ( <pointer:31> that ) ) ) ) ) ) )  </g> [EOS],"Air Force One left, unsure where they would go.", Air Force One left at 9:54. Sheryl Sandberg is
"<t>  Communicate with high warmth, using a positive emotional tone and providing explanations and justifications for your expectations. </t> <g> ( <pointer:0> be-located-at-91 :ARG1 ( <pointer:1> resort :mod ( <pointer:2> ski-01 ) :ARG1-of ( <pointer:3> have-degree-91 :ARG2 ( <pointer:4> large ) :ARG3 ( <pointer:5> more ) ) ) :ARG2 ( <pointer:6> away :duration ( <pointer:7> temporal-quantity :quant 90 :unit ( <pointer:8> minute ) ) ) )  </g> [EOS]","Communicate in a warm manner, showing lots of positive emotions, and explaining your expectations well."," Provide explanations and justifications for your expectations. , using a positive emotional"
<t> Now you watch a lot of television don't you? </t> <g> ( <pointer:0> know-01 :ARG0 ( <pointer:1> we ) :ARG1 ( <pointer:2> nothing ) :mod ( <pointer:3> essential ) :topic ( <pointer:4> life :location ( <pointer:5> beyond :op1 ( <pointer:6> planet :wiki <lit> Earth </lit> :name ( <pointer:7> name :op1 <lit> Earth </lit> ) ) ) ) )  </g> [EOS],I bet you watch a lot of television now., Do you watch a lot of television? .shtml )amazing
<t> Do you still want to be a nurse or--? </t> <g> ( <pointer:0> find-01 :ARG0 ( <pointer:1> they ) :ARG1 ( <pointer:2> object :ARG1-of ( <pointer:3> love-01 :ARG0 <pointer:1> ) :ARG1-of ( <pointer:4> new-01 ) ) )  </g> [EOS],Do you want to be a nurse still?, Do you want to be a nurse? ...what do they say about
<t> It is useful to outline the ordering and manufacturing processes on a weekly basis to see how this manufacturer's inventory policies might differ for the two different sizes. </t> <g> ( <pointer:0> lead-01 :ARG0 ( <pointer:1> arch :mod ( <pointer:2> person :wiki <lit> Crusades </lit> :name ( <pointer:3> name :op1 <lit> Crusader </lit> ) ) :ARG1-of ( <pointer:4> fine-03 ) ) :ARG4 ( <pointer:5> stairway :ARG1-of ( <pointer:6> broad-02 ) :ARG1-of ( <pointer:7> light-04 :mod ( <pointer:8> dim ) ) :direction ( <pointer:9> down ) :destination ( <pointer:10> worship-place :wiki - :name ( <pointer:11> name :op1 <lit> Church </lit> :op2 <lit> of </lit> :op3 <lit> the </lit> :op4 <lit> Assumption </lit> ) :mod ( <pointer:12> religious-group :wiki <lit> Oriental Orthodoxy </lit> :name ( <pointer:13> name :op1 <lit> Orthodox </lit> ) :mod ( <pointer:14> country :wiki <lit> Greece </lit> :name ( <pointer:15> name :op1 <lit> Greece </lit> ) ) ) :location ( <pointer:16> underground ) :ARG1-of ( <pointer:17> dark-02 ) ) ) )  </g> [EOS],The manufacturer may sometimes have differing inventory policies for different sizes., It is useful to outline the ordering and manufacturing processes on a weekly basis. 
"<t> Lockean ideas provided the footing for American behaviorism, launched by John Watson in the early 1900s and built by B. F. Skinner into a powerful mid-century theoretical force heralding the supremacy of environment in its belief that behavior is shaped by external stimuli. </t> <g> ( <pointer:0> enhance-01 :ARG0 ( <pointer:1> and :op1 ( <pointer:2> saturate-01 ) :op2 ( <pointer:3> sequence-01 :ARG1 ( <pointer:4> walk-01 ) :ARG2 ( <pointer:5> piece :quant 125 ) ) :domain ( <pointer:6> this ) ) :ARG1 ( <pointer:7> volume :mod ( <pointer:8> mail ) :mod ( <pointer:9> route-01 :ARG0 ( <pointer:10> company :wiki - :name ( <pointer:11> name :op1 <lit> Carrier </lit> ) ) ) ) :time ( <pointer:12> date-entity :year 1996 ) )  </g> [EOS]",The ideas of Lockean have created the backbone for American behaviorism. , Lockean ideas helped create American behaviorism.  When John Watson started it
"<t> What is  counterproductive  is the notion that speakers of a language have to recognize semantic  they don't  recognize  it, they create it. </t> <g> ( <pointer:0> want-01 :ARG0 ( <pointer:1> we ) :ARG1 ( <pointer:2> or :op1 ( <pointer:3> attend-02 :ARG1 <pointer:1> :quant ( <pointer:4> more :mod ( <pointer:5> any ) ) ) :op2 ( <pointer:6> person :ARG0-of ( <pointer:7> hunt-01 :ARG1 ( <pointer:8> treasure ) ) :quant <pointer:4> ) ) :mod ( <pointer:9> last ) )  </g> [EOS]",Speakers of a language create semantic.," Speakers of a language create semantic. , notion that speakers have"
"<t> Unfortunately, children are riveted by a character's aggression and miss the caring message. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> obligate-01 :ARG2 ( <pointer:2> reexamine-01 :ARG1 ( <pointer:3> provision :mod ( <pointer:4> this ) ) :mod ( <pointer:5> as-well ) ) ) )  </g> [EOS]",Kids are riveted by a character's aggression.," Children miss the caring message. , when a character's aggression is rive"
<t> The book just tied right into it. </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> induce-01 :ARG0 ( <pointer:2> system :consist-of ( <pointer:3> and :op1 ( <pointer:4> tax-01 ) :op2 ( <pointer:5> subsidize-01 ) ) :ARG1-of ( <pointer:6> clever-01 :ARG2-of ( <pointer:7> suffice-01 ) ) ) :ARG1 ( <pointer:8> person ) :ARG2 ( <pointer:9> report-01 :ARG0 <pointer:8> :ARG1 ( <pointer:10> distress-01 :ARG1 <pointer:8> :mod ( <pointer:11> emotion ) ) :manner ( <pointer:12> accurate ) ) ) )  </g> [EOS],It was matched well by the book.," The book was very interesting. , when you read it the story became"
<t> I love it! </t> <g> ( <pointer:0> estimate-01 :ARG0 ( <pointer:1> government-organization :wiki <lit> United States Department of Defense </lit> :name ( <pointer:2> name :op1 <lit> Department </lit> ) ) :ARG1 ( <pointer:3> save-01 :ARG1 ( <pointer:4> monetary-quantity :quant 550000000 :unit ( <pointer:5> dollar ) ) :mod ( <pointer:6> net ) :frequency ( <pointer:7> rate-entity-91 :ARG2 ( <pointer:8> temporal-quantity :quant 1 :unit ( <pointer:9> year ) ) ) ) :ARG2-of ( <pointer:10> result-01 :ARG1 ( <pointer:11> procedure :mod ( <pointer:12> this ) ) ) )  </g> [EOS],I absolutely adore it! ," I love it! , estimate the savings. ) for $55 million"
"<t> In addition, we will have soft drinks and a raffle, so that you can walk home with a great prize! </t> <g> ( <pointer:0> resemble-01 :ARG1 ( <pointer:1> body :poss ( <pointer:2> i ) ) :ARG2 ( <pointer:3> and :op1 ( <pointer:4> rabbit :ARG1-of ( <pointer:5> cripple-01 ) :ARG1-of ( <pointer:6> pet-01 :ARG0 <pointer:2> :ARG1-of ( <pointer:7> want-01 :polarity - :ARG0 <pointer:2> ) ) ) :op2 ( <pointer:8> forget-01 :ARG0 <pointer:2> :ARG1 ( <pointer:9> feed-01 :ARG0 <pointer:2> :mod ( <pointer:10> on-time ) ) ) :op3 ( <pointer:11> have-03 :polarity - :ARG0 <pointer:2> :ARG1 ( <pointer:12> time :purpose ( <pointer:13> and :op1 ( <pointer:14> play-01 :ARG0 <pointer:2> :ARG3 <pointer:4> ) :op2 ( <pointer:15> get-03 :ARG1 <pointer:2> :ARG2 ( <pointer:16> know-02 :ARG0 <pointer:2> :ARG1 <pointer:4> ) ) ) ) ) :op4 ( <pointer:17> rabbit :ARG1-of ( <pointer:18> use-01 :ARG1-of ( <pointer:19> possible-01 :polarity - ) ) :ARG1-of ( <pointer:20> keep-01 :location ( <pointer:21> cage ) ) :ARG1-of ( <pointer:22> turn-02 :ARG2 ( <pointer:23> loose ) :ARG1-of ( <pointer:24> cruel-02 :ARG1-of ( <pointer:25> possible-01 ) ) ) ) ) )  </g> [EOS]",We are holding a raffle with great prizes and we are also serving soft drinks.," There will be a raffle and soft drinks. , we'll have"
"<t> In some respects, it may not be long before certain aspects of dialect geography will be largely historical. </t> <g> ( <pointer:0> enhance-01 :ARG0 ( <pointer:1> and :op1 ( <pointer:2> saturate-01 ) :op2 ( <pointer:3> sequence-01 :ARG1 ( <pointer:4> walk-01 ) :ARG2 ( <pointer:5> piece :quant 125 ) ) :domain ( <pointer:6> this ) ) :ARG1 ( <pointer:7> volume :mod ( <pointer:8> mail ) :mod ( <pointer:9> route-01 :ARG0 ( <pointer:10> company :wiki - :name ( <pointer:11> name :op1 <lit> Carrier </lit> ) ) ) ) :time ( <pointer:12> date-entity :year 1996 ) )  </g> [EOS]",It may not be too long before parts of dialect geography are historical. , Some aspects of dialect geography will be largely historical.  It may not take long
"<t> The President's motorcade departed at 9:35, and arrived at the airport between 9:42 and 9:45. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> and :op1 ( <pointer:2> increase-01 :ARG1 ( <pointer:3> demand-01 :ARG0 ( <pointer:4> world ) ) :ARG1-of ( <pointer:5> cause-01 :ARG0 ( <pointer:6> grow-01 :ARG1 ( <pointer:7> and :op1 ( <pointer:8> industry :mod ( <pointer:9> car :mod ( <pointer:10> motor ) ) ) :op2 ( <pointer:11> industry :mod ( <pointer:12> electricity ) ) ) ) ) ) :op2 ( <pointer:13> skyrocket-01 :ARG1 <pointer:3> :time ( <pointer:14> war :wiki <lit> World War I </lit> :name ( <pointer:15> name :op1 <lit> World </lit> :op2 <lit> War </lit> :op3 <lit> I </lit> ) ) ) ) :snt2 ( <pointer:16> produce-01 :ARG0 ( <pointer:17> country :wiki <lit> Malaysia </lit> :name ( <pointer:18> name :op1 <lit> Malaya </lit> ) ) :ARG1 ( <pointer:19> rubber :ARG1-of ( <pointer:20> include-91 :ARG2 ( <pointer:21> rubber :poss ( <pointer:22> world ) ) :ARG3 ( <pointer:23> percentage-entity :value 53 ) ) :ARG0-of ( <pointer:24> overtake-01 :ARG1 ( <pointer:25> tin :ARG0-of ( <pointer:26> source-02 :ARG1 ( <pointer:27> income ) :ARG2 <pointer:17> :mod ( <pointer:28> main ) ) ) ) ) :time ( <pointer:29> by :op1 ( <pointer:30> date-entity :year 1920 ) ) ) )  </g> [EOS]",The President was transported by a Motorcade at around 9:40, The President's motorcade arrived at the airport between 9:42 and9.45
"<t> In those countries where dialect study is undertaken, dialectologists observe that there are today many factors militating against the strict maintenance of older dialect  the standardization of terminology as adopted by national periodicals, news services, radio, and television; the establishment of  prestige  dialects and, through the media, their promulgation; and the huge population shifts that have taken place, particularly in the U.S. since WWII. </t> <g> ( <pointer:0> intend-01 :ARG0 ( <pointer:1> committee ) :ARG1 ( <pointer:2> consult-01 :ARG0 ( <pointer:3> organization :wiki - :name ( <pointer:4> name :op1 <lit> LSC </lit> ) ) :ARG1 ( <pointer:5> stakeholder :ARG1-of ( <pointer:6> appropriate-02 ) ) :ARG2 ( <pointer:7> develop-02 :ARG0 <pointer:3> :ARG1 ( <pointer:8> thing :ARG1-of ( <pointer:9> propose-01 ) :mod ( <pointer:10> this ) ) ) ) )  </g> [EOS]",The media and population shifts has contributed to variations on the older dialects., There are many factors that prevent the maintenance of older dialects. ...
"<t> Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies. </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> and :op1 ( <pointer:2> reach-03 :ARG0 ( <pointer:3> he ) :ARG2 ( <pointer:4> head :part-of ( <pointer:5> i ) ) ) :op2 ( <pointer:6> put-01 :ARG0 <pointer:3> :ARG1 ( <pointer:7> hand :part-of <pointer:3> ) :ARG2 ( <pointer:8> over :op1 <pointer:4> ) ) :op3 ( <pointer:9> pull-01 :ARG0 <pointer:3> :ARG1 <pointer:5> :ARG2 ( <pointer:10> chest :part-of <pointer:3> :ARG1-of ( <pointer:11> smell-02 :ARG2 ( <pointer:12> and :op1 ( <pointer:13> smoke :source ( <pointer:14> dung ) ) :op2 ( <pointer:15> cinnamon ) :op3 ( <pointer:16> grease :source ( <pointer:17> mutton ) ) ) ) ) :manner ( <pointer:18> gentle ) ) :time ( <pointer:19> and :op1 ( <pointer:20> be-done-08 :ARG1 ( <pointer:21> tea ) ) :op2 ( <pointer:22> stand-01 :ARG1 ( <pointer:23> everyone ) ) ) ) :snt2 ( <pointer:24> pray-01 :ARG0 ( <pointer:25> he ) :ARG1 ( <pointer:26> thing :ARG1-of ( <pointer:27> translate-01 :ARG0 ( <pointer:28> no-one ) :ARG2-of ( <pointer:29> obligate-01 :ARG1 <pointer:28> ) ) :example ( <pointer:30> interrupt-01 :ARG0 ( <pointer:31> person :ARG0-of ( <pointer:32> have-rel-role-91 :ARG1 <pointer:25> :ARG2 ( <pointer:33> son ) ) ) :ARG1 ( <pointer:34> man :mod ( <pointer:35> old ) ) :purpose ( <pointer:36> tell-01 :ARG0 <pointer:31> :ARG1 ( <pointer:37> and :op1 ( <pointer:38> group :consist-of ( <pointer:39> person :ARG0-of ( <pointer:40> charmer-01 :ARG1 ( <pointer:41> snake ) ) ) :ARG0-of ( <pointer:42> seek-01 :ARG1 ( <pointer:43> bless-01 :ARG1 <pointer:39> ) ) ) :op2 ( <pointer:44> person :ARG0-of ( <pointer:45> steal-01 ) :ARG1-of ( <pointer:46> blind-02 ) ) ) :ARG2 <pointer:34> ) ) ) :time ( <pointer:47> then ) ) :snt3 ( <pointer:48> and :op1 ( <pointer:49> push-01 :ARG0 ( <pointer:50> saint ) :ARG1 ( <pointer:51> i ) :ARG2 ( <pointer:52> away ) ) :op2 ( <pointer:53> look-01 :ARG0 <pointer:50> :ARG1 <pointer:51> :ARG1-of ( <pointer:54> long-03 ) ) :op3 ( <pointer:55> straighten-01 :ARG0 <pointer:50> :ARG1 ( <pointer:56> collar :poss <pointer:51> ) ) :op4 ( <pointer:57> nod-01 :ARG0 <pointer:50> :ARG1 <pointer:51> :ARG2 ( <pointer:58> door ) ) ) :snt4 ( <pointer:59> possible-01 :ARG1 ( <pointer:60> hear-01 :ARG0 ( <pointer:61> i ) :ARG1 ( <pointer:62> breathe-01 :ARG0 ( <pointer:63> he ) :mod ( <pointer:64> wheezy ) :ARG1-of ( <pointer:65> resemble-01 :ARG2 ( <pointer:66> word-01 :ARG0 ( <pointer:67> prophet ) :ARG1-of ( <pointer:68> whisper-01 :ARG0 ( <pointer:69> faithful ) ) :ord ( <pointer:70> ordinal-entity :value <lit> -1 </lit> ) :ARG1-of ( <pointer:71> repeat-01 :ARG0 <pointer:69> ) ) ) ) :time ( <pointer:72> now ) ) ) ) "",</g> [EOS]",School social-workers and counseling agencies are some of the campers referrals. ," There are new organizations that give camper referrals. , when you hear"
"<t> How about um, your motorcycle? </t> <g> ( <pointer:0> sail-01 :ARG0 ( <pointer:1> person :wiki <lit> Bertrand de Montluc </lit> :name ( <pointer:2> name :op1 <lit> Bertrand </lit> :op2 <lit> de </lit> :op3 <lit> Montluc </lit> ) :mod ( <pointer:3> country :wiki <lit> France </lit> :name ( <pointer:4> name :op1 <lit> France </lit> ) ) :ARG0-of ( <pointer:5> pirate-01 ) :accompanier ( <pointer:6> and :op1 ( <pointer:7> armada :consist-of ( <pointer:8> galleon :quant 11 ) :poss <pointer:1> ) :op2 ( <pointer:9> man :quant 1300 ) ) ) :destination ( <pointer:10> harbor :wiki <lit> Funchal </lit> :name ( <pointer:11> name :op1 <lit> Funchal </lit> ) ) :time ( <pointer:12> realize-01 :ARG0 <pointer:1> :ARG1 ( <pointer:13> and :op1 ( <pointer:14> wealth :ARG1-of ( <pointer:15> burgeon-01 ) :poss ( <pointer:16> island ) ) :op2 ( <pointer:17> repository :poss ( <pointer:18> thing :ARG1-of ( <pointer:19> supply-01 ) ) :domain <pointer:16> ) ) :degree ( <pointer:20> well ) ) )  </g> [EOS]",What about the motorcycle you have? ," What about your motorcycle? , Your bike! With a galleon"
