But fortunately they didn't. [EOS],"Fortunately, they did not do that.","They did not. phobicComments from the speaker: ""Thank God they"
My dad still doesn't believe me. [EOS],My father still doesn't think I'm telling the truth.,My dad doesn't believe me. PHILIPPEIANS' father
Gifts of $100.00 are more are recognized through various ways by the school. [EOS],Donations of $100 dollars are appreciated more by the school.,The school recognizes gifts of $100.00 or more through various ways PH
Please use the enclosed reply card and the postage-paid envelope to make your contribution. [EOS],Please use the enclosed reply card and the return envelope to donate.,The reply card and envelope are enclosed. PHOTO OF THE PAYMENT IN
You can help us help overburdened new parents. [EOS],We can help overburden parents with your help.,You can help new parents. PHOTO: New Parents are overburd
"Through conversing with others, we try to make puzzling events and behaviors understandable. [EOS]","Through talking with others, we try to understand puzzling events.",We try to make puzzling events and behaviors understandable through conversing with others. 
He made a face too. [EOS],He made a face.,He made a face. factoryAdvertisementscommentsand he also did that too
What kind of stories does she tell you? [EOS],What different types of tales does she give to you?,What kind of stories does she tell you? factory.comCommentscomments
"Nobody who knew him would have expected him to do anything else, whether he had been sent away in disgrace or not'but, as it was thought he had left the country, his return did have a dramatic quality. [EOS]",Nobody he knew expected him to stop.,He was sent away in disgrace. PHILOSOPHY is a dramatic
"That's why it's such like a big thing, because my uncle, he went, he went into the military and then came out. [EOS]",My uncle served in the military.,My uncle was in the military and then came out. PHILOSOP
"Having spreading, computer-cutting, fusing, and inspection in the same areas also allows teams of cross-trained workers to prepare the order for sewing, finishing, final inspection, and packaging. [EOS]",Keeping many operations in the same area will help other operations be prepared.,"Having spreading, computer-cutting and fusing in the same areas allows teams of cross"
"Inevitably, some of the entries are more imaginative than others; Dickson will have his hands full if everyone responds giving private words. [EOS]",Some entries have a lot more imagination than others.,Some of the entries are more imaginative than others. factoryAdvertisementscomments about
"Once these manufacturing and information practices have been adopted, it should come as no surprise that they affect the performance of business units. [EOS]","If the practices are adopted, it should come as no surprise that they affect the performance of the business units.","Once these practices have been adopted, they will affect business units. PHASE"
"Using traditional sewing operations, it typically takes eight weeks to produce a coat, from the time an order is issued for cutting to the moment the finished goods are hanging in a manufacturer's distribution center. [EOS]","From start to finish, making a coat via traditional methods takes roughly eight weeks.",It takes eight weeks to make a coat using traditional sewing operations. PHOTO
"Excessive stimulation also causes them to withdraw as they try to shield themselves from a stimulus deluge, thereby creating conditions that, paradoxically, are much like stimulus deprivation! [EOS]",Stimulus deprivation can be caused by too much stimulation.,Excessive stimulation causes them to withdraw. PHOTO: The conditions that are
"When Sydney experiments with the color-matching strategy and succeeds in placing the brown piece, she internalizes the technique. [EOS]",Sydney internalizes the technique only when successfully placing the brown piece.,Sydney internalizes the technique after she succeeds in placing a brown piece. 
But the situation soon  [EOS],The situation soon. ,The situation will be resolved soon. phobicCommentscommentsand thoughts about the
We need your participation in our activities and your financial support to help make our goals happen. [EOS],We need your money and cooperation to help achieve our goals.,We need your support to make our goals happen. PHOTO: We require
"I love to read just plain history, um, it must have rubbed off in some aspect because that's the kind of thing I still read. [EOS]",I love to read pure history.,I love to read history. PHILIPPE MALoney writes about
When I first came to Goodwill I was a single parent with little or no self-esteem. [EOS],I was a single parent with not much self-esteem when I first arrived at the Goodwill.,I was a single parent with little self-esteem when I first came to Goodwill
The creation of a national highway system in the 1950s further fostered the development of mass retailing by opening vast new spaces in suburban malls. [EOS],The completion of national roads in the 50s helped the advancement of mass retailing.,The national highway system was created in the 1950s. PHOTO: The
Statistics for the current academic year are the same. [EOS],This academic year's statistics are identical.,The current academic year's statistics are the same. factoryAdvertisementscommentsand
We are returning to the airport. [EOS],We will be going back to where the flight departed from.,We are returning to the airport. phobicCommentscommentsand behaviors of us
Understanding is the key. [EOS],Understanding is the most important aspect,Understanding is the key. phobicCommentscommentsand behaviors of a person are
"Most recently, we received results of an employment survey of 1990- 91 graduates, conducted by IUPUI's Career and Employment Services--it was pleasing to learn that we had nearly twice as many graduates as any other department in the School of Liberal Arts. [EOS]",We have recently received employment survey results. ,We received results of an employment survey. PHOTO: IUPUI's
"Therefore, this age group continues to need more adult supervision and positive programs during after school hours. [EOS]",It's an age group that needs more adult supervision and positive programs during school hours.,This age group needs more adult supervision and positive programs after school hours. PH
"Uh, so yeah, I took up a lot of her life and she read a lot of children's stories to me as a result of that, but I don't believe she read a lot for her own amusement. [EOS]",I took up a lot of her time and she read a lot of children's stories.,I took up a lot of her life and she read to me. PH
Do you know what a teja is? [EOS],What is a teja?,Do you know what a teja is? factory.com/products
"In studies following children from infancy into childhood and adolescence, early brief episodes of parental stimulation and sensitivity did not result in more competent children. [EOS]",Parental stimulation and sensitivity towards a young child don't really affect a child's competency.,Early brief episodes of parental stimulation and sensitivity did not result in more competent children. 
"We hope the enclosed bookmark, just the right size for a paperback, will remind you of Joe and the hundreds of other adults working to improve their lives, their families and their community through stronger basic skills. [EOS]",We hope the enclosed bookmark will remind you of Joe and other adult learners gaining basic skills.,The enclosed bookmark is just the right size for a paperback. PHOTO OF
The entire thing! [EOS],The whole thing,The whole thing. phobicCommentscommentsand thoughts about the entire situation!
"Would you say that um, your mom or you dad or whoever is telling the story, tells that part of the story, the, the last part when you came to the door and she saw the glow of light, would you say that they tell that part of the story more than any other part or do they tell the whole thing from beginning to end? [EOS]","Do your mom or dad, when they tell the story, tell it all fully from start to finish and give pretty equal emphasis to all parts of it, or do they focus much more on the bit near the end where you approach the door and she sees the glowing light? ",Do you think your parents tell the story more than any other part? PH
"Hence, the term isogloss , from iso - `same' + gloss `word,' to describe the line on a map where the terms are of equal distribution. [EOS]",The word isogloss refers to the line on a Mao where terms are equally distributed. ,Isogloss is a term that means the same on maps. PHOTO
Coming to Goodwill was the first step toward my becoming totally independent. [EOS],becoming totally independent is a process that starts with coming to Goodwill.,I became independent after coming to Goodwill. PHILOSOPHYAdvertisements
"It's a relatively painless experience and not very cumbersome to deal with, not bad. [EOS]",It was pretty good and really simple to deal with.,It's not very difficult to deal with. PHOTO: I'm glad
"That's a little bit of pressure, though. [EOS]",That is a small amount of pressure.,That is a little bit of pressure. phobicCommentscommentsand thoughts from
A list of the schools served during the 1996-97 school year is enclosed. [EOS],Here is a list of the schools we served.,The list of schools served during the 1996-97 school year is enclosed. 
"I am happy, by the way, that Abate did not say that studying Latin helps you to think clearly'an erroneous notion still often heard. [EOS]",I am happy with what Abate had not mentioned about the studying of Latin.,I am happy that Abate didn't say studying Latin helps you to think clearly.
 Kid  Ory played great jazz trombone. [EOS],Kid played jazz music.,Kid Ory played a great jazz trombone. factoryAdvertisementscomments
"Spreading the cloth many plies thick without stressing the cloth is, again, one of the quality steps of getting ready to sew. [EOS]",One important step in sewing is spreading the cloth many piles thick and not stressing it.,Spreading the cloth many plies thick without stressing it is one of quality steps.
"Increased rates of product introduction, product proliferation, and shortened product cycles mean that companies have to respond much faster to rapidly changing markets. [EOS]","Increased production rates, proliferation, and shortened product cycles mean companies need to respond quickly to rapidly changing markets.",Companies have to respond faster than they used too. phobicComments on the
"Even Shelley may stake a claim, if only in the pajama division of this sector, thanks to his description in Epipsychidion of how [EOS]",Shelly is now able to stake a claim in the pajama division of the sector.,Shelley may stake a claim in the pajama division of this sector.
We are also planning new initiatives. [EOS],We are going to have new initiatives,We are also planning new initiatives. phobicCommentscommentsand actions taken by
What are the most important human needs here in central Indiana? [EOS],What needs are the highest priority for people in central Indiana? ,What are the most important human needs in central Indiana? CommentscommentsSignificant
"Then, too, there have been the campaigners who have gone to what some regard as opposite  if the head of a committee is known to be a man or a woman, then chairman or chairwoman must surely be the proper denotation; if the sex of the person is not known, then chairperson , though awkward-sounding, is the preferred form. [EOS]",The gender of the person in question will determine the proper denotation.,Some campaigners have gone to what some regard as opposite if the head of a committee is
"But then, ha, ha that changed quickly. [EOS]",That has changed quickly.,"That changed quickly. factory conditions change rapidly, but then... ha!"
I guess I had a friend staying overnight. [EOS],I suppose my friend stayed until morning. ,I guess I had a friend staying overnight. fluxxAdvertisementscommentsand
Counts to four. [EOS],Says the first four numbers.,Counts to four. factoryAdvertisementscommentsand comments about the situation in
"It was led by Ali Mohamed, a former Egyptian army officer who had moved to the United States in the mid-1980s, enlisted in the U.S. [EOS]","Ali Mohamed, an Egyptian immigrant to the United States, led it.",Ali Mohamed was a former Egyptian army officer who moved to the United States in 1980.
Where in Charlotte? [EOS],What location in Charlotte?,Where in Charlotte? pioterrorism.comComments are being made on
"OK, I said, So, how do we do it? [EOS]",What need to be done?,I asked how we could do it. fluxxAdvertisementscommentsand then
From the airplane or from the ground? [EOS],"The question was asked, ""from the airplane or from the ground?""",From the air or from below? factory.comCommentscommentsandrew
Goodwill helps people get off of public assistance. [EOS],Goodwill can lead to people being off public assistance.,Goodwill helps people get off of public assistance. PHILADELphia
Bin Ladin now had a vision of himself as head of an international jihad confederation. [EOS],Bin Laden fancied himself as the leader of an international Jihad confederation.,Bin Ladalin had a vision of himself as head. PHILIP
"Although few retailers have embraced the complete set of forecasting and inventory models described in this chapter, lean retailers are moving in that direction. [EOS]",Lean retailers are moving toward a complete set of forecasting and inventory models.,Few retailers have embraced the complete set of forecasting and inventory models described in this chapter.
"For example, in the OLW lexicon, when two people'sometimes but not always a man and a woman'agree that they Lword one another, they often enter into one of the Cwords , which leads perhaps eventually to the M-word , which in turn authorizes them to F-word with the sanction of church and state. [EOS]","Case in point: using the OLW lingo, when a couple (regardless of the gender makeup thereof) Lword each other, it can lead them to a Cword, which may lead to the Mword, allowing them to F-word with divine and governmental permission.",The M-word is one of the words that can be used to describe a person
Does he ever let you drive the car? [EOS],Do you ever get to drive the car?,Does he let you drive the car? factory.comCommentscommentsand
"They are thus a ready audience for calls to Muslims to purify their society, reject unwelcome modernization, and adhere strictly to the Sharia. [EOS]",They were receptive to calls that Muslims should purify their society.  ,They are a ready audience for calls to Muslims. PHOTO: Muslim people
"pediculosis Not as foot disease nor the bad breath of children, but just plain (and literally) lousiness. [EOS]",Having bad breath as a child is not a sign of pediculosis.,Pediculosis is not as foot disease nor the bad breath of children. 
"These social encounters oer children many opportunities to hear people refer to their own mental states and those of others and, therefore, to observe dierent points of view. [EOS]",The social encounters give kids a lot of chances to hear people talk about their mental states.,Children have many opportunities to hear people talk about their mental states. PHOTO
"I'll ask you first Mom, and then Dad. [EOS]","Mom, I'll ask you, then Dad.",I will ask first Mom and then Dad. factoryAdvertisementscommentsand I
"Nine other classes will be participating in this effort, as well. [EOS]",Nine other classes will be involved in this effort.,Nine other classes will be participating in this effort. factoryAdvertisementscommentsand
 ordinary laborers. [EOS],normal workers,The workers were just ordinary. philes' words to describe the work they
"The Operations Center located at FAA headquarters receives notifications of incidents, including accidents and hijackings. [EOS]",The Operations Center will receive notifications of hijackings.,The Operations Center at FAA headquarters receives notifications of incidents. PHOTO OF THE
"This was done because of the organization of work in clothing shops; the low capital costs and high proportion of labor costs, especially in women's wear for contract shops; the intense product competition among manufacturers within and among geographic markets; and the diversity of products and changing styles. [EOS]",This was done because of how workers in clothing shops were organized.,The organization of work in clothing shops was one reason for this. PHOTO
"To be sure, it is the most common meaning, which is why it is listed first. [EOS]",The most common meaning was listed first off.,"It is the most common meaning, which explains why it's listed first. "
"The history, culture, and body of beliefs from which Bin Ladin has shaped and spread his message are largely unknown to many Americans. [EOS]","Many Americans do not know the history, culture and body of beliefs Bin Ladin has appropriated for his message.",Bin Ladan has shaped and spread his message. PHOTO: Bin
"American narratives rarely dwelt on misdeeds and, at times, even recast children's oenses as strengths'as indicative of quick thinking and an active, spirited disposition. [EOS]","American narratives barely ventured into misdeeds, and regarded children's offenses as signs of positive qualities.",American narratives rarely dwelt on misdeeds. PHILADELphis
"Over the past three decades, external forces impinging on the family have transformed parents' and, therefore, children's lives. [EOS]",In the last 30 years the parents have been transformed and in turn so have the children.,External forces have changed the lives of parents and children. PHOTO: Getty
Your National Audubon Society membership also gives you the opportunity to be part of the Audubon Network. [EOS],The Audubon Network is included with membership.,You can be a part of the Audubon Network with your National audubbons
And what in the world is one to make of William Butler Yeats's startling revelation in his poem Lapis Lazuli (from Last Poems ) that [EOS],What are we to make of William Buyer Yeats' Lapis Lazuli?,Yeats wrote a poem called Lapis Lazuli. PHILOSOP
"I can remember Mom and Dad saying Grandmom in the kitchen hollering, Daddy, Daddy, Daddy I wish you wouldn't talk like that in front of the girls. [EOS]",I would prefer if you did not speak in such away in front of the children.,I remember my parents telling Grandmom to stop talking like that in front of the girls
"But grammar enters the picture here, too, and dictionaries are remiss in syntactic description of how the language works in comparison with what its words mean, how they are spelled and pronounced, and where they came from. [EOS]","Dictionaries are negligent in the description of how language functions in comparison to word meanings, spelling, pronunciation and where it is derived from.",Dictionaries do not describe the language in a clear way. PHOTO
Yet these nagging problems do not negate the need for a new approach to inventory management; they merely indicate how complicated supplier relationships have become. [EOS],These problems just show how complicated supplier relationships are.,The problems show how complicated supplier relationships have become. PHOTO: The n
"Sir, they're going to want to know what to do. [EOS]",They're going to want to know how to react.,"Sir, they will want to know what you should do. PHOTO:"
I moved to San Diego. [EOS],"I lived in San Diego, but used to live somewhere else.",I moved to San Diego. phobicCommentscommentsand behaviors of me in
OK Adam is now going to talk about the music industry. [EOS],Adam will discuss the music industry. ,Adam is going to talk about the music industry. factoryAdvertisementscommentsand
"He was paying him five bucks an hour and he would, he could work all day Wednesday and uh, but I believe it was on that job there, that Kavalo, that Dad said, Look boy you can read a tape measure better that this forty year old man can so I'll give you five bucks an hour if you prove you can do it. [EOS]",Kavalo was being paid five dollars and hour.,He was paid five dollars an hour. phobicI believe it's on
I'd be happy to answer any questions you may have about this program--please call me at 317/274-5625. [EOS],I will gladly answer any questions you have concerning the program.,I can answer any questions you have about this program. PHOTO: I
"The controller continued to try to contact United 93, and asked whether the pilot could confirm that he had been hijacked. [EOS]","Attempting to get in touch with United 93 continuously, the controller questioned the pilot about hijacking.",The controller asked the pilot if he could confirm that United 93 had been hijacked. 
"Don Quixote is listed in the Appendix, but I could not find him in the dictionary, nor could I find quixotic, Queen of Sheba, Jeeves, Venus, Einstein (for `genius'), Hitler (for `demagogue, tryant'), Attila the Hun (for `barbarian'), Robinson Crusoe (for `castaway; lonely person')'but man Friday is in' Horatio Alger, Narcissus , etc. [EOS]",Dictionaries can have flaws and be missing terms. ,I couldn't find Don Quixote in the dictionary. PHILos
I guarantee you'll feel good knowing you've helped us touch a heart. [EOS],I promise that you will enjoy feeling good after helping someone.,I'm sure you'll feel good knowing that we touched a heart. PH
"It is great to know that people, like you, who have graduated from our program are willing to support us in such a significant way. [EOS]",We like the knowledge that people who have graduated from our program will give us money. ,It is great to know that people like you who have graduated from our program are willing
"In general, the definitions in W have been clarified, simplified, and made more precise in L .  Also, the citations in W have either been omitted, where unnecessary, or paraphrased, and sources are not given. [EOS]",Citations have been eliminated where appropriate for simplification. ,The definitions in W have been simplified and made more precise. PHOTO of
"Product stock-outs accounted for 24 percent, $6 billion, of the losses, and the cost of inventory carrying itself constituted the remaining 20 percent, $5 billion. [EOS]",24 percent were traced back to product stock-outs.,Product stock-outs accounted for 24 percent of the losses. PHOTO OF
Tough question. [EOS],Not so easy to solve,It was a tough question. PHILIPPEASANT-SOU
"If you have any questions, please call me at 241-2661. [EOS]",You can call me if you have a question,Call me at 241-2661 if you have any questions. PHOTO
"In the United States, NORAD is divided into three sectors. [EOS]",The are three NORAD sectors in the United States.,NORAD is divided into three sectors in the United States. PHOTO:
"Shortly after the first call, Barbara Olson reached her husband again. [EOS]",Barbara Olson was able to speak to her husband.,Barbara Olson called her husband again. flockerAdvertisementscommentsand then
One senior FAA air traffic control manager said that it was simply not the FAA's place to order the airlines what to tell their pilots. [EOS],A senior FFA air traffic control manager said it wasn't the FAAs place to order airlines what to tell pilots. ,A senior FAA air traffic control manager said that it was not the agency's place to
"This is not surprising, given the traditional retailing strategy under which retailers commit to purchases well in advance of the selling season. [EOS]",Retailers typically commit to their purchases before the selling season.,Retailers commit to purchases well in advance of the selling season. PH
" Laura has! declared Sophie, glancing at me. [EOS]","Sophie glanced at me as she declared, ""Laura has!""",Sophie glanced at me. factory>Laura has! declared Sophie
"I would like to look for a job in education, possibly teaching elementary school, um, hopefully up north I would rather do that up north, so-- [EOS]",I enjoy teaching and education and would like to live in the north.,"I would like to work in education. PHILadelphia, I'd rather"
"With this letter, we are asking you to take the opportunity of the Campus Campaign to consider how you can help IUPUI be what you want it to be. [EOS]",The IUPUI is helped out if you take the chance of the Campus Campaign.,We are asking you to consider how the Campus Campaign can help IUPUI be what
Consider a series of studies that examined length of maternity leave in relation to employed mothers' psychological well-being and parenting behaviors. [EOS],Take into account these studies that looked at length of maternity leave relative to mental health and parenting tendencies.,There were studies that examined the length of maternity leave. Phileas F
But the implication that OLWs are new'just because they now appear routinely in comic strips and on television'is misguided. [EOS],The implication of OLWs is misguided despite the fact that they frequently appear in comic strips.,The implication that OLWs are new is misguided. PHILOSOPHY
It's just not me. [EOS],I'm not the only one.,"It is not me. phobicComments from the speaker: ""it's"
"They made up stories sometimes, my mother in particular, she made up stories. [EOS]",My mother was fond of making up stories. ,My mother made up stories. PHILIPPEANICISPSAdvertisements
Each prospective and current program is evaluated on the basis of its support of one or more aspects of women's needs. [EOS],Every program in the YWCA is judged on how well it helps women.,Each prospective and current program is evaluated on the basis of its support for one or more
"After being in and out of Egyptian prisons during the 1980s, Abdel Rahman found refuge in the United States. [EOS]",Abdel Rahman took refuge in North America after living in and out of Egyptian prisons. ,Abdel Rahman was in and out of Egyptian prisons during the 1980s. 
President Reagan quickly withdrew U.S. forces from Lebanon-a reversal later routinely cited by jihadists as evidence of U.S. weakness. [EOS],Reagan moving the US military out of Lebanon in response to attacks there is sometimes cited by terrorists as proof of US weakness.,"President Reagan withdrew U.S forces from Lebanon quickly, a reversal that was used by"
"If the sewing machine is correctly threaded, the operator then lifts the presser foot'a device that comes down on either side of the needle to hold the cloth'and, if the needle is in the up position, inserts the fabric. [EOS]",The operator uses the foot'a device to hold the cloth on either side of the needle.,The operator can insert fabric if the sewing machine is threaded correctly. PHOTO
"Together, I believe that we can make a contribution which will be very meaningful for the students at the school. [EOS]",We could raise a lot of funds for the students together.,I believe we can make a contribution that will be meaningful for the students at school.
Your tax-deductible contribution may be sent in the enclosed postage-paid envelope with the attached return card. [EOS],You may use the provided envelope to mail in your contribution.,The envelope with the return card can be used to send your tax-deductible
"As for stalemate , which is related to checkmate , would it not have been important to indicate that the - mate part has nothing to do with English, having been borrowed from checkmate which is a loanword from Persian (and has nothing to do with check , either). [EOS]","Stalemate is related to checkmate, and the mate part of the word is actually derived from a loanword from Persian.",Stalemate is related to checkmate. PHILOSOPHYThe
[A message to businessmen from the Pasco County (Fla.) [EOS],A statement for people working at a business in Florida.,A message to the businessmen from Pasco County. factoryAdvertisementscomments about
The flight attendants would have begun their cabin service. [EOS],The flight attendants' cabin service would have begun.,The flight attendants would have started their cabin service. factoryAdvertisementscommentsand
"There are several critical areas which cannot be funded by the citizens of the State of Indiana, and without these programs our school cannot completely fulfill its mission. [EOS]",These critical areas cannot be funded by the citizens of the State of Indiana. ,There are critical areas that cannot be funded by the citizens of Indiana. PH
"The emergency call lasted approximately 25 minutes, as Ong calmly and professionally relayed information about events taking place aboard the airplane to authorities on the ground. [EOS]",Ong relayed information about the events to authorities on the ground for about 25 minutes.,Ong calmly and professionally relayed information about events taking place aboard the airplane to authorities on
Barn is compounded from the Old English words beren `barley' + ern `house. [EOS],Barn is a compound word from Old English words,The Old English word for barn is beren. PHOTO of Barn from
"We arrived, at my brother's, and Cristobal, with the livestock and the rest, still hadn't arrived. [EOS]","When we got to my brother's, there was no sign of Cristobal or the livestock.",Cristobal still hadn't arrived when we got to my brother's. 
"I feel like I'm letting them down, so to, so to speak. [EOS]",It seems to me that I am disappointing them. ,I feel like I'm letting them down. PHILOSOPHYAdvertisements
The YMCA of the USA also named it an Outstanding International Program in 1997. [EOS],"In 1997, the YMCA of the USA also named it an Outstanding International Program.",The YMCA of the USA named it an Outstanding International Program in 1997.
"Actually, my sister wrote a story on it. [EOS]",My sibling created a story about it. ,My sister wrote a story about it. fantasyAdvertisementscommentsand more!
"The Herndon Command Center immediately established a teleconference between Boston, New York, and Cleveland Centers so that Boston Center could help the others understand what was happening. [EOS]",The Herndon Command Center established a teleconference between the centers so Boston could tell the others what was going on.,"The Herndon Command Center established a teleconference between Boston, New York and Cleveland"
"Well, probably the favorite book I had, this is a little different I had The Giant Golden Book of Astronomy, which I got when I was in the second grade and I read it cover to cover till I wore it out. [EOS]",I read The Giant Golden Book of Astronomy many times. ,I read The Giant Golden Book of Astronomy when I was in the second grade.
"The idea of a domestic command for homeland defense began to be discussed in 1997, and in 1999 the Joint Chiefs developed a concept for the establishment of a domestic Unified Command. [EOS]",A domestic Unified Command was developed by the Joint Chiefs in 1999.,The Joint Chiefs developed a concept for the establishment of domestic Unified Command in 1999. 
Neither do we. [EOS],We also don't wish that.,We don't either. factoryAdvertisementscommentsand we do not have the
Our 90th Birthday celebration began in July and will continue through February. [EOS],We turned 90 recently and are celebrating from July to February.,Our 90th Birthday celebration began in July and will continue through February. PH
"Men are seldom assigned to review them, possibly because the editor fears that they will be either ignorant of or unsympathetic to the issues raised, if not biased against them, or because the editor is a woman. [EOS]",Men usually don't assigned their work to review because editors get nervous about it.,The editor is a woman. PHILOSOPHY: Men are rarely
"Many of the popular accounts of quick response, rapid replenishment, and supply-chain management assume that all parties'consumers, retailers, and suppliers'win as a result of these policies. [EOS]",Popular accounts assert that certain methods like quick response benefit both consumers and retailers.,"Many of the popular accounts assume that all parties' consumers, retailers and suppliers win as"
And we don't waste money. [EOS],We never waste any money.,We don't waste money. PHILIPPE MALoney-Smith
It was a very interesting experience. [EOS],I found the experience interesting.,It was a very interesting experience. phoenixAdvertisementscommentsand more to come
"The Command Center executed the request and, a minute later, Cleveland Center reported that United 93 may have a bomb on board. [EOS]",A minute after the Command Center executed the request the Cleveland Center reported that flight of United 93 may have a bomb on board.,"The Command Center executed the request and a minute later, Cleveland center reported that United 93"
Both individuals agreed that the teleconference played no role in coordinating a response to the attacks of 9/11. [EOS],Neither party claimed that the phone meeting of the prior morning had been responsible for the actions taken in relation to the attacks on 9/11.,The teleconference played no role in coordinating a response to the 9/11 attacks.
And I said to some of my cousins that I had only the last I had seen was at Grandpop's funeral. [EOS],The last time I saw them was at grandfather's funeral.,I told my cousins that I had only seen Grandpop once. PHIL
"For the short term, its impact will be on a relatively small niche market. [EOS]",The impact will be on just a small market.,The impact will be on a niche market for the short term. PHOTO
It's a faith that has made brothers and sisters of every race. [EOS],People of all races have been a part of this faith.,It's a faith that has made people of all races. PHILOS
I can assure you that your investment in this institution will allow us to continue the long tradition of excellence that is Cathedral High School. [EOS],Investing in cathedral High Schol will allow the school to keep on with ts tradition of excellence.,Cathedral High School has a long tradition of excellence. PHILOSOP
Those accounts had the effect of deflecting questions about the military's capacity to obtain timely and accurate information from its own sources. [EOS],"As a result, the military faced less scrutiny about its information-gathering.",The accounts had the effect of deflecting questions about military's ability to obtain timely and
"She further indicated that the hijackers were not aware of her phone call, and that they had put all the passengers in the back of the plane. [EOS]",The hijackers were not aware of her phone call.,She said that the hijackers had put all of them in back. PH
"The airlines bore responsibility, too. [EOS]",The airlines were responsible.,The airlines were responsible. PHOTO: The airline was also accountable for that
"Believing they had only a minute or two, the Vice President again communicated the authorization to engage or take out the aircraft. [EOS]","The VP thought they only had a minute or two to make the decision, so he told them to shoot any plane down immeditaely.",The Vice President told them they had a minute or two. PHILAD
"In the 16th century the word was also a  `to run through, run across. [EOS]",The word had another additional meaning in the 16th century.,The word was also used in the 16th century. PHOTO: The
So we took a chance on it and started following the billboards. [EOS],We started following the billboards.,We took a chance on it and started following the billboards. PHOTO:
Smacked my chest. [EOS],Hit my chest.,I hit my chest. fantasyAdvertisementscommentsand thoughts from the author of
"At 8:34, the Boston Center controller received a third transmission from American 11: [EOS]",The Boston Center controller got a third transmission from American 11.,The Boston Center controller received a third transmission from American 11 at 8:34. 
"Instead, its very essence is self-restraint'voluntarily following social rules. [EOS]","Alternatively, its very being is self-restraint conforming to social rules.","It is self-restraint. PHOTO of its essence, instead:"
"Therefore, the amount of finished goods in the manufacturer's distribution center needed to satisfy weekly demand for all SKUs depends on the cycle times of the plants supplying finished product, and what fraction of production is made in each plant. [EOS]",The fraction of production from each plant directly hinges on the cycle time of finished products.,The amount of finished goods in the manufacturer's distribution center needed to satisfy weekly demand for
"Oh yes, yes they did. [EOS]",Indeed they did.,"Yes, they did. factory conditions are changing rapidly! They have changed"
"Tacitly, Daly, like most feminists, invokes an earlier, quieter voice, that of Virginia Woolf. [EOS]",Daly is a feminist that replicates Virginia Woolf.,Daly invokes Virginia Woolf's voice. PHILADELphia
"American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C. [EOS]","American 77 was not known to be flying toward Washington, D.C",American 77 traveled for 36 minutes without being seen. fantasyAdvertisementscommentsand
"Uh, how important it was to read and we're all English majors, I think that has something to do with it; my brother, sister and I are all, we're all English majors in college. [EOS]",Some of my family members and myself were invested in the subject of English during college.,My siblings and I are all English majors in college. PHILOSOP
The inaccurate accounts created the impression that the Langley scramble was a logical response to an actual hijacked aircraft. [EOS],An aircraft had been hijacked.,The inaccurate accounts made it seem like the Langley scramble was a logical response to an
The threat of terrorists hijacking commercial airliners within the United States-and using them as guided missiles-was not recognized by NORAD before 9/11. [EOS],"NORAD didn't recognize that airplanes could pose a serious threat,",NORAD didn't recognize the threat of terrorists hijacking commercial airliners before 9/
"In Algeria, where in 1991 Islamists seemed almost certain to win power through the ballot box, the military preempted their victory, triggering a brutal civil war that continues today. [EOS]",The military kept Islamists from getting power in Algeria.,Algeria has a brutal civil war that continues today. PHILIP
"Levi's uses proprietary software to make these modifications, but other software systems are commercially available for modifying standard patterns and producing a marker to guide fabric cutting. [EOS]",Levi's have their own in-house software for the purpose of customizing items.,Levi's uses proprietary software to make these modifications. Pharma companies have
"Now you're in, in what grade? [EOS]",In which grade are you now?,"You're in what grade? phoenix.com""Now you are,"
"It is appropriate, therefore, to reconsider whether United 93 would have been intercepted. [EOS]",The notion that United 93 would have been intercepted should be reconsidered.  ,It is appropriate to consider whether United 93 would have been intercepted. PHOTO
The Student American Dental Hygienist's Association Hearty Smiles project at Riley Hospital has been successful and rewarding to the children as well as the hygiene students. [EOS],Both the children as well as the hygiene students have found value in the project. ,The Hearty Smiles project at Riley Hospital has been rewarding to the children and hygiene
"Between these is an occasional flash of useful wisdom, much of it pretty well covered by other books of this type (which seem to be proliferating). [EOS]","Though there is the odd bit of useful information, most of it has been covered in the growing number of other books on this subject.",There is a lot of useful wisdom in these books. PHOTO: The
"But if we didn't want to work with them, we shouldn't get them into anything with the mil, military, such as, informing on them, or something like that. [EOS]",We should not involve them with anything military if we don't desire to work alongside them.,"We shouldn't get them into anything with the mil, military or something like that if"
Some remain profoundly impaired by inadequate adult investment in their childhoods. [EOS],There are people who are still troubled by poor adult investment in them as children.,Some remain profoundly impaired by inadequate adult investment in their childhoods. PHIL
"Computer-assisted marker-making can offer large savings with basic garments, like men's pants or women's intimate apparel, which may be manufactured repeatedly over several years. [EOS]",Men's pants and women's underwear are manufactured many times for several years.,Computer-assisted marker making can offer large savings with basic garments. PHOTO
"She has a cut, see? [EOS]",Don't you see her cut?,"She has a cut. phobic? See that she does have one,"
"But like, so I was always raised like a tomboy and everything like that and my dad treated me like a guy all the time. [EOS]",My father treated me like a guy since I was such a tomboy.,My dad treated me like a man all the time. PHILOSOP
"Not really, that's all. [EOS]",That is really all.,"Not really, that's all. phobic? I'm not sure..."
Your contribution--large or small-- through the Annual Fund will carry us one more step toward realizing the Purdue dream for the 21st century. [EOS],No matter what the size your contributions are important to us.,The Annual Fund will help us realize the Purdue dream. PHOTO: P
premise,hypo,generated_hypo
