"Cultures, and adults within them responsible for socialization, select dierent tasks for children's learning. [EOS]",Adults select the tasks for the teaching of children.,Children's learning is selected by cultures. onecement of dierent tasks
"Under its, it's , Bryson gives, among others the following examples from the Washington Post ,  Its the worst its been in the last five years,   Its come full circle,  then goes on to say   It's , which was intended in each of the examples above, is the contraction of it is. [EOS]",Bryson gives examples that are in the Post.,Bryson gives examples from the Washington Post. one of them is under
Note that the I/S standard deviations control for differences in firm size. [EOS],I/S standard deviations account for variety in firm size.,The I/S standard deviations control for differences in firm size. ­hood
"For more than a century, the U.S. federal and state governments have investigated sweatshops in the garment industry, including the role of immigrants, and have adopted legislation to ameliorate their impact on workers and consumers. [EOS]",The U.S. government tries to find sweatshops in the garment industry.,The federal and state governments have investigated sweatshops for over a century. one
"George F. Badger, the recipient of the award was equally surprised, not to mention a little better off financially. [EOS]",George F. Badger was awarded some money,George F. Badger was surprised and better off financially as a result of the award
Another book that I read recently is very interesting books The Journals of Lewis and Clark. [EOS],I recently read The Journals of Lewis and Clark.,"The Journals of Lewis and Clark are interesting books. one hundred percent correct,"
"In the most extreme case, a stock-out might cause a customer to switch retailers, costing the lifetime value of that customer and others who might defect due to negative word-of-mouth. [EOS]",A customer has the option to switch their preferred retailer.,A stock-out could cause a customer to switch retailers. one sum total
The value of the coefficient can vary from zero (if demand is exactly the same every week) to numbers much greater than one for wildly fluctuating weekly demand. [EOS],A coefficient can indeed rise up to ten for wildly fluctuating weekly demand.,The coefficient can be zero or greater than one. Vegas is a
We believe there is no more appropriate time to have a coordinated and collaborative effort to financially support the services MCCOY offers to the community as a whole. [EOS],There is no better time than now to support MCCOY.,We believe that the time is right to financially support MCCOY. one
"It seems unnecessary to point out that Framework cannot have a very sophisticated list of words if it has only 37,000 in its memory, but I thought it might be interesting to see what substitutions were evoked by SUGGEST. [EOS]","Framework is not very sophisticated since there are only a bit more than 35,000 words in memory.","Framework has 37,000 words in its memory. onece the need"
"One common way of measuring inventory is to calculate the I/S ratio'that is, the ratio of total finished good inventories to total sales. [EOS]","The I/S ratio is the ratio of total finished goods to total sales, and is used as a metric for measuring inventory.",The I/S ratio is a common way of measuring inventory. one unit
"But there, as everywhere else, nothing can interfere with progress and, regardless of the finds and their importance, the archaeologist must eventually yield to the bulldozer. [EOS]",Change is inevitable.  ,The bulldozer will eventually yield to the archaeologist. onecement of
"At the suggestion of the Boston Center's military liaison, NEADS contacted the FAA's Washington Center to ask about American 11. [EOS]","NEADS got in touch with the Washington Center of the FAA, asking about American 11.",NEADS contacted the FAA's Washington Center to ask about American 11. one
"For example, those in MET who worked on Team Indy were among the first Indianapolis campus participants in the annual Purdue Grand Prix at West Lafayette. [EOS]","Such as, those who worked on Team Indy in MET were among the lead Indianapolis campus players. ",Met members of Team Indy were among the first to participate in Purdue Grand Prix. 
"In those days, people as a rule did not take much care of phonograph records. [EOS]",People didn't take much care of phonograph records.,People didn't take care of phonograph records in those days. onece
Customers rarely inform the sales clerk in a typical retail store if a desired product is out of stock; they either buy a different product or leave the store without making a purchase. [EOS],"Customers will usually just buy something else, or leave the store entirely, if the item they want is not in stock.",Customers rarely inform the sales clerk if a desired product is out of stock. 
"Obviously, if all members of the two Boards were to pledge $1,000 per year, we would be most grateful and we would have a great story to tell. [EOS]",If every board member donated $1000 every year we would be grateful. ,"If all members of the two Boards pledged $1,000 per year we would have"
"At 8:23, the dispatcher tried unsuccessfully to contact the aircraft. [EOS]",The dispatcher couldn't contact the aircraft around 8:23.,The dispatcher tried to contact the aircraft at 8:23. onecement
It scarcely needs pointing out that the British usage was not brought about by any sense of justice toward women but by the apparent fact that the people in Britain are not quite as uptight about usage as the Americans. [EOS],"British usage wasn't brought up by a sense of justice, rather that they aren't as uptight about usage as Americans. ",The British usage was not brought about by any sense of justice toward women. 
"On the whole, readers can draw their own conclusions about the breadth of coverage; as for me, I should (regrettably) sacrifice Montrachet to gain others. [EOS]","Overall, I believe that the readers can decide for themselves.",The readers can draw their own conclusions about the breadth of coverage. (x
"I said to him, don't you know, Chepe, what it is? [EOS]","Do you not know what the thing is, Chepe?","I asked Chepe what it was. onecevening, I said"
"In many ways, the name describes what this campus campaign is all about. [EOS]",The name expresses what this campaign is all about.,The name describes what this campus campaign is all about. onevenues of
"Further, there is no universally accepted way to transliterate Arabic words and names into English. [EOS]",Arabic words and names can not be universally translated to English.,There is no universally accepted way to translate Arabic words into English. ­hood
premise,hypo,generated_hypo
"As it turned out, the NEADS air defenders had nine minutes' notice on the first hijacked plane, no advance notice on the second, no advance notice on the third, and no advance notice on the fourth. [EOS]",The NEADS air defenders did not have advance notice for most of the hijacked planes.,The NEADS air defenders had nine minutes' notice on the first hijacked plane. 
"Orwell constructed an alternative future in his vision of the totalitarian state, Nineteen Eighty-Four .  The work has given English a small lode of  the title itself connotes a society marked by government terror and propaganda destroying the public's consciousness of reality (the OED Supplement also accepts 1984 and 1984-ish as adjective forms); that government's official language, Newspeak , now indicates the propagandistic or ambiguous language of, among others, politicians, bureaucrats, and broadcasters ( revenue enhancement  for  tax increase,  etc.); the twisting of minds to the capacity to accept the validity of utterly contradictory opinions or beliefs, or double-think ; the book's head of state, Big Brother , implies an apparently benevolent, but really ruthless, omnipotent, and omniscient state authority. [EOS]","Orwell's novel, Nineteen Eight-Four, gave several words to English including 1984, Newspeak, and double-think.",Orwell wrote Nineteen Eighty-Four. one percent of the title
 the evidence in the published work is quite thin [EOS],There is little to back up the work's claims.,The published work has very little evidence. oneventiveimages of the information
"And, pursuant to the President's instructions I gave authorization for them to be taken out. [EOS]",They were authorized to be taken out.,"I gave permission for them to be taken out. onecevenly,"
"Real currently, what do you enjoy reading at the present? [EOS]",What do you like to read now?,"What do you like to read at the moment? one.com""Real"
"Through it, children practice and strengthen their capacity to represent their experiences. [EOS]",It is possible for children to strengthen their capacity to represent their experiences.,Children practice and strengthen their capacity to represent experiences. onecement of children
"hydrox It is wildly improbable that this is the name of a cookie and not a many-headed, bovine monster. [EOS]","The name of the cookie is, in reality, probably a foul monster's name.",It is unlikely that this name of a cookie and not one for an animal. 
Recently I found in one of those files in which for many years I have been systematically losing things a magazine clipping from many years ago which points out that the formal language of a century and more past can lead to misunderstandings today. [EOS],Formal language that is over one hundred years old can lead to misunderstandings in today's time.,I have been losing things for a long time. onecevens ago
"Among the subjects he touches on in his poem are street crime, unemployment, the degradation of the welfare system, tacky urban renewal projects, overcrowding, high rents and unscrupulous landlords, noise, vehicular traffic, congestion, even problems of immigration and integration. [EOS]","He touches on many subjects in his poem, including the problems of immigration.",He touches on a lot of subjects in his poem. onexamples include
"She was kind of headstrong and she was, um, kind of artistic maybe, and, uh, uh, liked to have a good sense of humor. [EOS]","She was sort of headstrong, perhaps artistic, and had a good sense of humor.","She was a bit of an artistic person. onecevenely,"
The controller only heard something unintelligible; he did not hear the specific words we have some planes. [EOS],The words were garbled and the controller couldn't understand them.,"The controller heard something unintelligible. onecephaloic, but"
"The School of Law in Indianapolis received nearly 1,300 applications to enroll its 1993 first-year class of 260 students. [EOS]","The Indianapolis School of Law got almost 1,300 applications to enroll in the 260-student class in 1993.","There were over 1,300 applications to enroll the first year class of 260 students at"
"About 20 minutes later, at 7:35, another passenger for Flight 77, Hani Hanjour, placed two carry-on bags on the X-ray belt in the Main Terminal's west checkpoint, and proceeded, without alarm, through the metal detector. [EOS]","About twenty minutes later, another passenger was able to move through the checkpoint without alarm.",Hani Hanjour put two bags on the X-ray belt. 
"What, ah, story in your childhood had the most impact on you? [EOS]",Is there a particular story that had the most impact on your as a child?,What story in your childhood had the most impact on you? ask.com
What color is it? [EOS],"The color, what is it?","What color is it? ask.com""It's a dark brown."""
The so-called  hot cargo provisions of the statute [EOS],The statute had hot cargo provisions.,The hot cargo provisions of the statute. oneventime 00:00 hours
" Address your remarks to the chair  illustrates metonymy, a figure of speech in which something is called by the name of something else associated with it. [EOS]",Using one word to refer to something that is associated with it is a figure of speech.,Metonymy is a figure of speech in which something's name has another meaning associated
"All the lowest dives, the phoniest ginmills ... [EOS]",The most fake of ginmills and the least moral of dives.,"The lowest dives, the phoniest ginmills... one of those things"
Working in its favor is a social contract with a three-part system established in every country in the  [EOS],The established three-part system worked in its favor. ,Every country has a three-part system. onece­logicality
I'll pass that along over here. [EOS],I will pass any information along over here to relay the message. ,I'll give that to you. oneventiveimages of the person passing
And like my family's a big part of it. [EOS],A big piece of it is my family.,My family is a big part of it. oneventime frameageAdvertisements
Much that might have been offered with sober good advice here is contaminated by an obsessive concern with the identification of the sex of the perpetrator of past injustices. [EOS],"Despite the elements of good advice, this is contaminated by paying too much attention to gender.",There is a concern about identifying the sex of past offenders. one percentage
"The IU School of Dentistry, and our entire profession, will benefit greatly from this endowment. [EOS]",Our entire profession and the school of dentistry will be helped by this endowment.,The endowment will benefit the school of dentistry. onecemention
"Recall how Sophie satisfied both teddy bear's and leprechaun's desire for a lollipop, when just one TinkerToy lollipop was available. [EOS]",Sophie was able to share the lollipop between the teddy bear and the leprechaun.,Sophie gave the teddy bear and leprechaun a lollipop
"You can find out more about our work and environmental developments on Beacon Hill at ELM' s website, www.EnvironmentalLeague.org. [EOS]",Go to ELM's website to learn about environmental developments and our work.,Beacon Hill has environmental developments. Vegas is on the ELM
I like working and making money. [EOS],I enjoy working and earning money.,I like working and making money. oneventiveimages of me in my
You wrote this out all by yourself. [EOS],You composed this totally on your own.,"You wrote this all by yourself. Vegas, California and New York"
From that point of view the differing interpretations Mr. Anson and I read into the passage are of secondary importance. [EOS],The differing in interpretations are of only secondary importance.,"Mr. Anson and I read different interpretations into the passage, but they are of"
"SPEA's enviable reputation benefits everyone connected to the school -students, faculty, and most importantly, alumni. [EOS]",SPEA's great reputation benefits a lot of members of the school.,Everyone connected to the school benefits from SPEA's reputation. onecement
"Help us continue to offer the finest professional art training to our students, the junior and senior high school students enrolled in Saturday School and to all those adults in continuing education courses. [EOS]","Support us to keep offering the best professional art training for our students, Saturday School participants and adults taking courses.",We need help to keep professional art training available. onecement of the
The attempted assassination in Ethiopia of Egyptian President Hosni Mubarak in June 1995 appears to have been a tipping point. [EOS],The situation seemed to have boiled over following the assassination attempt against Egyptian President Hosni Mubarak.,The attempted assassination in Ethiopia of Egyptian President Hosni Mubarak was a tipping point. 
"Where necessary, brief but not cryptic explanations are provided of any information that might seem to be out of the ordinary. [EOS]","When it's necessary, a brief but not complex explanation is given for and strange information. ",Brief explanations are provided of any information that might seem out the ordinary. 
"Adding the Japanese final vowels produces Gone with the Windo .  Hypercorrection, where Japanese speakers learn that many final vowels do not exist in the American version of the tongue and so remove them, sometimes incorrectly, gives us the California cities of San Francisk and Sacrament .  This process resulted in the sign reading Pizz and Coffee . [EOS]","The final vowel in Japanese words doesn't always exist in English ones, so the Japanese often drop syllables at the end of words. ","Gone with the Windo is a Japanese song. ­heit, where"
It's hard to explain exactly how camp can change a child's heart. [EOS],"It is hard to explain the kind of things a child could learn at camp, that could have an effect on their lives.",Camp can change a child's heart. ­hood]It is hard to
"Where ellipses occur, I have not bothered to copy down the entire list of offerings, selecting only those that struck me as odd, either because of the incongruity of the choice or because I could not, in the wildest flights of dyslexic, schizophrenic-fancy, imagine the criteria employed in arriving at the selections. [EOS]",Some of these choices are hard to understand.,I didn't bother to copy down the entire list of offerings. ­x
"Yeah, he had a guy that would help him on Wednesdays, it was the local barber. [EOS]",He knew the local barber.,The local barber was the one who would help him on Wednesdays. 
But the conflict did not begin on 9/11. [EOS],The conflict started long before 9/11.,The conflict did not start on 9/11. onecevension
The knitting machine produces cloth as the loom does but uses a different method. [EOS],The loom and knitting machine both can make cloth.,The loom produces cloth with a different method than the knitting machine. ­
"The Secret Service agent felt strongly that the situation in Washington was too unstable for the President to return there, and Card agreed. [EOS]",It was too dangerous for the President to return to Washington.,The Secret Service agent felt that the President should not return to Washington. one
Our pleasure! [EOS],We really want to.,"Our pleasure!  sum. All right? This is our delight, indeed..."
We call this our home because this is where we were raised at. [EOS],"We were brought up here, so it's home to us.",We call this home because we were raised here. onece over a hundred
Make-believe roles are not equally pleasurable'a feature of cooperation that is as true in everyday life as it is in fantasy play. [EOS],Not all make-believe role-playing is equally as enjoyable.,"Make-believe roles are not equally pleasurable. onece, cooperation"
It is shameful that the Gage Canadian allows only  plaid.  [EOS],Gage Canadian only allows plaid.,The Gage Canadian only allows plaid. onecevenous! It
The account description written in 1971 for the Ralph E. McDonald/Pedodontic Fund states Expenditures of the fund shall be approved by the fund committee of six. [EOS],Expenditures of the fund have to be approved by a committee of six.,The account description was written in 1971. oneventum 001/1971
These statements were incorrect as well. [EOS],The statements were also false.,The statements were incorrect. one of the two things that happened to be said
"Almost 80 percent ($390,000) of our operating budget is consumed by programs to serve stray and unwanted animals (the National Charities Information Bureau's standard is 60 percent). [EOS]",Close to 80 percent of our budget is used for stray or otherwise unwanted animals.,The National Charities Information Bureau's standard is 60 percent.  sum of our
"Instead, the Department established the Joint Forces Command, located at Norfolk, Virginia, making it responsible for military response to domestic emergencies, both natural and man-made. [EOS]",The Department established the Joint Forces Command in Virginia to help the Army respond to hurricanes better.,The Department established the Joint Forces Command. onecevenary emergencies are handled
She wondered what would happen if she could take one child from the city and place that youngster where she was now -- in the midst of this beauty and serenity. [EOS],The place she's in is incredibly beautiful and peaceful.,She wondered what would happen if she could take one child from the city and place that
"However, our sample also reveals that some manufacturers began to adjust to the new demands of lean  By 1992, the median dropped to ten hours, reflecting their desire to reduce the amount of work-in-process at this beginning stage of apparel assembly. [EOS]",Our sample shows that some manufacturers start to adjust to the new demands.,Manufacturers began to adjust in 1992. one hour work-in process at
That one time you were trying to take that floor joist. [EOS],The time you were trying to take that floor joist.,You were trying to take the floor joist. one time you tried that
"At the same time, these regimes had closed off nearly all paths for peaceful opposition, forcing their critics to choose silence, exile, or violent opposition. [EOS]",The regimes did not allow any opposition parties.,"The regimes had closed off peaceful opposition. onecevenly, these regime"
We do not believe that the true picture of that morning reflects discredit on the operational personnel at NEADS or FAA facilities. [EOS],We don't think what happened discredits NEADS or FAA.,We don't think the true picture of that morning reflects discredit on personnel at NEADS
"As it has been an exciting year for all of us, MCCOY, Inc. cannot do its part without the support of organizations like yours. [EOS]","MCCOY, Inc. could not have gotten where it is if it wasn't for the support of other organizations. ","MCCOY, Inc. cannot do its part without the support of organizations like yours"
"Making a marker is a complicated task, even with modern computer assistance. [EOS]","Even with a computer, making markers isn't easy.",It is difficult to make a marker with modern computer assistance. ­hood]
That sounds like fun. [EOS],That sounds very pleasant. ,That sounds like fun. one unitary part of the equation is that it
"I'm opening up like five pools and they're giving me a headache because they all turned green today, so, that's like the most fun job for me. [EOS]","I opened five pools and they all turned green, it's such a bother.",I'm opening up five pools and they're giving me a headache. one
"Moreover, Bin Ladin had in fact been sponsoring anti-Saddam Islamists in Iraqi Kurdistan, and sought to attract them into his Islamic army. [EOS]",Bin Ladin supported anit-Saddam militants in Iraq.  ,Bin Ladins was sponsoring anti-Saddam Islamists in Iraqi Kurdistan. 
"Six, southwest of the White House, deviating away. [EOS]",Six were to the southwest of the White House.,Six is southwest of the White House. onece over a mile away from
Retail Replenishment Performance [EOS],Retail refill performance.,"Retail replenishment performance (x) - Performance of Retail.com,"
"Securely attached infants actively seek contact with and are easily consoled by their familiar, responsive caregiver. [EOS]",When an infant is attached to their caregiver they actively seek contact and comfort from them. ,The caregiver is responsive to infants. Vegasimages/Getty Images
Probably one of the first ones that was ever read to me the first one I can remember is my cousins Mary and Glenda reading Trumpet the Dog. [EOS],I remember my cousins reading Trumpet the Dog.,My cousins Mary and Glenda read Trumpet the Dog to me. ­
"I see the rather boring point about using alumni to cover both men and women, and I quite agree that the use of relatively newer and less widely used terms like authoress, aviatrix , and poetess seems to be a deliberate, unwarranted attempt to identify someone as a female; but a graduate of the feminine gender is a `woman graduate' = alumna , the `first woman dancer in a ballet company' is a prima ballerina (I've never heard of a  prime ballerino ), and a `woman opera star' is a diva or prima donna .  I hesitate to point out that we use prima donna of men, too, because my critics will say that they disapprove of the term's second life as designating a  temperamental person of either sex. [EOS]",The term prima donna can be used for men.,I agree with the point about using alumni to cover both men and women. 
"And, I don't know, it's like my grandparents, I'm the youngest one. [EOS]",I am the youngest one. ,"I'm the youngest one, and it's like my grandparents.  summa"
"A, a DJ by the name of Funk Master Flex, who put out a few albums and I don't even remember what they called. [EOS]",Funk Master Flex released a few albums. ,"Funk Master Flex was a DJ. Vegas, I don't"
"Citing the Soviet army's withdrawal from Afghanistan as proof that a ragged army of dedicated Muslims could overcome a superpower, he told the  We are certain that we shall-with the grace of Allah-prevail over the Americans. [EOS]",Muslims army managed to draw out the Soviet army from Afghanistan.,The Soviet army withdrew from Afghanistan.  summa contravene the will of
Please give what you can. [EOS],Give what you are able.,Please give what you can. Vegas is not a place to be
"I recently purchased a new computer, and, because it operated on a system different from the one of my old computer, I asked a few friends to recommend a word-processing package that I might.find useful. [EOS]",I bought a computer.,"I recently purchased a new computer. Vegas, and because it operated"
"Onomatopoeia has a long, honorable, and pleasurable history'from Aristophanes' brek-ke-kex ko-ax ko-ax to Kermit's ribbet, ribbet 'from majestic lines in ancient epic poetry to simple, homey words like plop, splash , and murmur .  In every language and time, the sound and look of some words have given clues to their  their sound has suggested their sense. [EOS]",Onomatopoeia has a very very long history.,Onomatopoeia has a long history. onecement of
The best traditional retailers were also good at merchandising. [EOS],Good merchandising is key to being one of the best traditional sellers.,"Traditional retailers were good at merchandising. oneventively speaking,"
NORAD officials have maintained that they would have intercepted and shot down United 93. [EOS],NORAD officials still say they would have shot down United 93.,United 93 would have been shot down by NORAD. onecement of
"Through repetition of the task and coaching by experts, the operator would become very productive. [EOS]",The operator would become productive as a result of repetition and expert coaching.,The operator would become very productive through repetition of the task and coaching by experts. 
"Throughout this book'and especially in Chapter 5, which addresses the development of children with physical and mental disabilities'we will see many more examples of these synergistic eects. [EOS]",The development of children with disabilities is addressed in chapter 5. ,There are many synergistic eects in this book. onexamples
"More importantly, these state-centered regimes placed their highest priority on preserving the elite's grip on national wealth. [EOS]",Of most importance was the fact that the regimes had the greatest priority in keeping the elite's hold on national wealth.,The state-centered regimes were focused on preserving the elite's grip. ­
"Touching the lives of youth on a daily basis, helping develop new skills, and preparing children to face the challenges of the next century are the Club's strengths. [EOS]",Helping kids every day so they can develop new skills is important to us.,The Club's strengths are helping develop new skills and preparing children to face the challenges of
He's the boss! [EOS],He is the leader,He is the boss. one? He's definitely in charge! - This
We invite you to sponsor a bench. [EOS],We would be most grateful if you would sponsor a bench.,We would like to sponsor a bench. onecementionible? -
"The would-be killers, who came from the Egyptian Islamic Group, had been sheltered in Sudan and helped by Bin Ladin. [EOS]",Bin Ladin helped the people that were planning to kill.,Bin Ladrin helped the would-be killers. onecement of
This fall alumni and students at the Indiana University School of Law Indianapolis will initiate several programs to encourage alumni support for the school. [EOS],The students are working hard to get more money for the school. ,Alumni and students at the Indiana University School of Law Indianapolis will initiate several programs to
Are you reading things? [EOS],Are you reading?,"Are you reading? askets.com/en /article...""What"
"The attacks on the U.S. embassies in East Africa in the summer of 1998 would take a different form-planned, directed, and executed by al Qaeda, under the direct supervision of Bin Ladin and his chief aides. [EOS]","Al Qaeda, under the direct supervision of Bin Ladin and his chief aides attacked the US embassies in East Africa in 1998.",Bin Ladins and his aides were responsible for the attacks on US embassies in East
"    To the best of our recollection, this may be the only instance in which the origin of an expression has been traced to a statue. [EOS]","As far as we can recall, this might be the only case in which a statue inspired the creation of an expression. ",The origin of an expression may be traced to a statue. oneceven
that an anagram is lurking nearby. [EOS],An anagram can be found close by.,"An anagram is lurking nearby. Vegas, California - 2001-"
"I've not been able to corroborate this explanation, but I'll never forget it. [EOS]",I will never forget this explanation even though I couldn't corroborate it.,"I will never forget this explanation. Vegas, I've not been"
FAA Control Centers often receive information and make operational decisions independently of one another. [EOS],FAA control centers get information without necessarily sharing it with other centers.,FAA Control Centers often receive information and make operational decisions independently of one another. 
"If you have any questions, please feel free to stop by and see me. [EOS]",Please come by to see me if you want to ask about anything. ,"If you have any questions, please come by and see me. ­hood"
"At the conclusion of this vast exercise, done without the aid of computers, there emerged a pattern of familial relationships that linked together languages spoken, in earlier times, from Britain as far east as Chinese Turkestan and from India as far north as Lappland. [EOS]","Without the use of computers, this exercise was able to link languages to one another from across continents.","Languages were linked together by familial relationships. onece over time, there"
"Our neighbor had a pool and we were kind of like the Hatfield's and McCoy's, they weren't very nice people and they didn't like us. [EOS]",The neighbors had a pool but they were not fond of us at all.,We had a pool and the Hatfield's were not nice people. one
"'  The principal parent of Yiddish is High German, the form of German encountered by Jewish settlers from northern France in the eleventh century. [EOS]",There is a principal parent of Yiddish which is High German.,High German is the main parent of Yiddish. onecemente
"It is quite firm about the r -sound when it follows a vowel-sound or is at the ends of words, not dropping it as is usual with the RP but insisting that it be given full value, in various ways, as it is in Scots and Irish and, generally but not always, in the speech of most Americans except for those in New England and the South. [EOS]","The Scots, Irish and most Americans do not drop the r -sound after a vowel.",The r -sound is given full value in the speech of most Americans. 
They could not recall that any of the passengers they screened were CAPPS selectees. [EOS],"Perhaps some of the passengers they screened were CAPPS selectees, but they did not recall it. ",They couldn't remember if any of the passengers they screened were CAPPS selectees.
"However, what emerged were almost invariably autocratic regimes that were usually unwilling to tolerate any opposition-even in countries, such as Egypt, that had a parliamentary tradition. [EOS]",Te regimes were unwilling to tolerate any opposition.,Egypt had a parliamentary tradition. Vegas was usually autocratic regimes that
One wonders whether the marriage had secretly taken place between the consecutive chapters! [EOS],One inquires if a secret marriage occured. ,It is possible that the marriage took place between consecutive chapters. one wonder if
We have a bomb on board. [EOS],There is a bomb on the plane.,"We have a bomb on board. Vegas, California - 2001-"
" naches the `glow of pleasure-plus-pride that only a child can give to its parents':  This is my son, the Doctor!  [EOS]",The man's son was the doctor.,A child can give a glow of pleasure and pride to its parents. Comment
"The utopian communes of anarchists, socialists, and hippies, for example, have not even dented it. [EOS]",The utopian communes have not even dented it.,"The utopian communes of anarchists, socialists and hippies have not damaged it. "
An ambulance? [EOS],An ambulance?,An ambulance? one.com reports that it is so! - and what
How old would you say you were when your cousins were doing this reading? [EOS],What was your age when your cousins read this? ,How old were you when your cousins read? one.com question about age
Let me assure you that we would appreciate receiving one million dollars from you. [EOS],"If you gave us a million dollars we would be grateful, let me convince you of this fact. ",We would appreciate receiving one million dollars from you. one hundred thousand dollar sum
"Or, you can fax us at 241-2760, or e-mail, icfundrzr@aol.com. [EOS]",You can either fax us or email us,You can email us at icfundrzrs@aol.com or fax
"Who can, for instance, blame a youth with but a mildly evil disposition from guffawing when he reads in Pater's Marius The Epicurean (Chapter V) a reference to Apuleius' The Golden Ass noting that  all through the book, there is an unmistakably real feeling for asses ...  [EOS]",Pater wrote Marius the Epicurean.,A young person can guffawing when he reads in Pater's Marius
"Maybe we'll soon have Heroin (or Heroine, or Heroine), Smack, and Coke, (though we can be sure that the company coming up with the last of these will hear from you-know-who). [EOS]","We'll possibly soon have Heroin, Smack, and Coke.","Maybe we will have Heroin, Smack and Coke.  summa contra"
Miyares spent the next four months in hospitals in Japan and the U.S. before being medically discharged from the Army with as service-connected disability for diabetes. [EOS],Miyares spent time in hospitals in at least two different countries. ,Miyares was discharged from the Army with a disability for diabetes. one
Boston Center immediately advised the New England Region that it was going to stop all departures at airports under its control. [EOS],New England stopped all flights incoming and out coming. ,The New England Region was informed by Boston Center. onecement of departures
"From an air traffic controller's perspective, that meant maintaining a safe distance between airborne aircraft. [EOS]",The distance between airborne aircraft is kept safe by traffic controllers.,Air traffic controllers have a responsibility to keep aircraft at safe distances. onece
"Beginning in the 1970s, retailers expanded their offshore sourcing efforts, especially after quality standards improved, establishing sourcing offices and relationships in low-wage countries, particularly in Asia. [EOS]","After quality improved in Asia, retailers sourced their products in low-wage countries.",Retailers expanded their offshore sourcing efforts in the 1970s. ­hood
"(The computer age term,  spaghetti code,  derives from the same pasta-related idea as macaronic, but more obviously so.) [EOS]",Spaghetti code derives from pasta-related macaronic.,Somethin is similar to macaronic in the computer age. one
Penney was also one of the first retailers to adopt scanner technologies. [EOS],An early adapter of scanner technologies was JC Penney.,Penney was one of the first retailers to adopt scanner technologies. ­hood
"I love to read just plain history, um, it must have rubbed off in some aspect because that's the kind of thing I still read. [EOS]",I love history books that just focus on history.,"I love to read history. Vegas, I think it must have"
Do you have a playtime at school? [EOS],Do you have time to play at school?,Do you have a playtime at school? one.com question about children
 new and creative research. [EOS],Modern and innovative research.,"New and creative research. one unit of inquiry, in the field at large"
I hope this correspondence finds you and your family doing well. [EOS],"This communication will find you and your family doing well, I wish.",I hope this correspondence finds you and your family doing well.  summa contra
"Yeah, that's true. [EOS]",That is correct and verifiable.,That is correct.  summa contravene the law of attraction and force
"At 9:29, the autopilot on American 77 was disengaged; the aircraft was at 7,000 feet and approximately 38 miles west of the Pentagon. [EOS]","The autopilot on American 77 was turned off at 9:29 at approximately 7,000 feet, 38 miles from the Pentagon.",The autopilot on American 77 was disengaged at 9:29. one
Many women have a difficult time finding a pair of jeans that fits to their satisfaction. [EOS],A satisfying pair of jeans is hard for women to find.,Many women have a hard time finding jeans that fit them. ­hoods
"THE GIRL SCOUT PROMISE On my honor, I will try To serve god and my country, To help people at all times, And to live by the Girl Scout Law. [EOS]",A part of the Girl Scout promise is the help people at all times.,"I will try to serve god and my country. onece, I promise"
All of the foregoing areas are supported by contributions from alumni and friends of the school [EOS],Alumni and friends of the school have supported the aforementioned areas.,Alumni and friends of the school contribute to all areas. oneventive
"As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc. [EOS]","I hope you will think about the youth of Marion County and give support for the Marion County Commission on Youth, Inc.",I would like to ask you for help with young people in Marion County. 
"It is a game that is like fishing in a barrel, but more stimulating mentally. [EOS]",It is similar to a game of fishing in a barrel.,It is a game that can be stimulating mentally. onece over the previous
"In make-believe, Alison experimented with the first step of this multistep process when she melded news of the train crash in India with the toy ambulance before her. [EOS]",Alison fused the news of the train crash with a toy ambulance.,Alison experimented with the first step of this multistep process when she meld
"Many of his followers became important members in the new organization, and his own close ties with Bin Ladin led many to think of him as the deputy head of al Qaeda. [EOS]",Many followers became important members in the organization.,Many of his followers became important members in the new organization. onexamples
"Historically, the bulk of the human race has never known a classroom, let alone a cloister or an ivory tower, or met up with teachers empowered by letters after their names. [EOS]","Throughout history, most human beings have had no experience with formal education.",The majority of the human race has never been in a classroom. one percent
The Hijacking of American 77 American Airlines Flight 77 was scheduled to depart from Washington Dulles for Los Angeles at 8:10. [EOS],The plane was supposed to be heading to Los Angeles.,American Airlines Flight 77 was hijacked.  summa­logicality of the
"Beginning at 8:52, the controller made repeated attempts to reach the crew of United 175. [EOS]",The controller had tried to reach the crew of United 175.,The controller tried to reach the crew of United 175. onece over eight
"After anesthesia was introduced in the U.S. in 1844, the phrase came flguratively to mean to `deal with a bad situation resolutely,' as in Rudyard Kipling's lines  Bite the bullet, old man,/ And don't let them think you're afraid.  [EOS]",Anesthesia was first used in the United States in 1844.,"Anesthesia was introduced in the US. Vegas, and it came"
"Just before 8:14, it had climbed to 26,000 feet, not quite its initial assigned cruising altitude of 29,000 feet. [EOS]","Its initial assigned cruising altitude was 29,000 feet.","It climbed to 26,000 feet before 8:14.  summa contra"
"The story that it comes from the song  Green Grow the Lilacs,  said to have been sung at San Jacinto, is an example of folk etymology. [EOS]",An example of folk etymology is that song,"The story is based on a song. Vegas, San Jacinto"
The deadline for donations from each class will be July 31. [EOS],Donations won't be accepted after the 31st of July.,Donations from each class will be accepted by July 31. oneventime
Perhaps you'll even save a life. [EOS],Perhaps you will even prevent someone from dying.,"You might even save a life. Vegas, California - 2001?"
Nor do our troubles end here. [EOS],This isn't the end of our difficulties.,"We will not be done. oneventime, nor do our troubles end"
