premise,hypo,generated_hypo
NEADS reported to the Continental U.S. [EOS],NEADS reported to a section of the country.,"NEADS reported to the Continental U.S Gee, what a person"
"Rice, who entered the room shortly after the Vice President and sat next to him, remembered hearing him inform the President, Sir, the CAPs are up. [EOS]",Rice came in and took a seat.,Rice heard the President tell someone that CAPs were up. I was
Atone comes from the Middle English at `at' + on `one. [EOS],Middle English at + on is the origin of Atone.,Atone is a Middle English word.  and it means 'at' +
"The flight attendant reported that the flight had been hijacked, both pilots had been killed, a flight attendant had been stabbed, and the hijackers were probably flying the plane. [EOS]",Horrific violence had taken place on the airplane.,The flight attendant said that the plane had been hijacked. I was stabbed and
"We didn't get to spend any time with each other and just being married, and, you know, within a year or so or a year or two it was, um, Kim being unfamiliar with, with New York City and not really liking it very much. [EOS]",We did not spend much time together despite being recently married.,Kim was unfamiliar with New York City. I didn't get to spend much
"YMCA of Greater Indianapolis RLYOC-Urban Mission July 29, 1999 Page 2 [EOS]",The second page of the Summer 1999 edition of the YMCA of Greater Indianapolis RLYOC-Urban Mission,The YMCA of Greater Indianapolis RLYOC-Urban Mission was on page 2
People just don't have the time or take the time to keep the traditions going they just get too busy or too lazy. [EOS],People do not maintain traditions because they are lazy.,People don't have time to keep traditions going. I think people are too
Today's girls will be tomorrow's leaders--and they're counting on YOU! [EOS],"The girls of now will be the future's leaders, and they rely on you!",Today's girls will be tomorrow.  and they are counting on you! The
The use of modern design tools and information technology can collapse the design time so that managerial decision-making becomes the longest step in the process'and even the time for that step can be shortened with information technology. [EOS],Information technology can shorten the time of managerial decision-making.,Modern design tools can reduce the time for managerial decision making. The process is
"Simply put, the less certain retailers are of the demand for their product, the more safety stock they must hold to meet consumer needs. [EOS]",More safety stock must be held by retailers if they don't know the demand for the product.,The retailers need to hold more safety stock. I'm not sure if the
"Um, what kind of things did you remember reading when you started to read? [EOS]",Do you have any recollection of what sort of stuff were your initial reading materials?,What kind of things did you read when first starting to learn? . What
"While it apparently was not heard by the passengers, this announcement, like those on Flight 11 and Flight 77, was intended to deceive them. [EOS]",The announcement was supposed to trick the passengers.,The announcement was intended to deceive the passengers. I'm not sure if they
The looking-glass image of utopia--dystopia--has provided more numerous additions to the English lexicon. [EOS],More additions were found with the looking-glass.,The word dystopian has been added to the English lexicon. I'm sure
"It was passed from here through the [operations] center at the White House, from the [shelter]. [EOS]",It was passed from the center to the White House,It was passed from here to the White House. I'm sure you know
"I said, Well we got some // gasoline. [EOS]",We had a certain amount of gasoline.,"I said, ""We have gasoline."" . I had some gas with me"
We have created a scholarship endowment which will permanently recognize Dr. Steven Bricker's contributions to our school and profession. [EOS],To permanently recognize Dr. Steven Bricker we made a scholarship endowment. ,We created a scholarship endowment that will recognize Dr. Steven Bricker's contributions to
Your support for our work would be greatly appreciated. [EOS],We'd appreciate your support.,It would be appreciated if you supported our work. I am grateful for your
Bin Ladin was prepared to pick up where he had left off in Sudan. [EOS],Bin Laden wanted to pick up where he left off in Sudan. ,Bin Ladins was prepared to pick up where he had left off in Sudan.
We've helped people break free of the welfare cycle. [EOS],People have gotten off of welfare because of our help.,We have helped people break free of the welfare cycle. I am glad we
Kids probably wonder what God looks like. [EOS],Kids are curious about what God looks like. ,Kids wonder what God looks like. I think that's the most likely scenario
But the cases suggest that stepping in only in at times of crisis cannot compensate for providing the ongoing togetherness and haven of a family. [EOS],The cases suggest that only getting involved in a crisis can't achieve enough.,The cases suggest that stepping in only at times of crisis cannot compensate for providing the ongoing
Or the flight attendants may just have been in their way. [EOS],The flight attendants might have been in the way. ,"The flight attendants may have been in their way. I think so, or"
"Inside the NMCC, the deputy director for operations called for an allpurpose significant event conference. [EOS]",The deputy director had called for an event conference to take place.,The deputy director for operations called an all-purpose significant event conference. I
"Information regarding inadequate classrooms, moot court facilities, offices, the library and support service areas follow the above paragraphs. [EOS]",Information about inadequate community or services is listed above. ,The above paragraphs contain information regarding the moot court facilities.  and examples of inadequate
"In British English it is no longer considered a solecism to use the plurals they, their, them, theirs as a generalized pronoun for words like eyeryone, everybody, anyone, anybody , etc. [EOS]","It has become acceptable to substitute ""they, their, them, theirs"" as a generalized pronoun pronoun.","It is no longer considered a solecism to use the plurals they, their"
"Miyares' repeated trips to sick call basically boiled down to, get your act together and get back in the field, or we'll make you a private again sergeant. [EOS]","Miyares was told that if he didn't stop going to sick call, he would be bumped back down to being a private.",Miyares was told to get his act together or he would be made a sergeant
Consider the following problematic situations that parents recently raised with  [EOS],Parents recently brought up some problematic situations.,Parents have had some problematic situations. I think about the following problems that parents
"I mean literally you could just see it hang, it looked like a fire scene on the news it was awful. [EOS]",The scene was like one you would see on the news.,It looked like a fire scene on the news. I could see it hanging
Groundhog hole found the front tire of the motorcycle and I managed to fly over the handlebars. [EOS],I fell off my motorcycle due to a hole made by a groundhog.,I managed to fly over the handlebars after a groundhog hole found my front tire
"Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible. [EOS]",Some families do not have the resources to provide a healthy environment.,Some families don't have the resources to provide a healthy environment. I'm
"Perhaps the Proximity people thought that they had got round that little problem by giving the same definition for each of the items in the list; but we know that only very rarely are two synonyms bi-unique (which is another way of saying that if A = B, B does not necessarily always equal A), an ineluctable fact of language. [EOS]","Just because x equals y, you can't assume that y and x are always identical.",The Proximity people thought they had solved the problem. I'm not
American 77 was then 5 miles west-southwest of the Pentagon and began a 330-degree turn. [EOS],American 77 started to turn 330 degrees.,American 77 was 5 miles west of the Pentagon. I'm sure you know
"Members receive a membership package that includes all of our educational material, a subscription to aakp RENALlFE, membership in a local chapter if applicable and assurance that your voice is heard in Washington, DC. [EOS]",Members get a package that has all the materials in it.,Members receive a membership package that includes all of our educational material. angleThe
"In the words of a newspaper ad for a language school,  Do Mistake'Learn Better.  [EOS]",The ad posted in the newspaper was promoting a language school.,A newspaper ad for a language school said to learn better. I'm quoting
The FAA cleared the airspace. [EOS],Airspace was cleared by the FFA.,The airspace was cleared by the FAA. I'm sure you know that!
We were putting siding on her house and beat on the door nobody comes to the door it's summertime everybody sleeping until 10:00. [EOS],We were outside before ten o'clock.,We were putting siding on her house and beating the door. I was
"Two such hints, however, have only a few possible answers in common, so that the solver can concentrate on them and pick the most probable one. [EOS]",There are only a few possible answers.,The solver can pick the most probable one from two hints. I'm
"At the other end of the spectrum, a manufacturer can alter its internal design, planning, procurement, and manufacturing operations and respond rapidly to demand changes through the use of flexible manufacturing or sourcing practices. [EOS]",Flexible manufacturing and sourcing can help a manufacturer adjust to changing demands.,Flexible manufacturing or sourcing practices can be used to respond quickly. (
Rusine should be added to the supplement of English words ending in - ine (p. [EOS],Rusine should be added to the English words.,Rusine should be added to the supplement of English words ending in -ine.
"At 9:42, the Command Center learned from news reports that a plane had struck the Pentagon. [EOS]",News reports came in about a plane hitting the Pentagon.,The Command Center learned that a plane had hit the Pentagon at 9:42. 
I read everything I could get my hands on. [EOS],I viewed all that I could obtain.,I read everything I could find.  and curious about it all! .The
"Authoritative parenting, whether assessed through direct observation or older children's ratings of their parents' communication, is linked to many aspects of competence. [EOS]",Authoritative parenting is linked to many aspects of competence.,Authoritative parenting is linked to many aspects of competence. The parent's assessment
Tax dollars that would have been spent on public assistance are saved. [EOS],It saves money from taxes that would go to public assistance.,Tax dollars that would have been spent on public assistance are saved. The tax
Why wouldn't you want to stay on Charlotte? [EOS],What's the reason for your refusal to stay in Charlotte?,Why wouldn't you want to stay on Charlotte? . I am curious as
Anthropology is one of its own more recent subdivisions. [EOS],One of the more recent subdivisions being anthropology.,Anthropology is one of its newer subdivisions. I'm a member
"Bin Ladin apparently kept his options open, maintaining contacts with Gulbuddin Hekmatyar, who, though an Islamic extremist, was also one of the Taliban's most militant opponents. [EOS]",Bin Ladin kept his options open by keeping in contact with Gulbuddin Hekmatyar.,Gulbuddin Hekmatyar was one of the Taliban's most militant
"Or they suggest that a confiict be solved by creating new, mutual goals. [EOS]",New goals being created can help solve conflicts.,They suggest that a confiict be solved by creating new goals. Ob
The colors of the blouse can be changed with a few computer steps. [EOS],It's just a few steps with the computer to a new color for the blouse.,The computer can change the colors of a blouse. I'm sure you
"As I recall, I've never asked you for a contribution...until now. [EOS]","I've never asked you for a donation, but I will now.","I've never asked you to make a contribution. Gee, I recall"
"When a performer is inspired, it is said that he, or she,  tiene duende  (`has it'). [EOS]",It is said that a performer 'has it' when they are most inspired.,It is said that a performer has tiene duende when inspired. (
 We serve a classic Tuscan meal that includes a Florentine terrine made with dick and chicken livers. [EOS],We serve a meal of Florentine terrine.,The Florentine terrine is served with dick and chicken livers. 
"Uh Asimov, he died about 8 years ago but I still find one or two of his that I hadn't read yet. [EOS]",I still find Asimov stories that I haven't read before.,"I still have some of Asimov's books. Gee, he died"
"At 9:58:57, Jarrah told another hijacker in the cockpit to block the door. [EOS]",Jarrah told another highjacker to block the cockpit door. ,Jarrah told another hijacker to block the door. I'm telling you
They knew American 77 was lost. [EOS],They had knowledge of American 77's condition.,They knew that American 77 was no longer there. I'm sure they know
"As for Macbeth's great bond , this is a crux over which commentators have argued for years. [EOS]",People have argued over parts of the play for a long time.,Commentators have argued for years about Macbeth's great bond. I
"Jarrah's objective was to crash his airliner into symbols of the American Republic, the Capitol or the White House. [EOS]",Jarrah was ordered to destroy symbols of America.,Jarrah wanted to crash his plane into symbols of the American Republic. I
"He tried the radios, first calling the aircraft directly, then the airline. [EOS]","He tried talking to the pilot, then he contacted the airline.","He tried the radios first, then calling a carrier. I'm trying to"
"All on board, as well as many civilian and military personnel in the building, were killed. [EOS]","Everyone, including civilians and military, was killed.  ",All of the people on board were killed. I was a civilian and military
"Since its re-organization, MCCOY has established its unique niche within the community by refraining from direct service programming and focusing on what it does  helping to identify youth needs, convening groups of individuals and organizations which can address those needs, and moving toward collaborative solutions. [EOS]",MCCOY helps to organize groups to address community needs.,"MCCOY focuses on youth needs.  and collaborative solutions, since it re"
I won't tell. [EOS],I won't tell.,I will not tell.  I won't say anything at all! .The
"Consider Dickens' sharp image in Bleak House (Chapter LIV) when he describes how  Sir Leicester leans back in his chair, and breathlessly ejaculates. [EOS]",Sir Leicester was ejaculating while leaning back in his chair.,Sir Leicester ejaculates when he leans back in his chair. I think Dickens
"metapsychosis One of the finest of traps for the knowledgeable  it has nothing to do with some over-arching, society-wide psychological illness like alcoholism or jogging. [EOS]",Metapsychosis and alcoholism aren't related to one another.,Metapsychosis is not related to alcoholism or jogging. Ob
How about making their publicity buyer-friendlier as well? [EOS],Perhaps buying publicity should be made easier?,"How about making their publicity buyer friendlier as well? . for example,"
"Hopefully, all of us can do more internal marketing with our young patients to encourage them to consider the field of Dental Assisting. [EOS]",We should all encourage our young patients to consider the field of Dental Assisting.,We should encourage our young patients to consider the field of Dental Assisting. 
"She's a, she works in a warehouse now, actually. [EOS]",She is employed at the warehouse.,"She works in a warehouse now. I'm not sure, but she is"
"No evidence of firearms or of their identifiable remains was found at the aircraft's crash site, and the cockpit voice recorder gives no indication of a gun being fired or mentioned at any time. [EOS]",There was no evidence of guns on the plane.,There was no evidence of firearms or remains found at the aircraft's crash site. 
"But in most situations in which a firm provides a wide range of goods to customers, some of its products will have low or moderate demand variation, while others' demand will vary a great deal. [EOS]",Some of the products a firm carries will have low demand variation.,Some of the products in a firm's supply chain will vary greatly. I
"There is another option called, SUGGEST, which, if invoked, lists up to seven or eight words that you might have had in mind when you wrote the one that offended the machine, and this brings me to the point of this article. [EOS]","By using the SUGGEST option, the program lists up to seven or eight words.",SUGGEST is a way to invoke seven or eight words that the machine can
"The Japanese spell and pronounce what they hear and are accustomed to pronounce, much as Americans are inclined to say  Kindagarden,   ekscape,   lawnjeray,   asterik,  and  ekcetera.  [EOS]",Americans are inclined to pronounce words differently from how they are actually spelled.,Americans and Japanese people both spell the same things. I'm sure you know
You can stop. [EOS],You don't have to go on.,You can stop. I'm not going to ask you anymore? .The
Futures for Children was founded over 30 years ago to provide unique solutions for positive and sustainable social change by placing children at the center of community decision-making and action. [EOS],Futures for Children mission is to provide unique solutions for social change.,Futures for Children was founded over 30 years ago. I'm a
"By the 1990s, high birthrates and declining rates of infant mortality had produced a common problem throughout the Muslim  a large, steadily increasing population of young men without any reasonable expectation of suitable or steady employment-a sure prescription for social turbulence. [EOS]",There are a lot of young unemployed Muslim men.,"The Muslim population grew rapidly.  and the social turbulence was caused by it,"
The Challenger Scholars Program attempts in a small way to address this crisis by encouraging bright and dedicated students with a desire to extend their knowledge into the classroom as teachers to continue in that career path. [EOS],The purpose of the Challenger Scholars program is to inspire students to become teachers and continue their career path.,The Challenger Scholars Program encourages students to continue their education.  and addressing this crisis
I want to meet the coldest women'the women who get their diamonds and cars and then start to bawl about how sad and unlucky they've been. [EOS],There are women who unfairly complain about their lives even though they have diamonds and cars.,I don't want to meet the coldest women. The ones who get
The opportunities presented by the Ruth Lilly Outdoor Center offer these kids learning experiences not available in the inner-city environment. [EOS],The inner-city environment doesn't have all types of learning experience kids may need.,The Ruth Lilly Outdoor Center offers kids learning experiences not available in the inner-city environment
"Well, let's see. [EOS]","Let's find out, then.","Let's see. I'm not sure what to do next, but let"
Everything will be okay. [EOS],Everything will be all right.,Everything will be fine. I am confident that it is not a problem at
"They were scary, throwing a child in the oven and all that sort of thing! [EOS]",Throwing the child in the oven was scary!,"They were scary, throwing a child in the oven. I was scared!"
"The going gets tougher, however, as the two meanings of the answer move further  [EOS]",When there are two meanings it gets harder.  ,The going gets harder as the two meanings of answer move further. I'm
"We lived between, between the border of Honduras and El Salvador. [EOS]",We resided between the border of Honduras and El Salvador. ,We lived between Honduras and El Salvador. I'm not sure where we were
I cannot overemphasize the importance of your support. [EOS],Your support is exceedingly important and cannot be exaggerated.,I cannot emphasize the importance of your support. angle? I can't ove
"The controller tracking American 77 told us he noticed the aircraft turning to the southwest, and then saw the data disappear. [EOS]","According to the controller, the data for the aircraft disappeared after it turned to the southwest.",The controller saw the aircraft turn to a southwest and then lost all of his data.
"When 3- and 4-year-olds use their newfound capacity to talk about mental states during play with friends, their understanding of false belief improves further. [EOS]",Children have the ability to understand false belief.,Children who talk about their mental states with friends are able to understand false beliefs better.
Congress killed the idea. [EOS],Congress vetoed it.,"Congress killed the idea. I'm sorry, Congress! The concept was dead"
Does parenting really matter? [EOS],It's unclear if parenting is really that important.,Does parenting really matter? . The question is posed by someone who has no
The first of two case studies illustrates how demand uncertainty affects a firm's target inventory levels. [EOS],The first case study demonstrates demand uncertainty and its effects on inventory levels.,Demand uncertainty affects a firm's target inventory levels. The first of two case
"In an intensive observational study of daily storytelling in two communities'six middle-class Chinese families in Taipei, Taiwan, and six middle-class American families in an Irish-Catholic neighborhood in Chicago'Peggy Miller and her colleagues72 found that preschoolers and their family members routinely narrated past experiences. [EOS]",Peggy Miller's observational study revealed that preschoolers and family members narrated past experiences.,Peggy Miller and her colleagues studied preschoolers. Gathering information from families
"In many other places, the ancient sites lay buried'and still do'beneath modern  modern property owners quite understandably take a dim view of tearing down their buildings on the off chance that the remnants of an ancient town will be found several yards below. [EOS]",Many ancient places remain in undiscovered. ,Property owners are not willing to tear down their buildings if they might find remnants of an
Take a step toward making a difference in the lives of our young woman and recommit to the Girl Scout vision. [EOS],Move in a direction to create a difference for the lives of young women and commit again to the vision of Girl Scouts.,Take a step towards making an impact on the lives of our young women. 
I'm enclosing some information on Children's Harbor which I hope you'll find interesting. [EOS],I have attached some details about Children's Harbor for you to read.,I hope you'll find the information on Children's Harbor interesting. angleInformation
"The IU School of Dentistry is committed to remaining the recognized leader in scholarly research, teaching and service. [EOS]","The IU School of Dentistry is the leader in scholarly research, teaching and service.",The IU School of Dentistry is committed to remaining the recognized leader in scholarly research.
"Grandpop was a very quiet, somber man he wouldn't say much but uh, Gra ndmom was a little more boisterous. [EOS]",Grandfather was a silent man and didn't talk much.,Grandpop was a somber man. I think Gra ndmom and
The first of the Andrews fighters was airborne at 10:38. [EOS],Fighters were in they sky at 10:38.,The Andrews fighters were airborne at 10:38. I'm aware that the
I have a savings account. [EOS],I have an account where I deposit my savings.,I have a savings account.  and I am aware of it's existence in
" It sounds like, we're talking to New York, that there's another one aimed at the World Trade Center. [EOS]","When talking to New York, it seemed as if another plane was aimed at the World Trade Center.",It sounds like there's another one aimed at the World Trade Center. I
"It was a series of little fiction stories, and my mother must have read me every single one of them. [EOS]",My mother read me every one of those fiction stories.,My mother must have read me all of the stories. I was a reader
"Girl Scouts experience a wide range of real life skills--first aid, resume writing, and managing money. [EOS]",Girl Scouts learn many new great and useful skills.,The Girl Scouts have a wide range of real life skills. I'm learning
"A survey of over 36,000 Indiana youth conducted by the IU Prevention Resource Center found that approximately two-thirds of substance abuse begins with this age group. [EOS]",The survey indicated that 66% of substance abuse begins when they are still youths.,"The IU Prevention Resource Center conducted a survey of over 36,000 youth. "
"For example, close to 50 percent of the value of shipments for men's shirts comes from the cost of materials, while 25 percent arises from compensation costs. [EOS]",The cost of materials for men's shirts is greater than the compensation costs.,Men's shirts are shipped by cost of materials and compensation costs. angleThe
We have already described some specific ways that managers can think about integration of new information technologies and manufacturing practices. [EOS],Managers can think about integration of new technologies in any of the ways we have described.,Managers can think about integration of new information technologies and manufacturing practices. Ob
"However, these tax credits are only available for a limited time, so we ask that you act soon if you would like to use them. [EOS]",Act soon if you would like to take advantage of these tax credits.,These tax credits are only available for a limited time. I'm asking you
"They're making trincheras, they call them trincheras, where they're putting mounds of stones near the houses, so that the bullets there. [EOS]","They're building trincheras, or stone trenches around their houses.",They are making trincheras. I'm putting mounds of stones
"So, early that morning, that afternoon, I came down from San Miguel, and I told him, I'm going to go. [EOS]",I traveled from San Miguel to tell him that I am leaving.,"I told him I was going to leave.  and early that morning, from"
Your memories are probably very similar. [EOS],Your memories have many similarities. ,"Your memories are likely to be very similar. I think so, too!"
Push them back. [EOS],They must be shoved back and left there.,Push them back. I am asking you to do that as well? .
"Nobody who knew him would have expected him to do anything else, whether he had been sent away in disgrace or not'but, as it was thought he had left the country, his return did have a dramatic quality. [EOS]",Nobody he knew expected him to do anything else.,He was thought to have left the country. I think no one expected him
"The program soon expanded to other vendors, including apparel suppliers, who entered their own  trading partnerships with Wal-Mart. [EOS]",Apparel suppliers began using the program after creating a trade partnership with Wal-mart.,The program expanded to other vendors. I'm apparel suppliers entered their own trading
You don't know. [EOS],You don't know.,"You don't know. I'm not sure either, you're clueless about"
We hope that you will consider a personal gift to help us offer our young people as possible. [EOS],We hope you will give us a personal gift to help young people.,We hope you will consider a personal gift to help us offer our young people. 
The lines further from the trend line indicate the range with a likelihood of 90 percent. [EOS],The lines with greater distance from the trend line show the range with a 90 percent possibility.,The range with a likelihood of 90 percent is indicated by the lines further from trend line
Even on so small an island as Taiwan the Mandarin-speaking ex-mainlanders cannot converse with the Taiwanese-born majority who have not bothered to learn Mandarin. [EOS],The language differences on Taiwan mean that the Taiwanese majority and its Chinese ex-mainlanders still cannot talk to one another.,The majority of Taiwanese-born people have not learned Mandarin. Inexp
My name is Gloria Cotton. [EOS],I have a name.,"Gloria Cotton is my name. I am Gloria Cottages,"
The outcome left Bin Ladin indisputably in charge of what remained of the MAK and al Qaeda. [EOS],Bin Ladin was in charge of what was left of al Qaeda.,Bin Ladins was in charge of what remained. The outcome left Bin
"Probably Lois, your Aunt Lois. [EOS]",It is likely to be your Aunt Lois.,"It's likely your Aunt Lois. I think so, too? .The"
State financial support is unlikely to increase significantly during the remainder of this decade. [EOS],Financial support from the state is unlikely to increase significantly.,State financial support will not increase significantly during the remainder of this decade. Ob
"The connotation of gifted artistic performance, however, might stem from the gypsy culture in Andalusia whose dialect, cal?? , has words like duquende (possibly from the Russian dook ) meaning `spirit or ghost,' and duquendio , meaning `maestro. [EOS]","The word duquende translates to spirit, or ghost.",The gypsy culture in Andalusia has words like duquende. 
I couldn't have done it. [EOS],I couldn't have done it.,"I couldn't have done it. ""It was impossible for me to do"
"Three months later, when interviewed in Afghanistan by ABC-TV, Bin Ladin enlarged on these themes. [EOS]",Bin Landin was interviewed three months later.,Bin Ladan was interviewed in Afghanistan. Ibbin expanded on these
"Instead, they obey their caregivers and go to bed. [EOS]",They went to bed and didn't disobey their caregivers.,They obey their caregivers and go to bed. Obstacles are not a
"About thirty years ago, when I was concocting an epicurean dish and saw that I had no sherry on hand, I went to the liquor store and bought a bottle of muscatel that was being sold for an absurdly low price and that I thought might be exactly right for my sauce. [EOS]",Thirty years ago I ran out of sherry while making a dish so I bought a bottle of muscatel really cheap. ,I bought a bottle of muscatel that I thought would be perfect for my sauce
"That is to say, beside Indo-European and Indo-Hittite, there must have existed an Indo-Slurvian. [EOS]",There must have existed an Indo-Slurvian.,There must have been an Indo-Slurvian. Inexp
But not all fantasy qualifies as wish fulfillment. [EOS],Not all fantasy is for wish fulfillment.,Not all fantasy fulfills wishes. I am not sure if that is true
"Um, I wanted to be closer to my family, number one, and, um, number two, I have a lot of friends coming here, which helped me a lot, and, um, I just liked the Charlotte, um, UNC Charlotte because I wanted to be a, a nurse. [EOS]",I wanted to go to UNC Charlotte to become a nurse.,I wanted to be closer with my family.  and I have a lot of
"NORAD, what's the situation? [EOS]","What is going on,  NORAD? ","What is the situation with NORAD? . What's going on there,"
Please show your support and make a gift. [EOS],Please give a gift as a way of demonstrating your support.,Please support and make a gift. I am asking you to show your love
A valuable seven-week course called COPES [Community Orientation for Expatriate Spouses] introduces the non-employed spouse to day-to-day life and opportunities in central Indiana. [EOS],COPES is a seven week course that informs and trains the non-employed spouses.,COPES is a seven-week course that introduces non employed spouses to dayto
Just like the respect we've earned from U.S.News  and World Report. [EOS],It's the same kind of respect we've earned from U.S.News and World Report.,We have earned respect from U.S news and world report angle? .
But fortunately they didn't. [EOS],"Fortunately, they did not do that.",They did not. I was lucky that they didn't do it either!
My dad still doesn't believe me. [EOS],My father still doesn't think I'm telling the truth.,My dad doesn't believe me. I am still not convinced by my father
Gifts of $100.00 are more are recognized through various ways by the school. [EOS],Donations of $100 dollars are appreciated more by the school.,The school recognizes gifts of $100. I am aware that the schools recognize
Please use the enclosed reply card and the postage-paid envelope to make your contribution. [EOS],Please use the enclosed reply card and the return envelope to donate.,The reply card and envelope are needed to make your contribution. I'm asking
You can help us help overburdened new parents. [EOS],We can help overburden parents with your help.,You can help us with overburdened new parents. angle? .
"Through conversing with others, we try to make puzzling events and behaviors understandable. [EOS]","Through talking with others, we try to understand puzzling events.",We try to make puzzling events and behaviors understandable through conversing with others. 
He made a face too. [EOS],He made a face.,He made a face. I was also making one as well! .The
What kind of stories does she tell you? [EOS],What different types of tales does she give to you?,What kind of stories does she tell you? . What are the types that
"Nobody who knew him would have expected him to do anything else, whether he had been sent away in disgrace or not'but, as it was thought he had left the country, his return did have a dramatic quality. [EOS]",Nobody he knew expected him to stop.,He was thought to have left the country. I think no one expected him
"That's why it's such like a big thing, because my uncle, he went, he went into the military and then came out. [EOS]",My uncle served in the military.,My uncle went into the military and then came out. I understand why it
"Having spreading, computer-cutting, fusing, and inspection in the same areas also allows teams of cross-trained workers to prepare the order for sewing, finishing, final inspection, and packaging. [EOS]",Keeping many operations in the same area will help other operations be prepared.,"Cross trained workers can be used to prepare the order for sewing, finishing and final inspection"
"Inevitably, some of the entries are more imaginative than others; Dickson will have his hands full if everyone responds giving private words. [EOS]",Some entries have a lot more imagination than others.,Dickson will have his hands full if everyone responds giving private words. The
"Once these manufacturing and information practices have been adopted, it should come as no surprise that they affect the performance of business units. [EOS]","If the practices are adopted, it should come as no surprise that they affect the performance of the business units.",The performance of business units are affected by these manufacturing and information practices. I
"Using traditional sewing operations, it typically takes eight weeks to produce a coat, from the time an order is issued for cutting to the moment the finished goods are hanging in a manufacturer's distribution center. [EOS]","From start to finish, making a coat via traditional methods takes roughly eight weeks.",It takes eight weeks to make a coat. I'm talking about traditional sewing
"Excessive stimulation also causes them to withdraw as they try to shield themselves from a stimulus deluge, thereby creating conditions that, paradoxically, are much like stimulus deprivation! [EOS]",Stimulus deprivation can be caused by too much stimulation.,"Excessive stimulation causes them to withdraw.  and paradoxical, they create conditions"
"When Sydney experiments with the color-matching strategy and succeeds in placing the brown piece, she internalizes the technique. [EOS]",Sydney internalizes the technique only when successfully placing the brown piece.,Sydney successfully places the brown piece.  and she internalizes how to
But the situation soon  [EOS],The situation soon. ,The situation will be resolved soon.  and uncertainly? . The circumstances are
We need your participation in our activities and your financial support to help make our goals happen. [EOS],We need your money and cooperation to help achieve our goals.,We need your support to make our goals happen. I'm asking for you
"I love to read just plain history, um, it must have rubbed off in some aspect because that's the kind of thing I still read. [EOS]",I love to read pure history.,I love reading history.  and it must have rubbed off on me because that
When I first came to Goodwill I was a single parent with little or no self-esteem. [EOS],I was a single parent with not much self-esteem when I first arrived at the Goodwill.,I was a single parent when I first came to Goodwill. angleMy
The creation of a national highway system in the 1950s further fostered the development of mass retailing by opening vast new spaces in suburban malls. [EOS],The completion of national roads in the 50s helped the advancement of mass retailing.,Mass retailing was further fostered by the creation of a national highway system in 1950
Statistics for the current academic year are the same. [EOS],This academic year's statistics are identical.,Statistics for the current academic year are similar. I'm sure you know that
We are returning to the airport. [EOS],We will be going back to where the flight departed from.,We are returning to the airport. I am going back with my family and
Understanding is the key. [EOS],Understanding is the most important aspect,"Understanding is the key.  and practical thing to do in this situation, for"
"Most recently, we received results of an employment survey of 1990- 91 graduates, conducted by IUPUI's Career and Employment Services--it was pleasing to learn that we had nearly twice as many graduates as any other department in the School of Liberal Arts. [EOS]",We have recently received employment survey results. ,The School of Liberal Arts had more graduates than any other department. I was
"Therefore, this age group continues to need more adult supervision and positive programs during after school hours. [EOS]",It's an age group that needs more adult supervision and positive programs during school hours.,This age group needs more adult supervision and positive programs. The youth need this
"Uh, so yeah, I took up a lot of her life and she read a lot of children's stories to me as a result of that, but I don't believe she read a lot for her own amusement. [EOS]",I took up a lot of her time and she read a lot of children's stories.,I took up a lot of her life and she read to me. (
Do you know what a teja is? [EOS],What is a teja?,Do you know what a teja is? . Do I understand it correctly
"In studies following children from infancy into childhood and adolescence, early brief episodes of parental stimulation and sensitivity did not result in more competent children. [EOS]",Parental stimulation and sensitivity towards a young child don't really affect a child's competency.,Early brief episodes of parental stimulation and sensitivity did not result in more competent children. 
"We hope the enclosed bookmark, just the right size for a paperback, will remind you of Joe and the hundreds of other adults working to improve their lives, their families and their community through stronger basic skills. [EOS]",We hope the enclosed bookmark will remind you of Joe and other adult learners gaining basic skills.,The bookmark is just the right size for a paperback.  and we hope it
The entire thing! [EOS],The whole thing,The entire thing! . The whole of it? All the way through to
"Would you say that um, your mom or you dad or whoever is telling the story, tells that part of the story, the, the last part when you came to the door and she saw the glow of light, would you say that they tell that part of the story more than any other part or do they tell the whole thing from beginning to end? [EOS]","Do your mom or dad, when they tell the story, tell it all fully from start to finish and give pretty equal emphasis to all parts of it, or do they focus much more on the bit near the end where you approach the door and she sees the glowing light? ",Do they tell the whole story from beginning to end? .Would you say
"Hence, the term isogloss , from iso - `same' + gloss `word,' to describe the line on a map where the terms are of equal distribution. [EOS]",The word isogloss refers to the line on a Mao where terms are equally distributed. ,Isogloss is a term that means the line on which terms are equal. 
Coming to Goodwill was the first step toward my becoming totally independent. [EOS],becoming totally independent is a process that starts with coming to Goodwill.,I came to Goodwill.  and started my journey towards becoming independent completely on
"It's a relatively painless experience and not very cumbersome to deal with, not bad. [EOS]",It was pretty good and really simple to deal with.,It's not a bad experience. I don't have to deal with it
"That's a little bit of pressure, though. [EOS]",That is a small amount of pressure.,That's a little bit of pressure. I'm not sure if I agree
A list of the schools served during the 1996-97 school year is enclosed. [EOS],Here is a list of the schools we served.,The 1996-97 school year's list of schools served is enclosed. Ob
