Please join in this help with your gift today. [EOS],Please offer us assistance with a present.,Please join in this help with your gift today. I am asking you to
Creating and expanding opportunities for neighborhood businesses. [EOS],Neighborhood businesses will have new opportunities.,There are opportunities for businesses in the neighborhood. I am creating and expanding them
"Well, one day, I sai, I was going from San Miguel, uh, to Carolina, my brother lived, my brother was the principal of that, of that school there, in Carolina. [EOS]",Sometime I'm going to visit my brother in Carolina. He's the principal of a school out there. ,My brother lived in Carolina.  and I was traveling from San Miguel to Charlotte
"We'll welcome their call and do our best to help them through the difficult time, so they can get on with their lives. [EOS]",We will do our best to assist them through hardships.,We will help them through the difficult time. I'll welcome their call and
"As Figure 6.6 shows, the safety stock needed to achieve a given customer service level is proportional to the standard deviation of the demand forecast. [EOS]",Figure 6.6 shows the safety stock needed to achieve a given customer service level.,The standard deviation of the demand forecast is proportional to safety stock needed. (
It is not clear how the shootdown order was communicated within NORAD. [EOS],The shootdown order was communicated inside of NORAD.,It is not clear how the shootdown order was communicated within NORAD. 
"To save this precious, historical land from developers, Audubon worked with a local bank and purchased this land for preservation. [EOS]",Audubon bought the land to ensure its preservation.,Audubon purchased this land to preserve it. I'm a historical owner
What about high school into college into adulthood what are some of the books that you read? [EOS],What did you read while transitioning from high school to adulthood?,What books did you read in high school and college? . What are some
We continue to assume that this SKU has the weekly demand distribution shown in Figure 6.1 (page 92). [EOS],The demand distribution is assumed to follow figure 6.1.,We assume that this SKU has the weekly demand distribution shown in Figure 6.1
"When somebody orders custom-made clothing, his or her measurements are taken by a fitter in a store and, three to six weeks later, the garment appears. [EOS]","When you order custom clothing, it shows up three to six weeks later.",Custom-made clothing is ordered by a fitter in the store. (
My cousin's. [EOS],That is my cousin's.,"My cousin's. I am related to them in some way, too?"
"Gradually, spike one's guns came to mean `frustrate the enemy by blocking his intended plan of action. [EOS]","""Frustrate the enemy by blocking his intended plan of action"" was known as spiking one's guns.",Spike one's guns became a way to frustrate the enemy. I
You can help make this valuable program available to many persons who are not currently benefiting from dental care. [EOS],You can help expose people who are not benefiting from dental care to this program.,Many people who are not currently benefiting from dental care can benefit. angle this
"All The Little Monster Books, I can't remember what the individual names of them were but I've read them all multiple times. [EOS]",I've read all of The Little Monster books. ,I've read all of the Little Monster books multiple times. The individual names
Two minutes later the transponder was turned off and even primary radar contact with the aircraft was lost. [EOS],Primary radar contact with the aircraft was lost.,The transponder was turned off and primary radar contact with the aircraft vanished. 
 Do you think that's what she wants?  [EOS],You and I are questioning whether it is what she wants or not.,"Do you think she wants that? . Do I understand her thoughts correctly,"
"Well, my brother had a, cow, tied out, and a goat, the cow's offspring. [EOS]",My brother owned a few animals.,"My brother had a goat and cow. I have two animals, my siblings"
I kept them in good shape until my last 78-rpm turntable died. [EOS],I kept them in good shape until the turntable broke.,I kept them in good shape until my last 78-rpm turntable died.
"But between water and watt there are fifty-four main entries in Cobuild and 148 in CED . They share such entries as water biscuit and waterworks . But in addition CED alone enters water measurer (a `bug'), Watford (a `town north of London'), etc. [EOS]","Cobuild and CED both contain water biscuit and waterworks, but only CED has water measurer.",Cobuild and CED share entries. (s)Water biscuit
"I would just scream and scream you know that, No, no, don't do that. [EOS]","I would scream and scream, you know that very well, so please, do not do that.",I would scream and yell.  I don't want you to do that!
Many controllers work at the FAA's 22 Air Route Traffic Control Centers. [EOS],Many controllers work in the control centers.,The FAA has 22 Air Route Traffic Control Centers. I think many controllers work
"'If it were not for the services they provide us, we older persons would not be able to get around to do our business, such as visits to doctors, grocery and drug stores. [EOS]",Older people would have no transportation with out the service.,They provide us with services that help older people do their business. I'm
The jagged heavy line in Figure 6.5 (page 100) depicts a typical inventory pattern for a replenishable product like our blue jeans in size 8. Note that the inventory level drops gradually as consumers purchase the item. [EOS],Figure 6.5 has a heavy and jagged line featured in it.,The blue jeans in size 8 are a typical replenishable product. angle is
The optimal policy is one for which marginal increases or decreases in chosen inventory levels will not confer additional profits. [EOS],The best policy is one in which small changes in inventory levels will not affect profits.,The optimal policy is one for which marginal increases or decreases in chosen inventory levels will not
"Furthermore, the repression and isolation of women in many Muslim countries have not only seriously limited individual opportunity but also crippled overall economic productivity. [EOS]",The stiffing of women's rights in Muslim nations cripple their economies.  ,"Women in Muslim countries are often isolated.  and constrained economically, which has hurt"
"He appointed a new financial manager, whom his followers saw as miserly. [EOS]",The new financial manager was seen as being very stingy.,"He appointed a new financial manager, whom his followers saw as miserly. "
"They have already transformed channel relations in such industries as food and grocery, home-building products, personal computers, and office products. [EOS]",They transformed the relations in food and grocery industries.,Channel relations have been transformed in many industries. I'm sure they've already
We have provided an invoice to facilitate your gift. [EOS],We've given you an invoice to aid your gift. ,We have provided an invoice to facilitate your gift. I'm glad you did
"The most up-to-date versions of automatic-cutting equipment, including the GERBERcutter, are even more effective. [EOS]",The GERBERcutter is an example of automatic-cutting equipment.,The GERBERcutter is a more effective automatic-cutting equipment. I
It's such a handicap not to read. [EOS],Not reading it would be a handicap.,It's a handicap to not read. I think it is such an
"Like when I lived at home, we did not get along at all for anything in the world; we would fight all the time. [EOS]",When I was at home we fought all the time.,We fought a lot when I lived at home. I was not good with
words = terms (synonym) perverse = flag for anagram anagram of `terms' = MSTER the first person = ADAM without = outside (!) ADAM outside MSTER = AMSTERDAM [EOS],"Words are a synonym for terms, and perverse is a flag for anagram. ",Words are words. I'm not sure what the first person means by AM
The hijacking began between 8:51 and 8:54. [EOS],Sometime between 8:51 and 8:54 the hijacking started.,The hijacking happened between 8:51 and 9. I'm not sure
"Even after controlling for the independent effects of firm size, product mix, and distribution channel on performance, we found that the most innovative firms were significantly more profitable than those that had adopted fewer of the key practices. [EOS]",Firms track a number of control variables to measure performance.,"The firms that adopted fewer practices were more profitable. Ironic, even after"
"Al Qaeda members could travel freely within the country, enter and exit it without visas or any immigration procedures, purchase and import vehicles and weapons, and enjoy the use of official Afghan Ministry of Defense license plates. [EOS]","Al Qaeda members had unlimited powers within the country, could purchase and import weapons and vehicles and could travel freely without visas. ",Al Qaeda members were allowed to travel freely within the country. I'm able
It was all of those positive influences that I have to thank for opening my eyes to dentistry as a profession. [EOS],I have had many positive influences that helped me get into dentistry as a profession.,I have to thank positive influences for my interest in dentistry. angleD
That's a good attitude! [EOS],That is quite a fine stance! ,"That's a good attitude! . I'm glad you have that one,"
As you review the gifts you've made this year I please consider a year-end gift to Herron School of Art. [EOS],Please give a gift to Herron School of Art for the end of the year.,Please consider a year-end gift to Herron School of Art. I
It may help a family stay together. [EOS],A family's chances of staying together are increased with our help.,It may help a family stay together. I'm not sure if it will
"Inside the National Military Command Center, the deputy director of operations and his assistant began notifying senior Pentagon officials of the incident. [EOS]",Senior Pentagon officials were informed about the incident.,The deputy director of operations and his assistant began notifying senior Pentagon officials. 
"In short, while leaders in Washington believed that the fighters above them had been instructed to take out hostile aircraft, the only orders actually conveyed to the pilots were to ID type and tail. [EOS]",Washington leaders misunderstood the orders that had been given to the fighter pilots.,The only orders given to pilots were ID type and tail. I'm not
A response card is enclosed for your convenience. [EOS],Enclosed is a card to record your response.,A response card is enclosed for your convenience. I'm sure you will appreciate
"Enclosed is information that describes this program, as well as our community education initiatives in over 20 American Indian Nation. [EOS]",Enclosed are pamphlets and documents that describe our program.,Information about the program is enclosed.  and includes information on community education initiatives in
"Um she used to, she used to walk every day. [EOS]",She got in the habit of walking every day.,"She used to walk every day. I'm not sure, but she did"
"Oh, can you think of any other stories? [EOS]",Are there any other stories you can remember?,Can you think of any other stories? . I'm asking for a story
Did you ever see the ghost? [EOS],Where you able to see the spirit?,Did you ever see the ghost? . was it real or imagined by someone
Increased profit came from missing fewer sales by being in stock a higher percentage of the time. [EOS],More sales were made and profits went up.,Being in stock increased profit.  and it was a good thing because of the
Please make checks payable to IU Foundation for the Timothy J. O'Leary Periodontal Endowment Fund. [EOS],Please make your check towards IU Foundation.,The Timothy J. O'Leary Periodontal Endowment Fund is funded by the
And what can be done to ameliorate sweatshop conditions in developing countries that produce and export half of the apparel purchased in this country? [EOS],What can be done to fix the sweatshop problem in this country?,What can be done to improve sweatshop conditions in developing countries? . What
I guess I read a lot of classic comics. [EOS],I read a lot of classic comics.,I read a lot of classic comics. angle? I guess i did that
"Um, do you remember everything that your mom, like when she's telling the story, do you remember everything she tells or is some of it you remember and some of it you don't? [EOS]","When your mom is telling a story, do you remember it all or just parts of it?",Do you remember everything that your mom tells? . Do I recall it all
"But because the iron balls and the brass holders had markedly different coefficients of expansion, the pyramids of cannonballs had a tendency to collapse during cold snaps'weather that was cold enough to freeze the balls off a brass monkey. [EOS]",Cold weather causes the cannonballs to collapse.,The iron balls and brass holders had different coefficients of expansion. 'Cannon
I look forward to hearing from you soon. [EOS],"Please contact me soon, I look forward to it.",I can't wait to see you soon. ? I hope so! .
"Of course, at that time my rent was $50.00 a month. [EOS]","Absolutely, at that time, my rent was not much, just $50 a month.","My rent was $50 a month. I remember that at the time,"
"As a result, some of the fashion-oriented products that had been sourced offshore can then return to the United States. [EOS]",Some fashion products that had been outsourced then returned to the US.,Some of the fashion-oriented products that had been sourced offshore can then return to America
Our work on apparel supplier adjustments to lean retailing suggests that an economy characterized by an increasing level of modern manufacturing and retailing practices should experience lower levels of inventories relative to sales. [EOS],"There are lower levels of inventory, relative to sales in an economy characterized by modern manufacturing. ",Our work on apparel supplier adjustments to lean retailing suggests that an economy characterized by increasing
No it was gas because you washed your legs all over because you did it in shorts. [EOS],Your legs were washed all over due to having done it in shorts.,"You washed your legs in shorts.  and it was gas, no? No"
"Indeed, efforts to use public concern, and at times outrage, to tackle the sweatshop problem go back to the early part of this century. [EOS]",Efforts to curb sweat shop problems go back to the early century.,The sweatshop problem has been a hot topic for years. angle to tackle
"If you're not from Charlotte, you're not going to know where that's at, but, um, it was really far away from everybody and behind the airport and stuff like that. [EOS]",You are likely not from Charlotte because you are not going to know where that is.,It was far away from everyone and behind the airport. I'm not sure
Take a few moments to list five or six competencies of a child you know well. [EOS],We recommended listing out at least five competencies of a child who is familiar to you.,Take a few moments to list five or six competencies of the child. 
"I just loved Cinderella . I also saw my sisters as the wicked stepsisters sometimes , and I was Cinderella, running around waiting on them. [EOS]",I was really fond of Cinderella and sometimes imagined myself to be similar to her. ,"I loved Cinderella. The movie was a big part of my childhood, as"
The inaccurate accounts created the impression that the Langley scramble was a logical response to an actual hijacked aircraft. [EOS],"The accounts were inaccurate, and they created the wrong impression.",The Langley scramble was a logical response to an actual hijacked aircraft. Ob
"Yeah, but I've done it for so long, I'm used to like lifeguard and like everything like that. [EOS]",I've done lifeguard for so long that I'm used to it.,I've been a lifeguard for so long that I know how to do it.
"Also at 8:25, and again at 8:29, Amy Sweeney got through to the American Flight Services Office in Boston but was cut off after she reported someone was hurt aboard the flight. [EOS]",Amy Sweeney got through to the American Flight Services Office in Boston at 8:25 and again at 8:29 but was disconnected after she claimed someone was hurt during the flight.,Amy Sweeney called the American Flight Services Office in Boston.  and was cut off
"'If it were not for the services they provide us, we older persons would not be able to get around to do our business, such as visits to doctors, grocery and drug stores. [EOS]",Older people would have no transportation with out the service from United Way.,They provide us with services that help older people do their business. I'm
"Ironically, she notes, economically less well o parents find it easier to establish a viable dividing line between workplace and home. [EOS]",She notes that those most able to establish a dividing line between workplace and home are always poorer. ,She says that parents who are less well off find it easier to divide between work and
"To be fair, M and S also criticize identifications (mainly from news stories) of women as  mother of five  and other gratuitous characterizations that are not only irrelevant to the item's newsworthiness but are rarely offered about men. [EOS]",M and S criticize gratuitous characterizations that are irrelevant.,M and S criticize women's identification as mothers. The item is irrelevant to
"Thank you for your continued financial support, and for remaining alert for neighbors who need a helping hand. [EOS]",Thank you for keeping an eye out for neighbor's who need a helping hand and for your continued support.,Thank you for your financial support.  and staying alert to help neighbors who need
"For example, even at age 2, they waited patiently to open a small gift until a guest had departed'proper etiquette in Chinese culture. [EOS]",They waited to open a small gift when they were very small because they'd been taught to do so.,They waited patiently to open a small gift until the guest had left. Ob
"While most of the group's key figures had accompanied Bin Ladin to Afghanistan, Banshiri had remained in Kenya to oversee the training and weapons shipments of the cell set up some four years earlier. [EOS]",Banshiri remained in Kenya while the rest of the group went with Bin Ladin to Afghanistan. ,Banshiri was in Kenya to oversee the training and weapons shipments of a cell
"In 1998, CCI served 31,484 individuals right in their own backyards. [EOS]","31,484 were served by CCI, right in their own backyards.","CCI served 31,484 individuals in their own backyards. The CC"
Constant Lambert noted  The most successful time traveler of our days was undoubtedly Serge Diaghileff.  [EOS],Serge Diaghileff was the most successful time traveler.,Serge Diaghileff was the most successful time traveler of our days. 
"It is unlike Dr. Aman to cloak his subject'dirty language'under the euphemism  verbal aggression : he and most of the authors of the articles appearing in Maledicta let it all hang out; some, however, tuck it away neatly and write under a pseudonym. [EOS]",Some who specialize in offensive language are more comfortable using offensive language than others.,"Dr. Aman and most of the authors let it all hang out, but some hide"
"It has been a busy time, for we have an ambitious agenda for growth and development. [EOS]",Our agenda to expand and develop has made it a busy time.,We have an ambitious agenda for growth and development. I've had a busy
"Al Qaeda leaders set up a Nairobi cell and used it to send weapons and trainers to the Somali warlords battling U.S. forces, an operation directly supervised by al Qaeda's military leader. [EOS]",Al Qaeda and Somali warlords had a mutual relationship,Al Qaeda leaders set up a Nairobi cell and used it to send weapons.
He decided to make a brief statement from the school before leaving for the airport. [EOS],"Before he left for the airport, he made a brief statement.",He made a brief statement before leaving for the airport. I'm not sure
"Gifts to the Chancellor's Circle will help pay travel costs to our city and campus for prospective faculty and their spouses, along with some relocation costs. [EOS]",Donations to this fund help us to recruit talented faculty to join our institution.,Gifts to the Chancellor's Circle will help pay travel costs. angle for
To help accomplish these goals we need your support. [EOS],We need your support to fulfill these goals. ,We need your support to accomplish these goals. I'm looking for help with
So you feel like it's a southern thing? [EOS],Is that like some sort of southern thing?,Do you feel like it's a southern thing? . I am curious about
Lean retailing itself implies a dramatic reduction in the amount of inventory held by retail enterprises. [EOS],Lean retailing calls for an inventory reduction by retail enterprises.,Lean retailing implies a dramatic reduction in the amount of inventory held by retailers. 
"In the fall of 1993, another such delegation went to the Bekaa Valley in Lebanon for further training in explosives as well as in intelligence and security. [EOS]",Several kinds of training operations took place in Lebanon.,Another delegation went to the Bekaa Valley in Lebanon for further training. 
"It won't bother you, the cold weather and stuff? [EOS]",Would the cold climate not bother you?,"Do you not mind the cold weather? . I am curious about that,"
"In early childhood, it predicts positive mood, self-confidence and independence in mastery of new tasks, cooperativeness, and resistance to engaging in disruptive behavior. [EOS]","When established in early childhood, it can contribute to more positive moods and a greater sense of self-confidence.",It predicts positive mood in early childhood. I'm able to predict self-
"Um, when you're talking about your favorite stories, what was your favorite part of the story? [EOS]",Can you tell me the part of the story you enjoyed the most?,What was your favorite part of the story? . When you're talking about
So I guess they went that far. [EOS],They went far I guess.,"I guess they went that far.  I suppose?...well, maybe not"
It carried its full capacity of nine flight attendants. [EOS],Nine flight attendants - the full capacity - were on board.,The flight attendants were full.  and carried their capacity of nine passengers in the
"to which the other replied,Yes, put it in it, and pull it down. [EOS]",The other person told the former to put it in and pull it down.,The other said to pull it down. I asked if I could put something
"Today, in addition to one-on-one tutoring, we offer small group and English as a Second Language tutoring and video-based instruction for adults with learning disabilities. [EOS]","We offer one-on-one, small group, English as a Second Language tutoring and instruction for adults with learning disabilities. ",We offer English as a Second Language tutoring and video-based instruction for adults with
"A Treasury of the World's Great Letters , Simon and Schuster, N.Y., 1940) in which he relates how he sends his native boy up a palm tree, where he  cuts off a couple of vast nuts. [EOS]",A Treasury of the World's Great Letters was published in 1940.,He tells a story about his native boy. I'm in the Treasury of
The First  Apparel Design and Patterns [EOS],The Apparel Design Prototype,"The first apparel design and patterns. I am looking for the second one,"
There was no hijack to report at 9:16. [EOS],As of 9:16 there wasn't a hijack to report.,There was no hijack to report at 9:16. I'm not
Bin Ladin began delivering diatribes against the United States before he left Saudi Arabia. [EOS],Bin Laden spoke out against the U.S.,Bin Ladins left Saudi Arabia. Ibrahim began to speak against
"In the course of this chapter, I have had much to say about just how parents and teachers can capitalize on children's natural propensities. [EOS]",This chapter has covered many topics including how to capitalize on children's natural propensities. ,I have had a lot to say about how parents and teachers can capitalize on children's
"How does the YWCA differ from other organizations that provide health, fitness, social and education services? [EOS]",What makes the YMCA unique?,"How does the YWCA differ from other organizations that provide health, fitness and social"
I would enjoy meeting with you and hearing how the School of Engineering and Technology has affected your life. [EOS],I would like you to express your opinion of how Engineering department has changed your life,I would like to hear how the School of Engineering and Technology has affected your life.
"In Bleak House (Chapter XXVII) Grandfather Smallweed, referring to Mr. George, warns Mr. Tulkinghorn that  I have him periodically in a vice. [EOS]",Smallweed warns Tulkinghorn that I have him in a vice.,Grandfather Smallweed warns Mr. Tulkinghorn that he has him in a vice
"The President and the Vice President indicated to us they had not been aware that fighters had been scrambled out of Andrews, at the request of the Secret Service and outside the military chain of command. [EOS]",The leaders were not aware that fighters were scrambled out of Andrews.,The President and the Vice president said they didn't know fighters had left Andrews. 
The definition in the Third Unabridged was a model of clarity compared with that. [EOS],The term was defined in an earlier version.  ,The definition in the Third Unabridged was a model of clarity compared to that
"Richard Bauerls writes interestingly about the recent proliferation of  one-letter words  [XIV, 1; XV, 1]. [EOS]",The recent popularity of one-letter words discussed by Richard Bauerls. ,Richard Bauerls writes about the proliferation of one-letter words. I'm
"The recorder captured the sounds of loud thumps, crashes, shouts, and breaking glasses and plates. [EOS]",There were many loud noises captured on the recorder.,"The recorder recorded the sounds of loud thumps, crashes and shouts. I"
Your contribution will help with funding so Jameson Camp can continue providing the year-round camping experience that gives kids a chance to create dreams. [EOS],You will help the funding of Jameson Camp if you give us money,Jameson Camp provides a year-round camping experience. The funding will help
It is spoken even in  A beautiful girl awakens in bed to find a vampire at her side. [EOS],A child wakes up to see a creature in her room.,A beautiful girl wakes up to find a vampire at her side. I think
But only four editors for such a massive work? [EOS],Just four editors to do this large quantity of work?,There are four editors for such a massive work. ? .The question is
"OK, well um, are there any particular stories related to this or anything else you enjoy reading now or um, I mean, is there anything looking at what you experienced, is there anything, any type of stories that you like to read now or that you like to hear about now? [EOS]",Do you like to read or hear stories about what you experienced?,Do you have any stories that are interesting to read now? . I want
Junior may have wrecked the car and daughter may have attained the age for orthodontia. [EOS],Junior may have wrecked the car and daughter may need an orthodontist. ,Junior wrecked the car and daughter may have attained orthodontia. 
"He argued that other extremists, who aimed at local rulers or Israel, did not go far enough. [EOS]",He held the stance that the other extremists should have went further.,He argued that extremists who aimed at local rulers or Israel did not go far enough.
The IUPUI Challenger Scholars Program encourages bright and dedicated students who want to teach to continue in that career path. [EOS],The scholarship program encourages students interested in a teaching career to continue pursuing that path.,The Challenger Scholars Program encourages bright students who want to teach. angleStudents can
But of what use is a long entry on spoonerisms? [EOS],What what can this long entry do for us?,A long entry on spoonerisms is of no use. I don't
Anybody who asks  Why a brass monkey?  [EOS],"Why a brass monkey, they ask? ",Anybody who asks why a brass monkey? . . The person asked that
"So, we stayed there. [EOS]",We were there.,"We stayed there. I'm not sure why we did that, but it"
"He was defeated by the alerted, unarmed passengers of United 93. [EOS]",The person was beat down by the people on the plane.,The passengers of United 93 were alert and armed. I was defeated by them
Bin Ladin maintained connections in the Bosnian conflict as well. [EOS],Bin Ladin keep his connections in the conflict.,Bin Ladins had connections in the Bosnian conflict. I'm aware
"Then he assists with a general prompt,  Which piece might go down here?  [EOS]","Which piece might fit here?, as he assisted with a general prompt. ",He asks which piece might go down here. I'm assisted with a general
Other parents use a repetitive style. [EOS],A repetitive style is used by other parents.,Other parents use a repetitive style. I am not familiar with this particular type
"--the teachers were much more, I guess, I don't know??? [EOS]","I don't know, the teachers were ---??","I don't know, the teachers were much more. ??? I'm"
"The computer, on command, then connects the image of the points on its screen with a series of line segments that form the silhouette of the pattern piece. [EOS]",The image of the points on the screen are connected by the computer.,The computer connects the image of points on its screen with line segments. I
"The other name, native well is, as a later explorer David Carnegie, author of Spinifex and Sand (1898), points out, a misnomer. [EOS]",The alternative name was a misnomer according to the explorer David Carnegie.,David Carnegie is the author of Spinifex and Sand. I'm not
"She knew I was going to do it, but Dad was pretty irate. [EOS]","Although she knew, dad was very mad.",Dad was angry because he knew I would do it. I did not tell
"These capacities, in turn, ease the task of establishing an intersubjective connection, and that connection provides the platform for the creation of additional  zones,  enabling children to master complex, culturally adaptive skills. [EOS]",These capacities make it easier for children to master more complex cultural skills.,The capacity helps children to learn complex skills.  and facilitates the creation of additional
"However, when I highlighted antecedent , what appeared on the screen was the same list of synonyms but with antecedent missing, and preceding had reappeared. [EOS]","When I highlighted the word antecedent, the synonym list was identical but preceding had returned.","When I highlighted antecedent, the list of synonyms appeared on screen. "
"Such fund are often used for college tuition, vocational training or a deposit on an apartment. [EOS]",The funds can be used for a variety of things.,The fund is used for college tuition. I'm a deposit on an apartment
"Suits and pants require thread colors that match or blend with the shell fabric, and it is important to reduce the number of thread changes the sewing operator has to make. [EOS]",Thread colors have to match with the shell fabric with suits.,The sewing operator needs to make fewer changes. (s) than the shell
"In particular, advanced practices in distribution and modular production interact with each other because they both reduce throughput time. [EOS]",One should certainly expect that distribution and modular production practices are combined to reduce the average time to complete processes.,Advanced practices in distribution and modular production interact with each other. The throughput time
"Where is, where was this? [EOS]",Where did it happen?,"Where is this? . Where was it located, where did you find that"
"But the highest-level Defense Department officials relied on the NMCC's air threat conference, in which the FAA did not participate for the first 48 minutes. [EOS]",Defense Department officials relied on the NMCC's air threat conference which didn't include the FAA intially.,The FAA did not participate for the first 48 minutes. UNiversity officials relied
"At 9:57, the passenger assault began. [EOS]",The passengers started fighting back at 9.57.,The passenger assault began at 9:57. I'm not sure what time
"If you'd like to make a donation at a later date, please indicate your pledge on the invoice and return it to us. [EOS]",We appreciate you indicating your pledged amount on the invoice.,Please indicate your pledge on the invoice and return it to us if you'd like a
"It is true that textiles firms still sell to apparel-makers, which in turn sell to retailers, which ultimately sell to consumers. [EOS]",Retailers act as a middleman between textile companies and consumers.,Textiles firms sell to apparel makers. I believe that textile companies still
"Do you have a chance to re-tell this story, um, in your work or to your own children? [EOS]",Do you have a chance to re-tell this story?,Do you have a chance to re-tell this story? . Will it
"You cannot touch, see, or hear the most important benefit of your Audubon membership. [EOS]","Audubon membership's most important benefit cannot be touched, seen or heard.","You cannot see, hear or touch the most important benefit of your Audubon membership"
"Whether clerical workers or executives, the majority confirmed the parental state of mind just  They complained of overly long workdays and frenetic home lives. [EOS]",They did complain of workdays that were too long and a home life that was frenetic. ,The majority of workers complained about long workdays and frenetic home lives. 
This year I have been teaching introductory geology laboratories. [EOS],I've been teaching labs for introductory geology this year.,I have been teaching introductory geology laboratories this year. Illustrations of
I know about that! [EOS],I knew that!,I know about that! . I am aware of it too? .The
"Such a plot had not been carried out anywhere in the world in more than 30 years, and never in the United States. [EOS]",It was the first time such a plot happened in the United States.,The United States has never seen a plot like this. I have not done
Yet the income gap in free time is not large; financially well-o individuals average only 2 to 4 hours a week less free time than do their less economically advantaged counterparts. [EOS],Richer folk only had an average of about 2-4 fewer hours of free time per week in comparison to less well off people. ,The income gap in free time is not large. Inequality-free
But my main object in choosing the passage was to illustrate the way in which Shakespeare could move from the literal to the metaphorical or metaphysical in his use of a legal term. [EOS],My main objective was to show that Shakespeare could go from literal to metaphysical. ,Shakespeare's use of a legal term was the main object. angle with
It came over the chat. [EOS],Chat was used for the communication.,It came over the chat.  and it was unexpected! .The speaker is
"And, there is always a need for scholarship funds to help make college degrees possible for our students, most of whom come from central Indiana. [EOS]",Most of the students come from Indiana.,Most of our students come from central Indiana. I think that scholarship funds are
"It is safe to say that lean retailers have also come out ahead, given their rapid growth in relation to, and at the expense of, traditional retailers in many different retail channels. [EOS]",Lean retailers have also come out on top.,Lean retailers have also come out ahead. I think it's safe to say
"Often, an entry offers nothing in the way of etymology and merely explains the meaning. [EOS]",An entry merely explains the meaning and doesn't offer anything in the way of etymology.,An entry usually explains the meaning. I'm not sure why an etymology
"In addition, they overstated the FAA's ability to provide the military with timely and useful information that morning. [EOS]",They oversold the competence off the FAA in regards to providing useful information on time.,They overstated the FAA's ability to provide timely and useful information that morning. 
"It took somebody like Slater'an indentured apprentice for over six years at the Arkwright and Strut's plant in Milford, England'to ferry the plans to America. [EOS]",The plans took more than six years to reach America.,Slater worked at the Arkwright and Strut plant for over six years. 
Computer images can be viewed on the local area network or even put on the Internet in a secure form. [EOS],Digital photos can be seen on the local network or securely uploaded onto the internet.,Computer images can be viewed on the local area network or even put onto a secure form
That fund would allow us to grant a $500 scholarship annually to meritorious applicants with financial need. [EOS],The fund has been especially set up to give us a vehicle through which we can award monetary help to worthy students.,We would be able to give a $500 scholarship annually. The fund allows
"Others are from families that are struggling to provide a healthy, happy environment but don't have the resources to make it possible. [EOS]",Others are from parents that are struggling to provide a healthy environment for their kids. ,Some families don't have the resources to provide a healthy environment. I'm
"We classify the SKUs into three  those with high demand (averaging 5,700 units a week) and low demand variation (Cv=0.6), those with medium demand (averaging 3,000 units a week) and medium demand variation (Cv=0.7), and those with low demand (averaging 1,300 units a week) and high demand variation (Cv= 1.3). [EOS]",The SKUs can be classified into three different classes with varying demands and demand variations.,The SKUs are classified into three categories. I'm not sure if you
"Which is really a story from beginning to end, I suppose. [EOS]","It is a complete story, I guess.",I suppose it's a story from beginning to end. ? I guess that
"This year, 1993, marks the ten-year anniversary of the A. Rebekah Fisk Memorial Scholarship. [EOS]",The A. Rebekah Fisk Memorial Scholarship was established ten years ago.,The A. Rebekah Fisk Memorial Scholarship was established in 1993 and has been
"After all, what can one do with a language like English except come up with things like A SLUT NIXES SEX IN TULSA or I MAIM MAIMI? [EOS]",Is there more someone can do with the English language than come up with absurdities?,"What can you do with a language like English? . I mean, A"
You couldn't leave it if you didn't rinse your glass out after you got drinking after you got done drinking it would stick to the glass to the point where you'd have to scrape it. [EOS],"If you didn't rinse the glass, it would stick to it.",If you didn't rinse your glass out after drinking it would stick to the point where
They claimed they had a bomb. [EOS],They said they had a bomb.,They claimed they had a bomb. I'm not sure if it's true
Oh I've done that a number of times. [EOS],I've done that many times.,I have done that a number of times. ? Oh I've already accomplished
"The threat of Soviet bombers diminished significantly as the Cold War ended, and the number of NORAD alert sites was reduced from its Cold War high of 26. [EOS]","After the end of the Cold War, the number of NORAD alert sites plummeted.",The threat of Soviet bombers decreased after the Cold War ended. UNalerts
It wasn't always like that. [EOS],It didn't used to be that way.,It was not always like that. I'm aware of it being different in
"When they learned a second plane had struck the World Trade Center, nearly everyone in the White House told us, they immediately knew it was not an accident. [EOS]",Everyone knew that the planes crashing were intentional.,The White House knew it was not an accident when they learned a second plane had struck
An envelope and giving card are enclosed (with checks payable to Indiana University Foundation). [EOS],We have enclosed an envelope and giving card for your convenience.,The envelope and giving card are enclosed. I'm sure you know the Indiana
Quality assembly of garments from pieces of material cut according to a particular pattern involves operations that can be carried out almost anywhere in the world. [EOS],Quality assembly of garments can be done virtually anywhere in the world.,The garments are made from pieces of material.  and can be assembled anywhere in
Laser-cutting equipment must be totally enclosed to be safe for human operators. [EOS],It is dangerous to operate laser-cutting machines as-is without a containment method.,Laser-cutting equipment must be completely enclosed to make it safe for human operators.
Your gift to the law school will be an investment in its continued excellence. [EOS],Your gift to the school will be an investment in its excellence.,Your gift to the law school will be an investment in its continued excellence. 
About this time the Fasten Seatbelt sign would usually have been turned off and the flight attendants would have begun preparing for cabin service. [EOS],The Fasten Seatbelt sign would have been turned off and the flight attendants would have begun the cabin service around this time.,The flight attendants would have begun preparing for cabin service by this time. I
Both plants are capable of making the same set of products. [EOS],The same product set can be made by either plant.,Both plants can make the same set of products. I'm sure they are
Boston Center asked the Herndon Command Center to issue a similar cockpit security alert nationwide. [EOS],Herndon was asked by Boston to send a cockpit security alert to the whole country.,The Boston Center asked the Herndon Command center to issue a similar cockpit security alert
