,premise,hypothesis,label
20,"<t>  No evidence of firearms or of their identifiable remains was found at the aircraft's crash site, and the cockpit voice recorder gives no indication of a gun being fired or mentioned at any time. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> find-01 :polarity - :ARG1 ( <pointer:2> thing :ARG0-of ( <pointer:3> evidence-01 :ARG1 ( <pointer:4> or :op1 ( <pointer:5> firearm ) :op2 ( <pointer:6> thing :ARG1-of ( <pointer:7> remain-01 ) :ARG1-of ( <pointer:8> identify-01 :ARG1-of ( <pointer:9> possible-01 ) ) ) ) ) ) :location ( <pointer:10> site :location-of ( <pointer:11> crash-01 :ARG1 ( <pointer:12> aircraft ) ) ) ) :op2 ( <pointer:13> give-01 :polarity - :ARG0 ( <pointer:14> thing :ARG0-of ( <pointer:15> record-01 :ARG1 ( <pointer:16> voice :part-of ( <pointer:17> cockpit ) ) ) ) :ARG1 ( <pointer:18> indicate-01 :ARG1 ( <pointer:19> or :op1 ( <pointer:20> fire-01 :ARG1 ( <pointer:21> gun ) ) :op2 ( <pointer:22> mention-01 :ARG1 <pointer:21> ) :time ( <pointer:23> any ) ) ) ) )  ", ( <pointer:0> evidence-01 :polarity - :ARG1 ( <pointer:1> or :op1 ( <pointer:2> firearm ) :op2 ( <pointer:3> thing :ARG1-of ( <pointer:4> remain-01 ) :poss <pointer:2> ) ) :location ( <pointer:5> site :location-of ( <pointer:6> crash-01 :ARG1 ( <pointer:7> aircraft ) ) ) ) </g> </g> <t> There was no evidence of firearms or their remains at the aircraft's crash site.</t>,0
21,"<t>  There is another option called, SUGGEST, which, if invoked, lists up to seven or eight words that you might have had in mind when you wrote the one that offended the machine, and this brings me to the point of this article. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> option :wiki - :name ( <pointer:2> name :op1 <lit> SUGGEST </lit> ) :mod ( <pointer:3> another ) :ARG0-of ( <pointer:4> list-01 :ARG1 ( <pointer:5> word :ARG1-of ( <pointer:6> have-in-mind-13 :ARG0 ( <pointer:7> you ) :ARG1-of ( <pointer:8> possible-01 ) :time ( <pointer:9> write-01 :ARG0 <pointer:7> :ARG1 ( <pointer:10> word :ARG0-of ( <pointer:11> offend-01 :ARG1 ( <pointer:12> machine ) ) ) ) ) :quant ( <pointer:13> up-to :op1 ( <pointer:14> or :op1 7 :op2 8 ) ) ) :condition ( <pointer:15> invoke-01 :ARG1 <pointer:1> ) ) ) :op2 ( <pointer:16> bring-01 :ARG0 <pointer:1> :ARG1 ( <pointer:17> i ) :ARG2 ( <pointer:18> point-03 :ARG1 ( <pointer:19> article :mod ( <pointer:20> this ) ) ) ) )  ", ( <pointer:0> way :manner-of ( <pointer:1> list-01 :ARG1 ( <pointer:2> word :ARG0-of ( <pointer:3> offend-01 :ARG1 ( <pointer:4> you ) ) ) :mod ( <pointer:5> up ) ) :domain ( <pointer:6> sugar ) ) </g> </g> <t> SUGGEST is a way to list up the words that offended you.</t>,2
22,"<t>  The Japanese spell and pronounce what they hear and are accustomed to pronounce, much as Americans are inclined to say  Kindagarden,   ekscape,   lawnjeray,   asterik,  and  ekcetera.  </t> <g> ( <pointer:0> and :op1 ( <pointer:1> spell-01 :ARG0 ( <pointer:2> person :mod ( <pointer:3> country :wiki <lit> Japan </lit> :name ( <pointer:4> name :op1 <lit> Japan </lit> ) ) ) :ARG1 ( <pointer:5> thing :ARG1-of ( <pointer:6> hear-01 :ARG0 <pointer:2> ) :ARG1-of ( <pointer:7> pronounce-01 :ARG0 <pointer:2> :ARG2-of ( <pointer:8> accustom-01 :ARG1 <pointer:2> ) ) ) ) :op2 ( <pointer:9> pronounce-01 :ARG0 <pointer:2> :ARG1 <pointer:5> ) :ARG1-of ( <pointer:10> resemble-01 :ARG2 ( <pointer:11> incline-01 :ARG0 ( <pointer:12> person :mod ( <pointer:13> country :wiki <lit> United States </lit> :name ( <pointer:14> name :op1 <lit> America </lit> ) ) ) :ARG1 ( <pointer:15> say-01 :ARG0 <pointer:12> :ARG1 ( <pointer:16> and :op1 ( <pointer:17> garden :wiki - :name ( <pointer:18> name :op1 <lit> Kindagarden </lit> ) ) :op2 ( <pointer:19> ekscape ) :op3 ( <pointer:20> lawnjeray ) :op4 ( <pointer:21> asterik ) :op5 ( <pointer:22> ekcetera ) ) ) ) :degree ( <pointer:23> much ) ) )  "," ( <pointer:0> incline-01 :ARG0 ( <pointer:1> person :mod ( <pointer:2> country :wiki <lit> United States </lit> :name ( <pointer:3> name :op1 <lit> America </lit> ) ) ) :ARG1 ( <pointer:4> say-01 :ARG0 <pointer:1> :ARG1 ( <pointer:5> and :op1 ( <pointer:6> company :wiki <lit> Kindagarden </lit> :name ( <pointer:7> name :op1 <lit> Kindagarden </lit> ) ) :op2 ( <pointer:8> company :wiki <lit> Ekscape </lit> :name ( <pointer:9> name :op1 <lit> Ekscape </lit> ) ) :op3 ( <pointer:10> company :wiki - :name ( <pointer:11> name :op1 <lit> Lawnjeray </lit> ) ) ) ) ) </g>"",</g> <t> Americans are inclined to say Kindagarden, ekscape and lawnjeray.</t>",0
23,<t>  The lines further from the trend line indicate the range with a likelihood of 90 percent. </t> <g> ( <pointer:0> indicate-01 :ARG0 ( <pointer:1> line :ARG1-of ( <pointer:2> have-degree-91 :ARG2 ( <pointer:3> far ) :ARG3 ( <pointer:4> more ) :ARG4 ( <pointer:5> line :mod ( <pointer:6> trend ) ) ) ) :ARG1 ( <pointer:7> thing :ARG5-of ( <pointer:8> range-01 ) :ARG1-of ( <pointer:9> likely-01 :ARG2 ( <pointer:10> percentage-entity :value 90 ) ) ) )  , ( <pointer:0> indicate-01 :ARG0 ( <pointer:1> line :location ( <pointer:2> relative-position :op1 ( <pointer:3> line :mod ( <pointer:4> trend ) ) :direction ( <pointer:5> further ) ) ) :ARG1 ( <pointer:6> distribution-range-91 :ARG2 ( <pointer:7> chance-02 :ARG1 ( <pointer:8> percentage-entity :value 90 ) ) ) ) </g> </g> <t> The range with a 90 percent chance is indicated by the lines further from trend line.</t>,0
24,"<t>  In studies following children from infancy into childhood and adolescence, early brief episodes of parental stimulation and sensitivity did not result in more competent children. </t> <g> ( <pointer:0> result-01 :polarity - :ARG1 ( <pointer:1> episode :mod ( <pointer:2> early ) :duration ( <pointer:3> brief ) :time-of ( <pointer:4> and :op1 ( <pointer:5> stimulate-01 :ARG0 ( <pointer:6> person :ARG0-of ( <pointer:7> have-rel-role-91 :ARG2 ( <pointer:8> parent ) ) ) ) :op2 ( <pointer:9> sensitive-03 :ARG0 <pointer:6> ) ) ) :ARG2 ( <pointer:10> child :ARG1-of ( <pointer:11> competent-01 :ARG2-of ( <pointer:12> have-degree-91 :ARG1 <pointer:10> :ARG3 ( <pointer:13> more ) ) ) ) :location ( <pointer:14> study-01 :ARG0-of ( <pointer:15> follow-01 :ARG1 ( <pointer:16> child ) :ARG2 ( <pointer:17> and :op1 ( <pointer:18> infancy ) :op2 ( <pointer:19> childhood ) :op3 ( <pointer:20> adolescence ) ) ) ) )  ", ( <pointer:0> result-01 :polarity - :ARG1 ( <pointer:1> episode :mod ( <pointer:2> early ) :duration ( <pointer:3> brief ) :time-of ( <pointer:4> and :op1 ( <pointer:5> stimulate-01 :ARG0 ( <pointer:6> person :ARG0-of ( <pointer:7> have-rel-role-91 :ARG2 ( <pointer:8> parent ) ) ) ) :op2 ( <pointer:9> sensitive-03 :ARG0 <pointer:6> ) ) ) :ARG2 ( <pointer:10> child :ARG1-of ( <pointer:11> competent-01 :ARG2-of ( <pointer:12> have-degree-91 :ARG1 <pointer:10> :ARG3 ( <pointer:13> more ) ) ) ) ) </g> </g> <t> Early brief episodes of parental stimulation and sensitivity did not result in more competent children.</t>,0
25,"<t>  I am happy, by the way, that Abate did not say that studying Latin helps you to think clearly'an erroneous notion still often heard. </t> <g> ( <pointer:0> happy-01 :ARG0 ( <pointer:1> say-01 :polarity - :ARG0 ( <pointer:2> person :wiki - :name ( <pointer:3> name :op1 <lit> Abate </lit> ) ) :ARG1 ( <pointer:4> help-01 :ARG0 ( <pointer:5> study-01 :ARG0 ( <pointer:6> you ) :ARG1 ( <pointer:7> language :wiki <lit> Latin </lit> :name ( <pointer:8> name :op1 <lit> Latin </lit> ) ) ) :ARG1 ( <pointer:9> think-01 :ARG0 <pointer:6> :ARG1-of ( <pointer:10> clear-06 ) ) :ARG2 <pointer:6> :ARG1-of ( <pointer:11> mean-01 :ARG2 ( <pointer:12> notion :ARG1-of ( <pointer:13> erroneous-01 ) :ARG1-of ( <pointer:14> hear-01 :mod ( <pointer:15> still ) :frequency ( <pointer:16> often ) ) ) ) ) ) :ARG1 ( <pointer:17> i ) :mod ( <pointer:18> by-the-way ) )  ", ( <pointer:0> happy-01 :ARG0 ( <pointer:1> say-01 :polarity - :ARG0 ( <pointer:2> person :wiki - :name ( <pointer:3> name :op1 <lit> Abate </lit> ) ) :ARG1 ( <pointer:4> help-01 :ARG0 ( <pointer:5> study-01 :ARG1 ( <pointer:6> language :wiki <lit> Latin </lit> :name ( <pointer:7> name :op1 <lit> Latin </lit> ) ) ) :ARG1 ( <pointer:8> think-01 :ARG0 <pointer:9> :ARG1-of ( <pointer:9> clear-06 ) ) :ARG2 ( <pointer:10> you ) ) ) :ARG1 ( <pointer:11> i ) ) </g> </g> <t> I am happy that Abate did not say studying Latin helps you to think clearly.</t>,0
26,"<t>  Even Shelley may stake a claim, if only in the pajama division of this sector, thanks to his description in Epipsychidion of how </t> <g> ( <pointer:0> possible-01 :ARG1 ( <pointer:1> stake-03 :ARG0 ( <pointer:2> person :wiki - :name ( <pointer:3> name :op1 <lit> Shelley </lit> ) :mod ( <pointer:4> even ) ) :ARG1 ( <pointer:5> claim-01 :ARG0 <pointer:2> ) :condition ( <pointer:6> division :mod ( <pointer:7> pajamas ) :part-of ( <pointer:8> sector :mod ( <pointer:9> this ) ) :mod ( <pointer:10> only ) ) ) :ARG1-of ( <pointer:11> cause-01 :ARG0 ( <pointer:12> describe-01 :ARG0 ( <pointer:13> he ) :ARG1 ( <pointer:14> thing ) :location ( <pointer:15> book :wiki - :name ( <pointer:16> name :op1 <lit> Epipsychidion </lit> ) ) ) ) )  ", ( <pointer:0> possible-01 :ARG1 ( <pointer:1> stake-03 :ARG0 ( <pointer:2> person :wiki - :name ( <pointer:3> name :op1 <lit> Shelley </lit> ) ) :ARG1 ( <pointer:4> claim-01 :ARG0 <pointer:2> :ARG1 ( <pointer:5> division :mod ( <pointer:6> pajamas ) :part-of ( <pointer:7> sector :mod ( <pointer:8> this ) ) ) ) ) ) </g> </g> <t> Shelley may stake a claim in the pajama division of this sector.</t>,0
27,"<t>  Although few retailers have embraced the complete set of forecasting and inventory models described in this chapter, lean retailers are moving in that direction. </t> <g> ( <pointer:0> have-concession-91 :ARG1 ( <pointer:1> move-01 :ARG0 ( <pointer:2> retailer :ARG1-of ( <pointer:3> lean-01 ) ) :ARG2 ( <pointer:4> direction :mod ( <pointer:5> that ) ) ) :ARG2 ( <pointer:6> embrace-01 :ARG0 ( <pointer:7> retailer :quant ( <pointer:8> few ) ) :ARG1 ( <pointer:9> set :ARG1-of ( <pointer:10> complete-02 ) :consist-of ( <pointer:11> model-01 :ARG1 ( <pointer:12> and :op1 ( <pointer:13> forecast-01 ) :op2 ( <pointer:14> inventory ) ) :ARG1-of ( <pointer:15> describe-01 :ARG0 ( <pointer:16> chapter :mod ( <pointer:17> this ) ) ) ) ) ) )  ", ( <pointer:0> embrace-01 :ARG0 ( <pointer:1> retailer :quant ( <pointer:2> few ) ) :ARG1 ( <pointer:3> set :ARG1-of ( <pointer:4> complete-02 ) :consist-of ( <pointer:5> model-01 :ARG1 ( <pointer:6> and :op1 ( <pointer:7> forecast-01 ) :op2 ( <pointer:8> inventory ) ) ) :ARG1-of ( <pointer:9> describe-01 :ARG0 ( <pointer:10> chapter :mod ( <pointer:11> this ) ) ) ) ) </g> </g> <t> Few retailers have embraced the complete set of forecasting and inventory models described in this chapter.</t>,0
28,<t>  Your National Audubon Society membership also gives you the opportunity to be part of the Audubon Network. </t> <g> ( <pointer:0> give-01 :ARG0 ( <pointer:1> have-org-role-91 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> organization :wiki <lit> National Audubon Society </lit> :name ( <pointer:4> name :op1 <lit> National </lit> :op2 <lit> Audubon </lit> :op3 <lit> Society </lit> ) ) :ARG2 ( <pointer:5> member ) ) :ARG1 ( <pointer:6> opportunity :topic ( <pointer:7> participate-01 :ARG0 <pointer:2> :ARG1 ( <pointer:8> organization :wiki <lit> Audubon Network </lit> :name ( <pointer:9> name :op1 <lit> Audubon </lit> :op2 <lit> Network </lit> ) ) ) ) :ARG2 <pointer:2> :mod ( <pointer:10> also ) )  ," ( <pointer:0> possible-01 :ARG1 ( <pointer:1> join-04 :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> organization :wiki <lit> Audubon Society </lit> :name ( <pointer:4> name :op1 <lit> Audubon </lit> :op2 <lit> Network </lit> ) ) :manner ( <pointer:5> have-org-role-91 :ARG0 <pointer:2> :ARG1 ( <pointer:6> organization :wiki <lit> National Audubon Society </lit> :name ( <pointer:7> name :op1 <lit> National </lit> :op2 <lit> Audbons </lit> :op3 <lit> Society </lit> ) ) :ARG2 ( <pointer:8> member ) ) ) ) </g>"",</g> <t> You can join the Audubon Network with your NationalAudbons Society membership.</t>",0
29,<t>  The YMCA of the USA also named it an Outstanding International Program in 1997. </t> <g> ( <pointer:0> name-02 :ARG0 ( <pointer:1> organization :wiki <lit> YMCA </lit> :name ( <pointer:2> name :op1 <lit> YMCA </lit> ) :location ( <pointer:3> country :wiki <lit> United States </lit> :name ( <pointer:4> name :op1 <lit> USA </lit> ) ) ) :ARG1 ( <pointer:5> it ) :ARG2 ( <pointer:6> program :wiki - :name ( <pointer:7> name :op1 <lit> Outstanding </lit> :op2 <lit> International </lit> :op3 <lit> Program </lit> ) ) :mod ( <pointer:8> also ) :time ( <pointer:9> date-entity :year 1997 ) )  , ( <pointer:0> name-02 :ARG0 ( <pointer:1> organization :wiki <lit> YMCA </lit> :name ( <pointer:2> name :op1 <lit> YMCA </lit> ) :location ( <pointer:3> country :wiki <lit> United States </lit> :name ( <pointer:4> name :op1 <lit> USA </lit> ) ) ) :ARG1 ( <pointer:5> it ) :ARG2 ( <pointer:6> program :wiki - :name ( <pointer:7> name :op1 <lit> Outstanding </lit> :op2 <lit> International </lit> :op3 <lit> Program </lit> ) ) :time ( <pointer:8> date-entity :year 1997 ) ) </g> </g> <t> The YMCA of the USA named it an Outstanding International Program in 1997.</t>,0
30,<t>  The Student American Dental Hygienist's Association Hearty Smiles project at Riley Hospital has been successful and rewarding to the children as well as the hygiene students. </t> <g> ( <pointer:0> and :op1 ( <pointer:1> succeed-01 :ARG1 ( <pointer:2> project :wiki - :name ( <pointer:3> name :op1 <lit> Hearty </lit> :op2 <lit> Smiles </lit> ) :mod ( <pointer:4> person :ARG0-of ( <pointer:5> study-01 ) :mod ( <pointer:6> organization :wiki - :name ( <pointer:7> name :op1 <lit> American </lit> :op2 <lit> Dental </lit> :op3 <lit> Hygienist's </lit> :op4 <lit> Association </lit> ) ) ) :location ( <pointer:8> hospital :wiki <lit> Riley Hospital </lit> :name ( <pointer:9> name :op1 <lit> Riley </lit> ) ) ) ) :op2 ( <pointer:10> reward-01 :ARG1 ( <pointer:11> and :op1 ( <pointer:12> child ) :op2 ( <pointer:13> person :ARG0-of ( <pointer:14> study-01 :ARG1 ( <pointer:15> hygiene ) ) ) ) ) )  , ( <pointer:0> and :op1 ( <pointer:1> succeed-01 :ARG0 ( <pointer:2> project :location ( <pointer:3> hospital :wiki <lit> Riley Hospital for Children </lit> :name ( <pointer:4> name :op1 <lit> Riley </lit> :op2 <lit> Hospital </lit> ) ) ) ) :op2 ( <pointer:5> reward-01 :ARG0 <pointer:2> :ARG1 ( <pointer:6> child ) :mod ( <pointer:7> as-well ) ) ) </g> </g> <t> The project at Riley Hospital has been successful and rewarding to the children as well.</t>,0
31,"<t>  (Note that there is a 95 percent chance that demand will be less than seventeen units next week'thus, if our buyer decides to stock seventeen units at the beginning of the week, the store should be able to offer a 95 percent order fulfillment rate on this SKU.) </t> <g> ( <pointer:0> multi-sentence :snt1 ( <pointer:1> note-01 :mode imperative :ARG0 ( <pointer:2> you ) :ARG1 ( <pointer:3> chance-02 :ARG1 ( <pointer:4> demand-01 :ARG1 ( <pointer:5> unit :quant ( <pointer:6> less-than :op1 17 ) ) :time ( <pointer:7> week :mod ( <pointer:8> next ) ) ) :ARG2 ( <pointer:9> percentage-entity :value 95 ) ) ) :snt2 ( <pointer:10> have-condition-91 :ARG1 ( <pointer:11> possible-01 :ARG1 ( <pointer:12> offer-01 :ARG0 ( <pointer:13> store ) :ARG1 ( <pointer:14> rate :mod ( <pointer:15> fulfill-01 :ARG1 ( <pointer:16> order ) ) ) :ARG3 ( <pointer:17> product :mod ( <pointer:18> this ) :mod ( <pointer:19> small-molecule :wiki <lit> Selective serotonin reuptake inhibitor </lit> :name ( <pointer:20> name :op1 <lit> SSRI </lit> ) ) ) ) :ARG1-of ( <pointer:21> recommend-01 ) ) :ARG2 ( <pointer:22> decide-01 :ARG0 ( <pointer:23> person :ARG0-of ( <pointer:24> buy-01 ) :poss ( <pointer:25> we ) ) :ARG1 ( <pointer:26> stock-01 :ARG0 <pointer:23> :ARG1 ( <pointer:27> unit :quant 17 ) :time ( <pointer:28> begin-01 :ARG1 ( <pointer:29> week ) ) ) ) ) ) "",", ( <pointer:0> chance-02 :ARG1 ( <pointer:1> demand-01 :ARG1 ( <pointer:2> unit :quant ( <pointer:3> less-than :op1 17 ) ) :time ( <pointer:4> week :mod ( <pointer:5> next ) ) ) :ARG2 ( <pointer:6> percentage-entity :value 95 ) ) </g> </g> <t> There is a 95 percent chance that demand will be less than seventeen units next week.</t>,0
32,"<t>  I also encourage you to seek additional support through your company, church, or service organization. </t> <g> ( <pointer:0> encourage-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> you ) :ARG2 ( <pointer:3> seek-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> support-01 :ARG1 <pointer:2> :mod ( <pointer:5> additional ) ) :ARG2 ( <pointer:6> or :op1 ( <pointer:7> company ) :op2 ( <pointer:8> church ) :op3 ( <pointer:9> organization :ARG0-of ( <pointer:10> serve-01 ) ) :poss <pointer:2> ) ) :mod ( <pointer:11> also ) )  "," ( <pointer:0> encourage-01 :ARG0 ( <pointer:1> i ) :ARG1 ( <pointer:2> you ) :ARG2 ( <pointer:3> seek-01 :ARG0 <pointer:2> :ARG1 ( <pointer:4> support-01 :ARG1 <pointer:2> :mod ( <pointer:5> additional ) ) :ARG2 ( <pointer:6> or :op1 ( <pointer:7> company :poss <pointer:2> ) :op2 ( <pointer:8> church :poss <pointer:2> ) :op3 ( <pointer:9> organization :ARG0-of ( <pointer:10> serve-01 ) :poss <pointer:2> ) ) ) ) </g> </g> <t> I encourage you to seek additional support through your company, church or service organization.</t>",0
33,"<t>  Yet a few years ago, it almost closed its doors due to a lack of applicants. </t> <g> ( <pointer:0> close-01 :ARG0 ( <pointer:1> it ) :ARG1 ( <pointer:2> door :poss <pointer:1> ) :time ( <pointer:3> before :op1 ( <pointer:4> now ) :quant ( <pointer:5> few :op1 ( <pointer:6> temporal-quantity :quant 1 :unit ( <pointer:7> year ) ) ) ) :ARG1-of ( <pointer:8> cause-01 :ARG0 ( <pointer:9> lack-01 :ARG0 <pointer:1> :ARG1 ( <pointer:10> person :ARG0-of ( <pointer:11> apply-01 ) ) ) ) :mod ( <pointer:12> yet ) :mod ( <pointer:13> almost ) )  "," ( <pointer:0> close-01 :ARG0 ( <pointer:1> it ) :ARG1 ( <pointer:2> door :poss <pointer:1> ) :time ( <pointer:3> before :op1 ( <pointer:4> now ) :quant ( <pointer:5> few :op1 ( <pointer:6> temporal-quantity :quant 1 :unit ( <pointer:7> year ) ) ) ) :ARG1-of ( <pointer:8> cause-01 :ARG0 ( <pointer:9> lack-01 :ARG0 <pointer:1> :ARG1 ( <pointer:10> person :ARG0-of ( <pointer:11> apply-01 ) ) ) ) :mod ( <pointer:12> almost ) ) </g> </g> <t> A few years ago, it almost closed its doors due to a lack of applicants.</t>",0
34,"<t>  Presumably FAA would have provided such information, but we do not know how long that would have taken, nor how long it would have taken NEADS to locate the target. </t> <g> ( <pointer:0> contrast-01 :ARG1 ( <pointer:1> presume-01 :ARG1 ( <pointer:2> provide-01 :ARG0 ( <pointer:3> government-organization :wiki <lit> Federal Aviation Administration </lit> :name ( <pointer:4> name :op1 <lit> FAA </lit> ) ) :ARG1 ( <pointer:5> information :mod ( <pointer:6> such ) ) ) ) :ARG2 ( <pointer:7> know-01 :polarity - :ARG0 ( <pointer:8> we ) :ARG1 ( <pointer:9> or :op1 ( <pointer:10> temporal-quantity :ARG1-of ( <pointer:11> take-10 :ARG0 <pointer:2> ) ) :op2 ( <pointer:12> temporal-quantity :ARG1-of ( <pointer:13> take-10 :ARG0 ( <pointer:14> locate-01 :ARG0 ( <pointer:15> military :wiki <lit> United States Air Force </lit> :name ( <pointer:16> name :op1 <lit> NEADS </lit> ) ) :ARG1 ( <pointer:17> target ) ) ) ) ) ) )  ", ( <pointer:0> know-01 :polarity - :ARG0 ( <pointer:1> we ) :ARG1 ( <pointer:2> temporal-quantity :ARG1-of ( <pointer:3> take-10 :ARG0 ( <pointer:4> locate-01 :ARG0 ( <pointer:5> military :wiki <lit> European Space Agency </lit> :name ( <pointer:6> name :op1 <lit> NEADS </lit> ) ) :ARG1 ( <pointer:7> thing :ARG1-of ( <pointer:8> target-01 ) ) ) ) ) ) </g> </g> <t> We don't know how long NEADS would have taken to locate the target.</t>,0
35,"<t>  In part, that is attributable to the designation of his correspondents, who keep him informed on language that is not within earshot, as the  Lexicographic Irregulars,  an amusing reference the first time or two it was used but now beginning to cloy. </t> <g> ( <pointer:0> attribute-01 :ARG1 ( <pointer:1> that ) :ARG2 ( <pointer:2> designate-01 :ARG0 ( <pointer:3> person :ARG0-of ( <pointer:4> correspond-01 :ARG1 ( <pointer:5> he ) ) :ARG0-of ( <pointer:6> keep-01 :ARG1 ( <pointer:7> inform-01 :ARG1 <pointer:5> :ARG2 ( <pointer:8> language :ARG1-of ( <pointer:9> hear-01 :polarity - :ARG2 ( <pointer:10> ear ) ) ) ) ) ) :ARG1 <pointer:5> :ARG2 ( <pointer:11> thing :wiki - :name ( <pointer:12> name :op1 <lit> Lexicographic </lit> :op2 <lit> Irregulars </lit> ) :ARG2-of ( <pointer:13> refer-01 :ARG1-of ( <pointer:14> amuse-01 :time ( <pointer:15> or :op1 ( <pointer:16> use-01 :ARG1 <pointer:11> :ord ( <pointer:17> ordinal-entity :value 1 ) ) :op2 ( <pointer:18> use-01 :ARG1 <pointer:11> :ord ( <pointer:19> ordinal-entity :value 2 ) ) ) :ARG1-of ( <pointer:20> contrast-01 :ARG2 ( <pointer:21> begin-01 :ARG1 ( <pointer:22> cloy-01 :ARG1 <pointer:11> ) :time ( <pointer:23> now ) ) ) ) ) ) ) :degree ( <pointer:24> part ) )  ", ( <pointer:0> keep-02 :ARG0 ( <pointer:1> person :ARG0-of ( <pointer:2> correspond-01 :ARG1 <pointer:6> ) ) :ARG1 ( <pointer:3> inform-01 :ARG1 ( <pointer:4> he ) :ARG2 ( <pointer:5> language :ARG1-of ( <pointer:6> hear-01 :polarity - :ARG2 ( <pointer:7> ear ) ) ) ) ) </g> </g> <t> His correspondents keep him informed on language that is not within earshot.</t>,0
36,"<t>  However, we recognize that gifts at the Maennerchor Society level are not possible for all. </t> <g> ( <pointer:0> contrast-01 :ARG2 ( <pointer:1> recognize-02 :ARG0 ( <pointer:2> we ) :ARG1 ( <pointer:3> possible-01 :polarity - :ARG1 ( <pointer:4> gift-01 : prep-at ( <pointer:5> level :mod ( <pointer:6> organization :wiki - :name ( <pointer:7> name :op1 <lit> Maennerchor </lit> :op2 <lit> Society </lit> ) ) ) :beneficiary ( <pointer:8> all ) ) ) ) )  ", ( <pointer:0> possible-01 :polarity - :ARG1 ( <pointer:1> gift-01 : prep-at ( <pointer:2> level :mod ( <pointer:3> organization :wiki - :name ( <pointer:4> name :op1 <lit> Maennerchor </lit> :op2 <lit> Society </lit> ) ) ) ) :beneficiary ( <pointer:5> all ) ) </g> </g> <t> Gifts at the Maennerchor Society level are not possible for all.</t>,0
