Unnamed: 0,complete_signature,premise,hypothesis,label,signature
3293,Entailment.Neutral.Entailment,<t> A skateboarder finds that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3294,Entailment.Neutral.Entailment,<t> A skateboarder admits that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3295,Entailment.Neutral.Entailment,<t> A skateboarder observes that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3296,Entailment.Neutral.Entailment,<t> A skateboarder sees that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3297,Entailment.Neutral.Entailment,<t> A skateboarder learns that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3298,Entailment.Neutral.Entailment,<t> A skateboarder acknowledges that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3299,Entailment.Neutral.Entailment,<t> A skateboarder understands that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3300,Entailment.Neutral.Entailment,<t> A skateboarder notes that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3301,Entailment.Neutral.Entailment,<t> A skateboarder recognizes that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3302,Entailment.Neutral.Entailment,<t> A skateboarder discovers that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Plus
3303,Entailment.Neutral.Entailment,<t> A skateboarder manages to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3304,Entailment.Neutral.Entailment,<t> A skateboarder begins to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3305,Entailment.Neutral.Entailment,<t> A skateboarder starts to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3306,Entailment.Neutral.Entailment,<t> A skateboarder serves to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3307,Entailment.Neutral.Entailment,<t> A skateboarder learns to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3309,Entailment.Neutral.Entailment,<t> A skateboarder uses to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3310,Entailment.Neutral.Entailment,<t> A skateboarder gets to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3311,Entailment.Neutral.Entailment,<t> A skateboarder comes to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Minus
3312,Contradiction.Neutral.Contradiction,<t> A skateboarder forgets to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,2,Minus/Plus
3313,Contradiction.Neutral.Contradiction,<t> A skateboarder fails to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,2,Minus/Plus
3321,Contradiction.Neutral.Neutral,<t> A skateboarder refuses to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,1,Minus/Neutral
3322,Contradiction.Neutral.Neutral,<t> A skateboarder declines to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,1,Minus/Neutral
3324,Entailment.Neutral.Entailment,<t> A skateboarder shows that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3325,Entailment.Neutral.Entailment,<t> A skateboarder determines that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3326,Entailment.Neutral.Entailment,<t> A skateboarder confirms that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3327,Entailment.Neutral.Entailment,<t> A skateboarder demonstrates that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3328,Entailment.Neutral.Entailment,<t> A skateboarder helps to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3329,Entailment.Neutral.Entailment,<t> A skateboarder haves to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3330,Entailment.Neutral.Entailment,<t> A skateboarder ensures that he is making a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3331,Entailment.Neutral.Entailment,<t> A skateboarder tends to make a jump off a ramp,A woman dressed in black is wearing inline skates and performing a trick on a rail </t>,0,Plus/Neutral
3425,Entailment.Entailment.Entailment,<t> A monkey realizes that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3426,Entailment.Entailment.Entailment,<t> A monkey knows that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3427,Entailment.Entailment.Entailment,<t> A monkey remembers that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3428,Entailment.Entailment.Entailment,<t> A monkey notices that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3429,Entailment.Entailment.Entailment,<t> A monkey reveals that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3430,Entailment.Entailment.Entailment,<t> A monkey finds that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3431,Entailment.Entailment.Entailment,<t> A monkey admits that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3432,Entailment.Entailment.Entailment,<t> A monkey observes that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3433,Entailment.Entailment.Entailment,<t> A monkey sees that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3434,Entailment.Entailment.Entailment,<t> A monkey learns that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3435,Entailment.Entailment.Entailment,<t> A monkey acknowledges that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3436,Entailment.Entailment.Entailment,<t> A monkey understands that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3437,Entailment.Entailment.Entailment,<t> A monkey notes that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3438,Entailment.Entailment.Entailment,<t> A monkey recognizes that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3439,Entailment.Entailment.Entailment,<t> A monkey discovers that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Plus
3440,Entailment.Entailment.Entailment,<t> A monkey manages to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3441,Entailment.Entailment.Entailment,<t> A monkey begins to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3442,Entailment.Entailment.Entailment,<t> A monkey starts to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3443,Entailment.Entailment.Entailment,<t> A monkey serves to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3444,Entailment.Entailment.Entailment,<t> A monkey learns to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3445,Entailment.Entailment.Entailment,<t> A monkey dares to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3446,Entailment.Entailment.Entailment,<t> A monkey uses to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3447,Entailment.Entailment.Entailment,<t> A monkey gets to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3448,Entailment.Entailment.Entailment,<t> A monkey comes to brush the dog,The monkey is brushing the dog </t>,0,Plus/Minus
3449,Contradiction.Entailment.Contradiction,<t> A monkey forgets to brush the dog,The monkey is brushing the dog </t>,2,Minus/Plus
3450,Contradiction.Entailment.Contradiction,<t> A monkey fails to brush the dog,The monkey is brushing the dog </t>,2,Minus/Plus
3458,Contradiction.Entailment.Neutral,<t> A monkey refuses to brush the dog,The monkey is brushing the dog </t>,1,Minus/Neutral
3459,Contradiction.Entailment.Neutral,<t> A monkey declines to brush the dog,The monkey is brushing the dog </t>,1,Minus/Neutral
3461,Entailment.Entailment.Entailment,<t> A monkey shows that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3462,Entailment.Entailment.Entailment,<t> A monkey determines that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3463,Entailment.Entailment.Entailment,<t> A monkey confirms that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3464,Entailment.Entailment.Entailment,<t> A monkey demonstrates that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3465,Entailment.Entailment.Entailment,<t> A monkey helps to brush the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3466,Entailment.Entailment.Entailment,<t> A monkey haves to brush the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3467,Entailment.Entailment.Entailment,<t> A monkey ensures that it is brushing the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3468,Entailment.Entailment.Entailment,<t> A monkey tends to brush the dog,The monkey is brushing the dog </t>,0,Plus/Neutral
3562,Entailment.Entailment.Entailment,<t> A man realizes that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3563,Entailment.Entailment.Entailment,<t> A man knows that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3564,Entailment.Entailment.Entailment,<t> A man remembers that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3565,Entailment.Entailment.Entailment,<t> A man notices that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3566,Entailment.Entailment.Entailment,<t> A man reveals that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3567,Entailment.Entailment.Entailment,<t> A man finds that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3568,Entailment.Entailment.Entailment,<t> A man admits that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3569,Entailment.Entailment.Entailment,<t> A man observes that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3570,Entailment.Entailment.Entailment,<t> A man sees that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3571,Entailment.Entailment.Entailment,<t> A man learns that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3572,Entailment.Entailment.Entailment,<t> A man acknowledges that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3573,Entailment.Entailment.Entailment,<t> A man understands that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3574,Entailment.Entailment.Entailment,<t> A man notes that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3575,Entailment.Entailment.Entailment,<t> A man recognizes that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3576,Entailment.Entailment.Entailment,<t> A man discovers that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Plus
3577,Entailment.Entailment.Entailment,<t> A man manages to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3578,Entailment.Entailment.Entailment,<t> A man begins to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3579,Entailment.Entailment.Entailment,<t> A man starts to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3580,Entailment.Entailment.Entailment,<t> A man serves to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3581,Entailment.Entailment.Entailment,<t> A man learns to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3582,Entailment.Entailment.Entailment,<t> A man dares to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3583,Entailment.Entailment.Entailment,<t> A man uses to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3584,Entailment.Entailment.Entailment,<t> A man gets to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3585,Entailment.Entailment.Entailment,<t> A man comes to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Minus
3587,Contradiction.Entailment.Contradiction,<t> A man fails to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,2,Minus/Plus
3595,Contradiction.Entailment.Neutral,<t> A man refuses to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,1,Minus/Neutral
3596,Contradiction.Entailment.Neutral,<t> A man declines to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,1,Minus/Neutral
3598,Entailment.Entailment.Entailment,<t> A man shows that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3599,Entailment.Entailment.Entailment,<t> A man determines that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3600,Entailment.Entailment.Entailment,<t> A man confirms that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3601,Entailment.Entailment.Entailment,<t> A man demonstrates that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3602,Entailment.Entailment.Entailment,<t> A man helps to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3603,Entailment.Entailment.Entailment,<t> A man haves to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3604,Entailment.Entailment.Entailment,<t> A man ensures that he is standing on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3605,Entailment.Entailment.Entailment,<t> A man tends to stand on the top of the rocks with clouds behind them,One man is standing on the top of the rocks with clouds behind them </t>,0,Plus/Neutral
3699,Entailment.Entailment.Entailment,<t> A woman realizes that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3700,Entailment.Entailment.Entailment,<t> A woman knows that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3701,Entailment.Entailment.Entailment,<t> A woman remembers that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3702,Entailment.Entailment.Entailment,<t> A woman notices that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3703,Entailment.Entailment.Entailment,<t> A woman reveals that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3704,Entailment.Entailment.Entailment,<t> A woman finds that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3705,Entailment.Entailment.Entailment,<t> A woman admits that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3706,Entailment.Entailment.Entailment,<t> A woman observes that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3707,Entailment.Entailment.Entailment,<t> A woman sees that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3708,Entailment.Entailment.Entailment,<t> A woman learns that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3709,Entailment.Entailment.Entailment,<t> A woman acknowledges that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3710,Entailment.Entailment.Entailment,<t> A woman understands that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3711,Entailment.Entailment.Entailment,<t> A woman notes that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3712,Entailment.Entailment.Entailment,<t> A woman recognizes that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3713,Entailment.Entailment.Entailment,<t> A woman discovers that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Plus
3714,Entailment.Entailment.Entailment,<t> A woman manages to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3715,Entailment.Entailment.Entailment,<t> A woman begins to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3716,Entailment.Entailment.Entailment,<t> A woman starts to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3717,Entailment.Entailment.Entailment,<t> A woman serves to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3718,Entailment.Entailment.Entailment,<t> A woman learns to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3719,Entailment.Entailment.Entailment,<t> A woman dares to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3720,Entailment.Entailment.Entailment,<t> A woman uses to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3721,Entailment.Entailment.Entailment,<t> A woman gets to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3722,Entailment.Entailment.Entailment,<t> A woman comes to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Minus
3723,Contradiction.Entailment.Contradiction,<t> A woman forgets to walk the dog down the street,The dog is being walked by the woman </t>,2,Minus/Plus
3724,Contradiction.Entailment.Contradiction,<t> A woman fails to walk the dog down the street,The dog is being walked by the woman </t>,2,Minus/Plus
3732,Contradiction.Entailment.Neutral,<t> A woman refuses to walk the dog down the street,The dog is being walked by the woman </t>,1,Minus/Neutral
3733,Contradiction.Entailment.Neutral,<t> A woman declines to walk the dog down the street,The dog is being walked by the woman </t>,1,Minus/Neutral
3735,Entailment.Entailment.Entailment,<t> A woman shows that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3736,Entailment.Entailment.Entailment,<t> A woman determines that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3737,Entailment.Entailment.Entailment,<t> A woman confirms that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3738,Entailment.Entailment.Entailment,<t> A woman demonstrates that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3739,Entailment.Entailment.Entailment,<t> A woman helps to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3740,Entailment.Entailment.Entailment,<t> A woman haves to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3741,Entailment.Entailment.Entailment,<t> A woman ensures that she is walking the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3742,Entailment.Entailment.Entailment,<t> A woman tends to walk the dog down the street,The dog is being walked by the woman </t>,0,Plus/Neutral
3836,Entailment.Entailment.Entailment,<t> A woman realizes that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3837,Entailment.Entailment.Entailment,<t> A woman knows that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3838,Entailment.Entailment.Entailment,<t> A woman remembers that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3839,Entailment.Entailment.Entailment,<t> A woman notices that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3840,Entailment.Entailment.Entailment,<t> A woman reveals that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3841,Entailment.Entailment.Entailment,<t> A woman finds that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3842,Entailment.Entailment.Entailment,<t> A woman admits that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3843,Entailment.Entailment.Entailment,<t> A woman observes that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3844,Entailment.Entailment.Entailment,<t> A woman sees that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3845,Entailment.Entailment.Entailment,<t> A woman learns that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3846,Entailment.Entailment.Entailment,<t> A woman acknowledges that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3847,Entailment.Entailment.Entailment,<t> A woman understands that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3848,Entailment.Entailment.Entailment,<t> A woman notes that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3849,Entailment.Entailment.Entailment,<t> A woman recognizes that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3850,Entailment.Entailment.Entailment,<t> A woman discovers that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Plus
3851,Entailment.Entailment.Entailment,<t> A woman manages to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3852,Entailment.Entailment.Entailment,<t> A woman begins to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3853,Entailment.Entailment.Entailment,<t> A woman starts to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3854,Entailment.Entailment.Entailment,<t> A woman serves to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3855,Entailment.Entailment.Entailment,<t> A woman learns to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3856,Entailment.Entailment.Entailment,<t> A woman dares to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3857,Entailment.Entailment.Entailment,<t> A woman uses to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3858,Entailment.Entailment.Entailment,<t> A woman gets to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3859,Entailment.Entailment.Entailment,<t> A woman comes to boil noodles in water,The person is boiling noodles </t>,0,Plus/Minus
3860,Contradiction.Entailment.Contradiction,<t> A woman forgets to boil noodles in water,The person is boiling noodles </t>,2,Minus/Plus
3861,Contradiction.Entailment.Contradiction,<t> A woman fails to boil noodles in water,The person is boiling noodles </t>,2,Minus/Plus
3869,Contradiction.Entailment.Neutral,<t> A woman refuses to boil noodles in water,The person is boiling noodles </t>,1,Minus/Neutral
3870,Contradiction.Entailment.Neutral,<t> A woman declines to boil noodles in water,The person is boiling noodles </t>,1,Minus/Neutral
3872,Entailment.Entailment.Entailment,<t> A woman shows that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3873,Entailment.Entailment.Entailment,<t> A woman determines that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3874,Entailment.Entailment.Entailment,<t> A woman confirms that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3875,Entailment.Entailment.Entailment,<t> A woman demonstrates that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3876,Entailment.Entailment.Entailment,<t> A woman helps to boil noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3877,Entailment.Entailment.Entailment,<t> A woman haves to boil noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3878,Entailment.Entailment.Entailment,<t> A woman ensures that she is boiling noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3879,Entailment.Entailment.Entailment,<t> A woman tends to boil noodles in water,The person is boiling noodles </t>,0,Plus/Neutral
3973,Entailment.Entailment.Entailment,<t> A man realizes that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3974,Entailment.Entailment.Entailment,<t> A man knows that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3975,Entailment.Entailment.Entailment,<t> A man remembers that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3976,Entailment.Entailment.Entailment,<t> A man notices that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3977,Entailment.Entailment.Entailment,<t> A man reveals that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3978,Entailment.Entailment.Entailment,<t> A man finds that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3979,Entailment.Entailment.Entailment,<t> A man admits that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3980,Entailment.Entailment.Entailment,<t> A man observes that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3981,Entailment.Entailment.Entailment,<t> A man sees that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3982,Entailment.Entailment.Entailment,<t> A man learns that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3983,Entailment.Entailment.Entailment,<t> A man acknowledges that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3984,Entailment.Entailment.Entailment,<t> A man understands that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3985,Entailment.Entailment.Entailment,<t> A man notes that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3986,Entailment.Entailment.Entailment,<t> A man recognizes that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3987,Entailment.Entailment.Entailment,<t> A man discovers that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Plus
3988,Entailment.Entailment.Entailment,<t> A man manages to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3989,Entailment.Entailment.Entailment,<t> A man begins to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3990,Entailment.Entailment.Entailment,<t> A man starts to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3991,Entailment.Entailment.Entailment,<t> A man serves to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3992,Entailment.Entailment.Entailment,<t> A man learns to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3994,Entailment.Entailment.Entailment,<t> A man uses to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3995,Entailment.Entailment.Entailment,<t> A man gets to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3996,Entailment.Entailment.Entailment,<t> A man comes to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Minus
3997,Contradiction.Entailment.Contradiction,<t> A man forgets to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,2,Minus/Plus
3998,Contradiction.Entailment.Contradiction,<t> A man fails to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,2,Minus/Plus
4006,Contradiction.Entailment.Neutral,<t> A man refuses to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,1,Minus/Neutral
4007,Contradiction.Entailment.Neutral,<t> A man declines to chop down a tree with an axe,A person is chopping down a tree with an axe </t>,1,Minus/Neutral
4009,Entailment.Entailment.Entailment,<t> A man shows that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
4010,Entailment.Entailment.Entailment,<t> A man determines that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
4011,Entailment.Entailment.Entailment,<t> A man confirms that he is chopping down a tree with an axe,A person is chopping down a tree with an axe </t>,0,Plus/Neutral
