,premise,hypothesis,label
533,<t> The boy is checking a calendar,A boy is checking a calendar </t>,0
534,<t> A white dog is leaping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale </t>,1
535,<t> A child is smiling at the camera and swimming underwater,A child is swimming on the water's surface in a pool </t>,1
536,<t> A middle eastern man is standing against a lamp post near to other people,A man is leaning against a pole and is surrounded by people </t>,0
537,<t> Some food is being prepared by a chef,A chef is preparing some food </t>,0
538,<t> Some men are fighting,A group of men is fighting </t>,0
539,<t> A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats </t>,1
540,<t> A brown dog is running through a snowy trail,A white dog is running through a snowy trail </t>,1
541,<t> A cat is sliding upside down under a couch,An animal is crawling under a piece of furniture </t>,0
542,<t> An officer is talking to the recruits,The recruits are barking at the military officer </t>,1
543,<t> A group of people is sitting on both sides of a red stone structure,Some people are sitting on the ground outside a monument </t>,1
544,<t> A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella </t>,1
545,<t> There is no little black dog chasing a little brown dog,A brown dog and a black dog are in the grass </t>,1
546,<t> A group of people is sitting relaxed on both sides of a red stone monument,A group of people is sitting on both sides of a red stone structure </t>,0
547,<t> The man in the purple hat is operating a camera that makes videos,The subject is being studied by a man with a camera </t>,1
548,<t> A guy is not riding a horse,A man is riding a horse in the desert </t>,1
549,<t> The dog is jumping in the shade of some trees,A dog is jumping in the shade of some trees </t>,0
550,<t> A young man on a bmx bicycle is jumping on a masonry pyramid,A young man on a bmx bicycle is jumping off a masonry pyramid </t>,0
551,<t> A man is playing an electronic keyboard,An electronic keyboard is being played by a man </t>,0
552,<t> A white car is being driven by the man,A person is driving the white car </t>,0
553,<t> A group of scouts are hiking through the grass,Some people are walking </t>,0
554,<t> The man is pouring some oil on the tomatoes,Somebody is pouring tomato oil on the man </t>,1
555,<t> The young girl in blue is having fun on a slide,The young girl in blue is enjoying a slide </t>,0
556,<t> A baby rhino is walking around a pen with its mother,A baby and an adult are being followed by a rhino </t>,1
557,<t> A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms </t>,0
558,<t> The man with a hard hat is dancing,A man is wearing a hard hat and dancing </t>,0
559,<t> A woman is cutting potatoes,A woman is slicing potatoes </t>,0
560,<t> A dog is running on the ground,A girl is tapping her fingernails </t>,1
561,<t> A person is severing the toe of an empty leather boot with a sword,A man is severing the toe of an empty leather boot with a sword </t>,0
562,<t> A squirrel is running in circles,An animal is running tiredly in circles </t>,1
563,<t> Someone is slicing a tomato,The person is slicing a vegetable </t>,0
564,<t> A man with a white hat and brown shirt is behind a woman in red and is looking to the right,A man with a white hat and brown shirt is behind a woman in red and is looking to the left </t>,1
565,<t> Two baby pandas are playing,Two cubs are playing </t>,0
566,<t> A light brown dog is running in the water,A light brown dog is sprinting in the water </t>,0
567,<t> A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog </t>,0
568,<t> A young woman is getting a tattoo on her hand,A girl is getting a tattoo on her hand </t>,0
569,<t> A man is eating a banana,Someone is removing the peel of a banana </t>,1
570,<t> Some fish are swimming,A fish is swimming </t>,0
571,<t> The baby is being put into a trash can by a woman,A woman is putting the baby into a trash can </t>,0
572,<t> A man is holding a frog,The woman is handling a frog </t>,1
573,<t> The man is singing and playing the guitar,A man is playing a guitar </t>,0
574,"<t> Two toddlers are eating corndogs in a wagon, which is really small",Two young kids are eating corndogs </t>,0
575,<t> A family is posing by the mantel and the Christmas tree,A happy family is posing by the fireplace </t>,1
576,<t> A man is lifting barbells,The man is lifting weights </t>,0
577,<t> A man in a red jacket and khaki pants is walking through an American state,A person in a red jacket and khaki pants is walking through an American state </t>,0
578,<t> Two twin preteen boys are dueling with sticks,Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform </t>,1
579,<t> A black dog on a leash is walking in the water,A white dog on a leash is walking in the water </t>,1
580,<t> A yellow kayak is being ridden by a man and a young boy,A man and a young boy are riding in a yellow kayak </t>,0
581,<t> A woman is cutting some plants,A woman is cutting broccoli </t>,1
582,<t> The man is lifting barbells,A man is lifting barbells </t>,0
583,<t> There is no man and child kayaking through gentle waters,A man and a young boy are riding in a yellow kayak </t>,1
584,<t> A little boy is running on the ground and playing with a little girl,The little boy is running on the ground and playing with a little girl </t>,0
585,<t> The man is doing a handstand on the wet sand at the edge of the water at the beach,A handstand is being performed by a man on the beach </t>,0
586,<t> Three teenage girls are dancing in the room,Three teenage girls are idling in the room </t>,1
587,<t> A man with tattoos is holding a couch with a pencil,A man with tattoos is lounging on a couch and holding a pencil </t>,1
588,<t> Two guys are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer </t>,1
589,"<t> The man and the boy are standing at the bottom of the stairs, which are outdoors",The man is standing outdoor and the boy is falling over the bottom of the stairs </t>,1
590,"<t> A badger, which is shrewd, is digging the earth",A badger is shrewdly digging the earth </t>,0
591,<t> The cat is licking a shallow dish full of milk,The cat is hungrily drinking milk </t>,1
592,<t> A mountain is being climbed by two men,The men are climbing a mountain </t>,0
593,<t> The man is going into the water,The person is going into the water </t>,0
594,<t> A surfer is riding the wave,The wave is being ridden by a surfer </t>,0
595,<t> There is no girl with black and orange patches on the cheeks,A girl is standing in a group and is wearing a black shirt and pink beads </t>,1
596,<t> A young girl in a blue leotard is jumping in the air,A young girl in blue is jumping in the air </t>,0
597,<t> Some oil is being poured on the tomatoes by the man,The man is pouring some oil on the tomatoes </t>,0
598,"<t> A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child in a pink sweater is climbing a concrete staircase </t>,1
599,<t> A young girl with a heart tank top is raising her hands as she is playing on a slide,A young girl with a heart tank top is raising her hands as she is sliding </t>,0
600,<t> A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool </t>,0
601,<t> A man is standing on the top of the rocks with clouds behind them,A person is sitting on a mountain top </t>,1
602,<t> The men are packing suitcases into the trunk of a car,The young boy is running through the ocean waves </t>,1
603,<t> A small boy in a striped shirt is sliding out of a green tube,A little boy is crawling in a green tunnel with a smile on his face </t>,1
604,<t> The man is playing a game on the grass,There is no rhino grazing on the grass </t>,1
605,<t> A man is erasing some figures,A man is drawing on a digital dry erase board </t>,1
606,<t> An animal is biting a person's finger,An animal is biting someone's finger </t>,0
607,<t> A woman is sitting near a flower bed and is overlooking a tunnel,Two people are standing on a bench </t>,1
608,<t> Some women are holding each other in a circle and dancing,Two men are playing table tennis </t>,1
609,<t> The helmeted girl is riding a bike,The helmeted girl is perching on a bike </t>,1
610,<t> A man is playing a bamboo flute,A flute is being played by the man </t>,0
611,<t> A tiger is walking around with no aim,A tiger is walking around aimlessly </t>,0
612,<t> A small boy in a striped shirt is sliding out of a green tube,A little boy in a striped shirt is sliding out of a green tube </t>,0
613,<t> A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in a car </t>,0
614,<t> A man in a red shirt is doing a trick with a skateboard,A skateboarder is jumping in the air </t>,1
615,<t> The lady is carefully slicing up the meat,The lady is slicing up the meat </t>,0
616,<t> A black helmet is being worn by a man who is pushing a bicycle,One man is wearing a black helmet and pushing a bicycle </t>,0
617,<t> One man is climbing a rock wall and another man is holding a rope,The men are not climbing a mountain </t>,1
618,<t> The boy is not riding a bike on the top of a metal fence,A biker is riding along the top of a fence </t>,1
619,<t> A cat is playing a piano,A cat is playing keyboards </t>,0
620,<t> A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching </t>,1
621,<t> A snake is being fed a mouse by a man,One man is feeding a mouse to the snake </t>,0
622,<t> A woman is severing the toe of an empty leather boot with a sword,A man is cutting a boot with a sword </t>,0
623,<t> The lady is breaking eggs that are raw into a bowl,The woman is cracking eggs into a bowl </t>,0
624,<t> A man is skiing down a hill and over a red obstacle,A man is skiing down a hill and jumping a red obstacle </t>,0
625,<t> A brown dog is sitting down,A malnourished looking dog is standing on its hind legs and preparing to jump </t>,1
626,<t> The oriental lady is cutting a carrot into pieces that are thin,A woman is slicing a carrot </t>,0
627,<t> The women are dancing outside,A group of people are dancing </t>,0
628,<t> The rhino is grazing on the grass,A animal is grazing in a field </t>,0
629,<t> Three children are running down a grassy hillside,Three children are running down a hillside covered by grass </t>,0
630,<t> A group of people are dancing at a concert,A group of people are dancing in a show </t>,0
631,<t> The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses </t>,0
632,<t> Three people are walking across a rope and steel bridge over a river,People are walking across a rope bridge over a rocky stream </t>,0
633,<t> The puppy is playing with a plastic container,The dog is playing with a plastic container </t>,0
634,<t> A kid is splashing in the pool,A kid is splashing in the ocean </t>,1
635,<t> A boy is fearfully walking across a bridge,A boy is walking across a bridge </t>,0
636,<t> A young girl in a bikini is jumping on the beach,A young girl in a bikini is sitting on the beach </t>,1
637,<t> The large brown dog is running outdoors in the dirt,The large brown dog is running outside in the dirt </t>,0
638,<t> Four athletes are with a man in a crowded stadium,Four athletes are with a person in a crowded stadium </t>,0
639,<t> There is no man eating a banana,Someone is peeling a banana </t>,1
640,<t> Three people are driving four wheel ATVs in a field,ATVs are being driven by three people </t>,0
641,<t> A woman is slicing an onion,A woman is slicing garlic </t>,1
642,<t> A group of kids is playing in a yard and an old man is standing in the background,A group of boys in a yard is playing and a man is standing in the background </t>,1
643,<t> A steak is being rinsed with water by a person,A person is rinsing a steak with water </t>,0
644,<t> A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the floor </t>,1
645,<t> A man is idling,A man is playing the keyboard with his nose </t>,1
646,<t> A person is riding a horse,There is no woman slicing potatoes </t>,1
647,<t> A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand </t>,0
648,<t> A small black and white dog is carrying a stick and is swimming,A small black and white dog is biting a stick and is swimming </t>,0
649,<t> A man is playing a wooden flute,A wooden flute is being played by a man </t>,0
650,<t> The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge </t>,1
651,<t> Some bikers are doing acrobatics on a track near water and a skyline,Some bikers are getting airborne on a track near water and a skyline </t>,0
652,<t> The man is slicing potatoes,A potato is being peeled by a woman </t>,1
653,<t> A wind instrument is being played by a girl,A girl is playing a wind instrument </t>,0
654,<t> A man is petting two dogs,A woman is pouring eggs into a frying pan </t>,1
655,<t> A man is slicing some bread,A man is cutting a slice of bread </t>,0
656,<t> A man is talking to the woman who is seated beside him and is driving a car,A woman is driving a car and is talking to the man who is seated beside her </t>,0
657,<t> A little girl is playing a grand piano on stage,A little girl is playing the piano </t>,0
658,<t> A man is laying a cover over a wild horse that is falling on the track,A man is falling off a horse on a track and is laid in the wild </t>,1
659,<t> There is no surfer riding the wave,A man is performing a trick on a surfboard in the water </t>,1
660,<t> A woman is cutting a fish,A woman is slicing a fish </t>,0
661,<t> A man in a black hat is reaching for a box,A person in a black hat is reaching for a box </t>,0
662,<t> A man is wearing a beret and is riding the bicycle on a recreation trail,A woman is wearing a beret and is riding the bicycle on a recreation trail </t>,1
663,<t> A person is riding an old motorcycle,A person is riding a motorcycle </t>,0
664,<t> A woman is beating two eggs in a bowl and using a whisk made of wire,A strong person is leaving the whisk in the bowl near the eggs </t>,1
665,<t> Two cats are lying together,Two cats are fighting each other </t>,1
666,<t> A child is making a snow ball,A child in orange is playing outdoors with a snowball </t>,0
667,<t> Two kids are playing in a swimming pool with a green colored crocodile float,An inflatable crocodile is being pushed by two kids in a pool </t>,1
668,<t> Somebody is cutting a tomato,Someone is cutting a tomato </t>,0
669,<t> There is no surfer leaning on a surfboard,The man is wearing a wetsuit and is riding a surfboard </t>,1
670,<t> The piece of paper is being cut,Some paper is being cut </t>,0
671,<t> A skier in black is catching a tiny bit of air,A skier dressed in black is catching a tiny bit of air </t>,0
672,<t> A black person is running along a white stand and a dog barks behind him,A little dog is sprinting and its owner is trying to catch it </t>,1
673,<t> A man is driving a car,A man is driving a vehicle </t>,0
674,<t> A man with paint covered clothes is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something </t>,0
675,"<t> Some corndogs are being eaten by two toddlers who are in a wagon, which is really small",Two young kids are eating corndogs </t>,0
676,<t> A child is walking down the street and a jeep is not pulling up,A man in a car is pulling up beside a woman that is who along a road </t>,1
677,<t> A dog with a blue blanket is running through the grass,A dog with a muzzle and a blue jacket is resting in the yard </t>,1
678,<t> A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces </t>,1
679,<t> A young man with brown hair and shades is sitting in front of some cans of soda,A young man with brown hair and sunglasses is sitting in front of some cans of soda </t>,0
680,<t> A man is wearing a straw hat and smoking a cigarette,The man in the straw hat is smoking a cigarette </t>,0
681,<t> A big green ball is knocking a potato,A large green ball is missing a potato </t>,1
682,<t> A man and a woman are shaking hands,Two persons are shaking hands </t>,0
683,<t> Someone is peeling a banana,Someone is removing the peel of a banana </t>,0
684,"<t> A brown and white dog is jumping over a red, yellow and white hurdle","A brown and white dog is passing under a red, yellow and white hurdle </t>",1
685,<t> A man is singing and playing a guitar,There is no boy playing a piano </t>,1
686,<t> Five wooden stands are in front of each child's hut,Five children are standing in front of a wooden hut </t>,1
687,<t> A baby elephant is eating a small tree,There is no little girl peddling a scooter </t>,1
688,<t> The turtle is following the red fish,The turtle is following the fish </t>,0
689,<t> The man is clumsily kick boxing with a trainer,The man is kick boxing with a trainer </t>,0
690,<t> Some cheerleaders are taking a break,Some cheerleaders are relaxing </t>,0
691,<t> The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses </t>,1
692,<t> The man is doing a handstand on the wet shore at the edge of the water at the beach,The man is doing a handstand on the wet sand at the edge of the water at the beach </t>,0
693,<t> Three men are jumping off a wall,"Three young men are running, jumping and kicking near a vending machine </t>",1
694,"<t> The woman is happily playing a guitar, which is acoustic, and singing",A person is playing a guitar and singing </t>,0
695,<t> A dog of large size is running on the grass with a tennis ball in its mouth,A large dog is running on the grass with a tennis ball in its mouth </t>,0
696,<t> Football players in red and white are jumping and hugging each other,A football player in a red and white uniform is being lifted by two teammates </t>,1
697,<t> A black and white dog is playing with a tattered volleyball in a brown field,A black and white dog is playing with a broken volleyball </t>,0
698,<t> A magic trick is being performed by the magician,The man is doing a magic trick </t>,0
699,<t> Two dogs are playing on a beach made of rocks,A black dog is approaching a golden dog on pebbly beach </t>,1
700,<t> A man is falling off a horse on a track and is laid in the wild,The cowboy is tossing the blue and red pants towards the horse </t>,1
701,<t> The man is not cutting the tape on the box,A man is cutting a box </t>,1
702,<t> A young boy is jumping into water,A young kid is jumping into water </t>,0
703,<t> The woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice </t>,0
704,<t> A man is putting garlic on some bread slices,A person is bowling the ingredients to the man at the mixer </t>,1
705,<t> A fish is being cut by a man,A man is cutting a fish </t>,0
706,<t> The man in the purple hat is operating a camera that makes videos,There is no man with a camera studying the subject </t>,1
707,<t> A man is dangerously throwing knives at the tree,The man is doing a magic trick </t>,1
708,<t> A boy is attentively looking at a calendar,A boy is checking a calendar </t>,0
709,<t> A child in light colored clothing is standing with his arms extended outward,A child in light colored clothing is lying with his arms crossed </t>,1
710,<t> A woman is frying something in a pan,The guitar is being played by a man </t>,1
711,<t> A man is eating a banana,The man is not eating a banana by a tree </t>,1
712,<t> Some cheers are being performed by the girl in the blue and white uniform,"A girl in a uniform, which is blue, is raising her arm. </t>",1
713,<t> A woman is dipping a shrimp in batter,A man is driving a car </t>,1
714,<t> A dog is eating a doll,A dog is biting a doll </t>,0
715,<t> A shirtless man is posing with a girl who is hiking in a park,A shirtless person is posing with a girl who is hiking in a park </t>,0
716,<t> Two people are riding a motorcycle,Two people are driving a motorcycle </t>,0
717,"<t> A dog, which is white, is standing on fallen leaves",A white dog is standing on fallen leaves </t>,0
718,<t> A man is abruptly falling off a horse on a track laid in the wild,A horse is tossing the cowboy wearing pants of blue and red color </t>,1
719,<t> Five adults are sitting on a chair,People are sitting against a wall </t>,1
720,<t> A man is playing a guitar,A musician is playing a keyboard </t>,1
721,<t> The lady is peeling the potato,The potato is being peeled by the lady </t>,0
722,<t> There is no person wearing grey pants who is airborne on a snowboard,A snowboarding man is jumping through the air </t>,1
723,<t> An airplane is taking off,A plane is taking off </t>,0
724,<t> A woman on a boulder is lying on a blanket and reading a book,A woman on a rock is lying on a blanket and reading a book </t>,0
725,"<t> Two people are in the snow, wearing clothes that provide camouflage",Two men are walking two dogs with golden coats in the snow </t>,1
726,<t> Three people are driving ATVs,ATVs are being driven by three people </t>,0
727,<t> A black and white dog is carrying a big stick on the green grass,A black and white dog with a large branch is running in the field </t>,0
728,<t> A baby rhino is walking around a pen with its mother,"A rhino, which is little, is following an adult rhino </t>",0
729,<t> A woman is cracking eggs,A woman is breaking eggs </t>,0
730,<t> The tan dog is watching a brown dog that is swimming in a pond,A pet dog is standing on the bank and is looking at another brown dog in the pond </t>,1
731,<t> One climber is holding a rock and another man is roping a wall,The black and white dog is running outdoors </t>,1
732,<t> The man is going into the lake,The person is going into the water </t>,0
733,<t> Children in swimming suits are playing in the water,The boys are wearing bathing suits and water is splashing around </t>,1
734,<t> A man is standing on the top of a roof and playing a violin,A man is dancing on a roof  </t>,1
735,<t> Three men are jumping off a tall wall,Three men are jumping off a wall </t>,0
736,<t> The man is playing an acoustic guitar,One man is playing the guitar </t>,0
737,<t> A brown dog is running breathlessly across the yard with a toy in its mouth,A brown dog is running across the yard with a toy in its mouth </t>,0
738,<t> The dog is catching a ball,A dog is catching a ball </t>,0
739,<t> A brown dog is running through a snowy trail,A dog is running on a snowy path </t>,0
740,<t> A woman is slicing a tomato,The woman is peeling a potato </t>,1
741,<t> The doctors are reviving a man,The doctor is helping the patient </t>,0
742,<t> A woman is cooking eggs,The woman is cooking something </t>,0
743,<t> A tan dog which is dirty is rolling in the dirt and looking right at the camera,A dog is rolling on the ground </t>,0
744,<t> Some kittens are hungry,Some kittens are eating </t>,1
745,<t> A man is playing a violin,The baby is laughing and crawling </t>,1
746,<t> The girl is carrying a sign and a group of people is following her,The girl is carrying a sign and is being followed by a group of people </t>,0
747,<t> Paper is being cut with scissors,The piece of paper is being cut </t>,0
748,<t> Two dogs are battling for a frisbee in a lake,Two dogs are fighting for a frisbee in a lake </t>,0
749,<t> A football player in a purple jersey is running with the ball for a touchdown,A person playing football is running past an official carrying a football </t>,1
750,<t> The man is granting an interview,A person is driving the white car </t>,1
751,<t> A boy is talking to a leaf,A young man is talking to a leaf </t>,0
752,<t> A group of kids is playing on a structure which is colorful,A group of kids is playing on a colorful structure </t>,0
753,<t> One man is riding a horse,The man is riding a horse </t>,0
754,<t> A motorcyclist is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway </t>,0
755,<t> The man is slicing potatoes,There is no woman peeling a potato </t>,1
756,<t> The horse is being ridden by the girl,The girl is riding the horse </t>,0
757,<t> Two teams are enthusiastically playing soccer,Different teams are playing football on a field </t>,0
758,"<t> A man in a shirt dyed purple is walking away from a man in a black shirt, who is serious",A man in a shirt dyed purple is looking at a man in a black shirt who is doing a funny face </t>,0
759,<t> A man is slicing onions,A man is cutting onions </t>,0
760,<t> A big dog and a small white dog are playing together,Two construction workers are sitting up on the top of a building </t>,1
761,<t> A tan skinned kid is looking at the camera,A tan skinned child is looking at the camera </t>,0
762,<t> A waterfall is flowing into a shallow pool,"The people are walking on the road beside a waterfall, which is beautiful </t>",1
763,<t> A dog is standing on the side of a mountain,A dog is standing on a mountain </t>,0
764,<t> A little girl is looking at a woman in costume,People wearing costumes are scattering in a forest and are looking in different directions </t>,1
765,<t> A dog is running on the sea shore,A dog is running on the beach </t>,0
766,<t> A woman is cutting onions,A woman is chopping onions </t>,0
767,<t> A person on a yellow clean bike is taking a jump,A cyclist on a yellow bike is airborne </t>,0
768,<t> Some people are walking,People are walking </t>,0
769,<t> A man is slowly dancing on the road,A man is dancing on the road </t>,0
770,<t> There is no man sharpening a knife,A man is carrying a woman </t>,1
771,<t> The white dog wearing reindeer ears is close to a brown dog,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass </t>,1
772,<t> A boy is standing in the water,The kid is swimming through the blue ocean </t>,1
773,<t> The person is setting fire to the cameras,A person is repairing some cameras with a blow torch </t>,1
774,<t> A young female is dancing,A young girl is dancing </t>,0
775,<t> Two poodles are in the snow and one is lying down,Two poodles are in the snow and one is jumping high </t>,1
776,<t> A man is playing the guitar,One man is playing the guitar </t>,0
777,<t> A man is putting down the guitar,A woman is playing a guitar </t>,1
778,<t> A person is cutting an onion,A person is eating a cut onion </t>,1
779,<t> A man is reading an email,A person is peeling a banana </t>,1
780,<t> A man is doing a skateboard trick on an outdoor park porch,A person is doing a trick on a skateboard </t>,0
781,<t> A person is performing a card trick,A man is frying a tortilla </t>,1
782,<t> A woman is taking two eggs out of a pot of water,A woman is boiling eggs </t>,1
783,<t> A black person in white is joyfully running with the dog on the grass,One white dog and one black one are running side by side on the grass </t>,1
784,<t> A woman is putting make-up on,The woman is putting make-up on </t>,0
785,<t> A tiger is walking outside a cage,A tiger is walking around a cage </t>,0
786,<t> A little girl in a green coat and a boy holding a red sled are walking in the snow,A little girl in a green coat and a boy holding a red sled are lying in the snow </t>,1
787,<t> There is no girl wearing a t-shirt and keeping her mouth open,"A girl from Asia, in front of a brick window, looks surprised </t>",1
788,<t> A boy under an umbrella is being held by his father who is wearing a coat dyed in blue,A boy under an umbrella is being held by his father who is wearing a blue coat </t>,0
789,<t> A young girl is playing on the edge of a fountain and an older woman is not watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain </t>,1
790,<t> A dog is pushing a toddler into a puddle of rain,The dog is knocking a boy into the water </t>,0
791,<t> A man is opening a door,A man is cutting an onion </t>,1
792,<t> A man is dancing upside-down on the ceiling,A man is dancing on the ceiling of a room </t>,0
793,<t> The man is on the ride with the horse,A man is riding a motorbike </t>,1
794,<t> A man is chopping butter into a small container,A man is chopping butter into a container </t>,0
795,<t> A homeless man is holding up a sign and is begging for money,The cat is hungrily drinking milk </t>,1
796,<t> Two brown dogs are fighting over a red ball and are playing in the grass,Two dogs are playing with a small red ball </t>,1
797,<t> A man is shooting with a bow,A man is rowing a boat </t>,1
798,<t> Two white dogs are running together,Two black puppies are playing near a pool </t>,1
799,<t> A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a road </t>,0
800,<t> A man is being curiously looked at by a woman,"A man and a woman are in a beige room, wearing dark colored shirts and a monitor is in the background </t>",1
801,<t> A woman is firing a rifle,A woman is firing a weapon </t>,0
802,<t> The skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard </t>,1
803,<t> A brown dog is running after a black dog on a rocky shore,A brown dog is running after a dark dog on a rocky shore </t>,0
804,<t> A yellow dog is running on white snow on a very sunny day,A tan dog is running through the snow </t>,1
805,<t> Two children are playing on a statue,A climber is parking with the children by a small statue </t>,1
806,<t> A man is playing a keyboard in a park,A person is playing the keyboard </t>,0
807,<t> A person on a bike is in the air near a body of water,A man on a green car is performing tricks on a dirt ramp </t>,1
808,<t> A lemur is hanging on a cord,A woman is buttering a piece of bread </t>,1
809,<t> A seated woman is singing a song and playing the guitar,The man isn't lifting weights </t>,1
810,<t> A man is dancing in the rain,A man is singing into an old microphone </t>,1
811,<t> A soccer player is being tackled by his opponent,Some people playing rugby are tackling each other </t>,1
812,<t> A woman is cutting some flowers,There is no woman cutting broccoli </t>,1
813,<t> Boys are dancing in front of some people,A funny crowd of people is doing a skit of two boxing men </t>,1
814,<t> A man is arranging the garden,A man is mowing a lawn </t>,1
815,<t> A woman is putting a baby in a waste bin,The woman is poking holes in the potato </t>,1
816,<t> No little dog is running on the sand,The dog is running across the gravel </t>,1
817,<t> A man is wearing a sports uniform and is running down the field,A sports uniform is being worn by a man who is running down the field </t>,0
818,<t> A person is absently cutting mushrooms with a knife,A person is cutting mushrooms with a knife </t>,0
819,<t> A woman is performing a trick on a ramp with a bicycle,The helmeted girl is perching on a bike </t>,1
820,"<t> A girl, who is little, is playing a grand piano on stage",A little girl is playing a grand piano on stage </t>,0
821,<t> A horse is tossing the cowboy wearing pants of blue and red color,The cowboy in blue and red pants is being tossed by a horse </t>,0
822,<t> A man is holding a frog,A person is holding a frog </t>,0
823,<t> A horse is being ridden by a woman,A woman is riding a horse </t>,0
824,<t> There is no kitten drinking milk,The milk is being drunk by a cat </t>,1
825,<t> A man with a shirt is holding a football,A man with no shirt is holding a football </t>,1
826,<t> A hiker is on top of the mountain and is dancing,A man is on a rock high above some trees and is standing in an uncomfortable position </t>,1
827,<t> An animated airplane is landing,A plane is landing </t>,0
828,<t> Three women are resting in a village,Three women are sitting in a village </t>,0
829,<t> Runners are racing down a track,Men are running a race </t>,1
830,<t> A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is dropping a bucket </t>",1
831,<t> The bride and the groom are arriving after the wedding,The bride and the groom are leaving after the wedding </t>,1
832,<t> The man is doing a wheelie with a motorcycle on ground which is mostly barren,There is no child holding a squirt gun </t>,1
833,<t> The man is riding a mechanical bull,The man is riding a bull which is mechanical </t>,0
834,<t> Someone is playing the guitar,Somebody is playing the guitar </t>,0
835,<t> A young girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk </t>,0
836,<t> A blond girl waves while she is riding,A lady is surfing and riding a wave </t>,1
837,<t> Two children are playing on a statue,Some children are playing on a statue </t>,0
838,<t> A man with tattoos is lounging on a couch and holding a pencil,A man with tattoos is lounging on a couch and is looking for a pencil </t>,1
839,<t> The football is between the feet of a boy who is lying on the grass,The little kid is playing football and falling into the grass </t>,1
840,<t> A person is stupidly throwing a cat at the ceiling,A person is throwing a cat at the ceiling </t>,0
841,<t> Soccer players are kicking a soccer ball into the goal,A soccer player is missing a goal </t>,1
842,<t> A young girl in swimming suite is jumping on the beach,A girl with a bikini is playing in the dunes </t>,1
843,<t> A boy is sitting in a seat,A toddler is sitting in a seat </t>,1
844,<t> A man is chopping down a tree with an axe,A person is planting a tree </t>,1
845,<t> The man is eating,The person is eating </t>,0
846,<t> A man is singing and playing a guitar,A boy is skillfully playing a piano </t>,1
847,<t> People are far from a beach full of sand by the ocean and are suffering from the sunny day,People are on a beach full of sand by the ocean and are enjoying a sunny day </t>,1
848,<t> A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is biting a pole </t>,0
849,<t> A clown is singing and people are dancing,A song is being sung by a clown </t>,0
850,<t> Children in swimming suits are not playing in the water,The kids are wearing bathing suits and water is splashing around </t>,1
851,<t> A dog is opening a drawer and climbing inside,A cat is opening a drawer and climbing inside </t>,1
852,<t> A man is packing a violin,A man is playing a harp </t>,1
853,<t> A dog is in the sand that is blowing in the wind,A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background </t>,1
854,<t> The woman is playing the flute,The flute is being played by the woman </t>,0
855,<t> A man is dancing on a roof ,A man is standing on a roof top and playing a violin </t>,1
856,<t> The snowboarder is jumping off a snow covered hill,A snowboarder is jumping off the snow </t>,0
857,"<t> A man, a woman and two girls are walking on the beach",Four people are walking on the beach </t>,0
858,<t> A chef is discarding some food,A chef is preparing a meal </t>,1
859,<t> A girl is playing a flute,A wind instrument is being played by a girl </t>,0
860,<t> The oil is being stirred by a man,The man is stirring oil </t>,0
861,<t> A man is singing into an old microphone,A man is singing into a microphone </t>,0
862,<t> A bearded man is standing by a shopping cart and is holding a cardboard sign,One bearded man is standing by a shopping cart and is holding a cardboard sign </t>,0
