,premise,hypothesis,label
433,<t> The person is quickly slicing a vegetable,The person is slicing a vegetable </t>,entailment
434,<t> A man is having lunch,A man is eating </t>,entailment
435,<t> A woman is breaking eggs,A shirtless man is posing with a girl who is hiking in a park </t>,neutral
436,<t> A woman is coating a pork chop,A cook is coating a pork chop </t>,entailment
437,<t> Many people are skating in an ice park,A lot of people are in an ice skating park </t>,neutral
438,<t> There is no girl applying makeup to her face,A woman is putting on makeup </t>,neutral
439,<t> A boy is mowing the lawn,A man is mowing grass </t>,neutral
440,<t> A man is playing a large flute,A flute is being played by a man </t>,entailment
441,<t> A young lady in a bikini is lying on the beach,A lady who looks young is lying on the beach </t>,entailment
442,"<t> A badger, which is shrewd, is digging the earth",The badger is burrowing a hole </t>,entailment
443,<t> A great singer is dancing on the ceiling,A child is making a snow ball </t>,neutral
444,<t> A little kid is wearing a hat and is walking in the wet sand,A white hat is being worn by a boy which is running on the beach </t>,neutral
445,<t> A shoeless woman is sitting on a blanket under a lavender umbrella,The man is sitting outside under a purple umbrella </t>,neutral
446,<t> Two men are standing together and one is looking through binoculars,Two men are looking out and binoculars are being held by one of them </t>,entailment
447,<t> One person is riding a bicycle in the sand beside the ocean,A person is riding a bicycle in the sand beside the ocean </t>,entailment
448,<t> A person is cutting some ginger,There is no person slicing an onion </t>,neutral
449,<t> A person is slicing an onion,An onion is being sliced by a person </t>,entailment
450,<t> Some women are sitting together near woven walls,Three women are sitting in a village </t>,neutral
451,<t> The man is feeding the snake with a mouse,The man is feeding the snake with an animal </t>,entailment
452,<t> The motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle </t>,neutral
453,<t> A man is playing a flute,A flute is being played by a man </t>,entailment
454,"<t> A young, topless woman is covered in paint",A topless girl is covered in paint </t>,entailment
455,<t> A child is slowly waking up,A child is waking up </t>,entailment
456,<t> A toy train is striking a toy car,A toy train is hitting a toy car </t>,entailment
457,<t> A surfer is riding the wave,There is no woman in a yellow shirt surfing on a pink surfboard </t>,neutral
458,<t> A person is slicing some ginger,A person is cutting some ginger </t>,entailment
459,<t> A woman is doing a skateboard trick on an outdoor park porch,A man is doing a trick on a skateboard </t>,neutral
460,<t> People are on a beach full of sand by the ocean and are enjoying a sunny day,People are on a beach full of sand by the ocean and are enjoying a day full of sun </t>,entailment
461,<t> An interview is being granted by the man,The man is granting an interview </t>,entailment
462,<t> A happy family is posing by the fireplace,A sad family is posing by the fireplace </t>,neutral
463,<t> A man with tattoos is lounging on a couch and holding a pencil,There is no man sitting on a chair and rubbing his eyes </t>,neutral
464,<t> Some people and vehicles are on a crowded street,Pedestrians and cars are moving through a traffic jam in the big city </t>,entailment
465,<t> A man with a shirt is holding a football,A shirtless man is playing football on a lawn </t>,neutral
466,<t> A child with a gun that sprays water is laughing and getting hit by other boys,A child is holding a squirt gun </t>,entailment
467,<t> A woman is boiling noodles in water,Noodles are being boiled in water by a woman </t>,entailment
468,"<t> A girl in a uniform, which is blue, is lowering her arm","A girl in a uniform, which is blue, is raising her arm. </t>",neutral
469,<t> A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A couple standing on the curb </t>,neutral
470,<t> A baby is sneezing and scaring another baby,A baby is sneezing and frightening another baby </t>,entailment
471,<t> Someone is boiling okra in a pot,The man is not playing the drums </t>,neutral
472,<t> A man is playing two keyboards,There is no cat playing a keyboard </t>,neutral
473,<t> A woman in an orange shirt and clown makeup is standing in a park and others are looking on,A girl in an orange shirt and clown makeup is standing in a park and others are looking on </t>,entailment
474,<t> A woman is being handed volleyballs by another woman,One woman is handing volleyballs to another woman </t>,entailment
475,<t> The deer is jumping over the low fence,A deer is jumping over a cyclone fence </t>,neutral
476,<t> A man is hanging up the phone,A man is making a phone call </t>,neutral
477,<t> The content of a bowl is being mixed by a man,A man is mixing the content of a bowl </t>,entailment
478,<t> A man is going into the water,A man is coming out of the water </t>,neutral
479,<t> A girl in blue is sliding down a green slide,A girl in blue is sliding down a slide </t>,entailment
480,<t> A baby elephant is eating a small tree,A little girl is selling a scooter </t>,neutral
481,<t> A motorcyclist without a helmet is waiting on a blue motorcycle near the road,A motorcyclist is riding a motorbike along a roadway </t>,neutral
482,<t> A laughing child is holding a water gun and getting sprayed with water,A child with a gun that sprays water is laughing and getting hit by other boys </t>,neutral
483,<t> A man dressed in black is wearing an elaborate black mask,A man is holding a mask in his raised hand </t>,neutral
484,<t> A dog is chasing another and is holding a stick in its mouth,A dog is chasing another and is holding a piece of wood in its mouth </t>,entailment
485,<t> The drums are being played by the man,The man is playing the drums </t>,entailment
486,<t> A dog is running through the white snow,A dog is running through the snow </t>,entailment
487,<t> A man is rising from a swamp,A person is coming out of the water </t>,neutral
488,<t> A white bird is landing swiftly in the water,"A crane, which is large and white, is flying near the water </t>",neutral
489,<t> A man is wearing a purple shirt and black leather chaps and is posing for the camera,A model is wearing a purple shirt and black leather chaps and is posing for the camera </t>,entailment
490,<t> A man is phoning,A man is talking on the phone </t>,entailment
491,<t> A man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,A racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle </t>,entailment
492,<t> A man is riding a motorcycle through the town,A man is riding a motorcycle </t>,entailment
493,<t> A woman is looking into the distance and people are walking between buildings behind,A man is playing a flute </t>,neutral
494,<t> A man is praying fervently,A man is praying </t>,entailment
495,<t> The man is dancing,A man is dancing </t>,entailment
496,<t> A man is crouching and holding a camera,A person is crouching and holding a camera </t>,entailment
497,<t> A man is fishing in the river,A man is singing and walking down the sidewalk </t>,neutral
498,<t> There is no child playing with a water spout outdoors with the rest of his family watching,A boy is holding a hose next to a man and another boy is watching </t>,neutral
499,<t> Two men are playing table tennis,A few women are holding each other and dancing together </t>,neutral
500,<t> The man is pouring oil on a few tomatoes,One person pours oil on a few tomatoes </t>,entailment
501,<t> An onion is being sliced by a woman,A woman is slicing an onion </t>,entailment
502,<t> The boy is studying a calendar,A boy is studying a calendar </t>,entailment
503,<t> Two children are lying in the snow and are making snow angels,Two people in snowsuits are lying in the snow and making snow angels </t>,neutral
504,<t> A man with no shirt is jumping over a log,A shirtless man is jumping over a log </t>,entailment
505,<t> The brown dog is running in the snow,A dog is running through the snow </t>,entailment
506,<t> The singer is playing the guitar at an acoustic concert for a woman,A person is playing a guitar and singing </t>,entailment
507,<t> The man is playing the guitar,The man is playing the instrument </t>,entailment
508,<t> Some dogs are playing in a river,Some dogs are playing in a stream </t>,entailment
509,<t> Some milk is being hungrily drunk by a cat,The cat is hungrily drinking milk </t>,entailment
510,<t> The woman is pouring oil into a skillet,The skillet is being oiled by a woman who is pouring some water </t>,neutral
511,<t> The man and woman are strolling,The man and woman are walking </t>,entailment
512,<t> A group of five young adults are lounging in the room,A small group of people are standing and two are sitting on the couch </t>,neutral
513,<t> A woman in jeans is sitting on the saddle of a horse,There is no man playing a piano </t>,neutral
514,<t> A man is mixing a few ingredients in a bowl,Some ingredients are being mixed in a bowl by a person </t>,entailment
515,<t> Two men are dancing and singing in front of a crowd,The women are singing and dancing </t>,neutral
516,<t> A woman is cutting a tomato,A woman is slicing a tomato </t>,entailment
517,<t> A large group of cheerleaders is walking in a parade,"The cheerleaders are not parading and are not wearing black, pink and white uniforms </t>",neutral
518,<t> The man is slicing some potatoes,The man is slicing potatoes </t>,entailment
519,<t> A child is indoors watching a program about some young climbers on a rock wall.,The young boy is climbing the wall made of rock </t>,neutral
520,<t> A woman is peeling a potato,The potato is being peeled by the lady </t>,entailment
521,<t> A man is cutting tomatoes,A man is slicing tomatoes </t>,entailment
522,<t> A boy wearing a striped shirt is running barefoot on the sandy hill,A girl wearing a striped shirt is running barefoot on the sandy hill </t>,neutral
523,<t> A white and brown dog is walking through the water with difficulty,A white and brown dog is pacing through the water with difficulty </t>,entailment
524,<t> A person is slicing an onion,A person is cutting an onion </t>,entailment
525,<t> The man is not putting chicken into the container,A man is putting some food in a box </t>,neutral
526,<t> A girl is doing a manicure,A girl is styling her hair </t>,neutral
527,<t> Two bmx bikers are jumping dirt ramps in front of a body of water,Some bikers are not getting airborne on a track near water and a skyline </t>,neutral
528,<t> A person is pouring olive oil into a pot on the stove,A person is pouring cooking oil into a pot </t>,entailment
529,<t> A dog is pushing a toddler into a rain puddle,A boy is knocking a dog with a bottle of water </t>,neutral
530,<t> A biker is riding away from a fence,The boy is riding a bike on the top of a metal fence </t>,neutral
531,<t> A young child is climbing a rock climbing wall which is indoors,A young kid is climbing a rock climbing wall which is indoors </t>,entailment
532,<t> A man and two women in a darkened room are sitting at a table with candles,The group of people is sitting in a dim room </t>,entailment
533,<t> The boy is checking a calendar,A boy is checking a calendar </t>,entailment
534,<t> A white dog is leaping from a cylindrical hay bale,A black dog is leaping from a cylindrical hay bale </t>,neutral
535,<t> A child is smiling at the camera and swimming underwater,A child is swimming on the water's surface in a pool </t>,neutral
536,<t> A middle eastern man is standing against a lamp post near to other people,A man is leaning against a pole and is surrounded by people </t>,entailment
537,<t> Some food is being prepared by a chef,A chef is preparing some food </t>,entailment
538,<t> Some men are fighting,A group of men is fighting </t>,entailment
539,<t> A boy and a girl in swimsuits are wearing arm floats,The boy and the girl are playing and wearing arm floats </t>,neutral
540,<t> A brown dog is running through a snowy trail,A white dog is running through a snowy trail </t>,neutral
541,<t> A cat is sliding upside down under a couch,An animal is crawling under a piece of furniture </t>,entailment
542,<t> An officer is talking to the recruits,The recruits are barking at the military officer </t>,neutral
543,<t> A group of people is sitting on both sides of a red stone structure,Some people are sitting on the ground outside a monument </t>,neutral
544,<t> A shoeless woman is sitting on a blanket under a lavender umbrella,A shoeless woman is standing over a blanket near a lavender umbrella </t>,neutral
545,<t> There is no little black dog chasing a little brown dog,A brown dog and a black dog are in the grass </t>,neutral
546,<t> A group of people is sitting relaxed on both sides of a red stone monument,A group of people is sitting on both sides of a red stone structure </t>,entailment
547,<t> The man in the purple hat is operating a camera that makes videos,The subject is being studied by a man with a camera </t>,neutral
548,<t> A guy is not riding a horse,A man is riding a horse in the desert </t>,neutral
549,<t> The dog is jumping in the shade of some trees,A dog is jumping in the shade of some trees </t>,entailment
550,<t> A young man on a bmx bicycle is jumping on a masonry pyramid,A young man on a bmx bicycle is jumping off a masonry pyramid </t>,entailment
551,<t> A man is playing an electronic keyboard,An electronic keyboard is being played by a man </t>,entailment
552,<t> A white car is being driven by the man,A person is driving the white car </t>,entailment
553,<t> A group of scouts are hiking through the grass,Some people are walking </t>,entailment
554,<t> The man is pouring some oil on the tomatoes,Somebody is pouring tomato oil on the man </t>,neutral
555,<t> The young girl in blue is having fun on a slide,The young girl in blue is enjoying a slide </t>,entailment
556,<t> A baby rhino is walking around a pen with its mother,A baby and an adult are being followed by a rhino </t>,neutral
557,<t> A boy and a girl in swimsuits are wearing arm floats,A boy and a girl in swimsuits are wearing floats for their arms </t>,entailment
558,<t> The man with a hard hat is dancing,A man is wearing a hard hat and dancing </t>,entailment
559,<t> A woman is cutting potatoes,A woman is slicing potatoes </t>,entailment
560,<t> A dog is running on the ground,A girl is tapping her fingernails </t>,neutral
561,<t> A person is severing the toe of an empty leather boot with a sword,A man is severing the toe of an empty leather boot with a sword </t>,entailment
562,<t> A squirrel is running in circles,An animal is running tiredly in circles </t>,neutral
563,<t> Someone is slicing a tomato,The person is slicing a vegetable </t>,entailment
564,<t> A man with a white hat and brown shirt is behind a woman in red and is looking to the right,A man with a white hat and brown shirt is behind a woman in red and is looking to the left </t>,neutral
565,<t> Two baby pandas are playing,Two cubs are playing </t>,entailment
566,<t> A light brown dog is running in the water,A light brown dog is sprinting in the water </t>,entailment
567,<t> A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,The white dog wearing reindeer ears is near a brown dog </t>,entailment
568,<t> A young woman is getting a tattoo on her hand,A girl is getting a tattoo on her hand </t>,entailment
569,<t> A man is eating a banana,Someone is removing the peel of a banana </t>,neutral
570,<t> Some fish are swimming,A fish is swimming </t>,entailment
571,<t> The baby is being put into a trash can by a woman,A woman is putting the baby into a trash can </t>,entailment
572,<t> A man is holding a frog,The woman is handling a frog </t>,neutral
573,<t> The man is singing and playing the guitar,A man is playing a guitar </t>,entailment
574,"<t> Two toddlers are eating corndogs in a wagon, which is really small",Two young kids are eating corndogs </t>,entailment
575,<t> A family is posing by the mantel and the Christmas tree,A happy family is posing by the fireplace </t>,neutral
576,<t> A man is lifting barbells,The man is lifting weights </t>,entailment
577,<t> A man in a red jacket and khaki pants is walking through an American state,A person in a red jacket and khaki pants is walking through an American state </t>,entailment
578,<t> Two twin preteen boys are dueling with sticks,Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform </t>,neutral
579,<t> A black dog on a leash is walking in the water,A white dog on a leash is walking in the water </t>,neutral
580,<t> A yellow kayak is being ridden by a man and a young boy,A man and a young boy are riding in a yellow kayak </t>,entailment
581,<t> A woman is cutting some plants,A woman is cutting broccoli </t>,neutral
582,<t> The man is lifting barbells,A man is lifting barbells </t>,entailment
583,<t> There is no man and child kayaking through gentle waters,A man and a young boy are riding in a yellow kayak </t>,neutral
584,<t> A little boy is running on the ground and playing with a little girl,The little boy is running on the ground and playing with a little girl </t>,entailment
585,<t> The man is doing a handstand on the wet sand at the edge of the water at the beach,A handstand is being performed by a man on the beach </t>,entailment
586,<t> Three teenage girls are dancing in the room,Three teenage girls are idling in the room </t>,neutral
587,<t> A man with tattoos is holding a couch with a pencil,A man with tattoos is lounging on a couch and holding a pencil </t>,neutral
588,<t> Two guys are sitting around a table and holding beers in their hands,A man in a white shirt and sunglasses and a man in a black shirt and sunglasses are sitting at a table with four bottles of beer </t>,neutral
589,"<t> The man and the boy are standing at the bottom of the stairs, which are outdoors",The man is standing outdoor and the boy is falling over the bottom of the stairs </t>,neutral
590,"<t> A badger, which is shrewd, is digging the earth",A badger is shrewdly digging the earth </t>,entailment
591,<t> The cat is licking a shallow dish full of milk,The cat is hungrily drinking milk </t>,neutral
592,<t> A mountain is being climbed by two men,The men are climbing a mountain </t>,entailment
593,<t> The man is going into the water,The person is going into the water </t>,entailment
594,<t> A surfer is riding the wave,The wave is being ridden by a surfer </t>,entailment
595,<t> There is no girl with black and orange patches on the cheeks,A girl is standing in a group and is wearing a black shirt and pink beads </t>,neutral
596,<t> A young girl in a blue leotard is jumping in the air,A young girl in blue is jumping in the air </t>,entailment
597,<t> Some oil is being poured on the tomatoes by the man,The man is pouring some oil on the tomatoes </t>,entailment
598,"<t> A child, who is small, is outdoors climbing steps outdoors in an area full of grass",A small child in a pink sweater is climbing a concrete staircase </t>,neutral
599,<t> A young girl with a heart tank top is raising her hands as she is playing on a slide,A young girl with a heart tank top is raising her hands as she is sliding </t>,entailment
600,<t> A boy wearing red shorts is jumping into a paddling pool,A kid wearing red shorts is jumping into a paddling pool </t>,entailment
601,<t> A man is standing on the top of the rocks with clouds behind them,A person is sitting on a mountain top </t>,neutral
602,<t> The men are packing suitcases into the trunk of a car,The young boy is running through the ocean waves </t>,neutral
603,<t> A small boy in a striped shirt is sliding out of a green tube,A little boy is crawling in a green tunnel with a smile on his face </t>,neutral
604,<t> The man is playing a game on the grass,There is no rhino grazing on the grass </t>,neutral
605,<t> A man is erasing some figures,A man is drawing on a digital dry erase board </t>,neutral
606,<t> An animal is biting a person's finger,An animal is biting someone's finger </t>,entailment
607,<t> A woman is sitting near a flower bed and is overlooking a tunnel,Two people are standing on a bench </t>,neutral
608,<t> Some women are holding each other in a circle and dancing,Two men are playing table tennis </t>,neutral
609,<t> The helmeted girl is riding a bike,The helmeted girl is perching on a bike </t>,neutral
610,<t> A man is playing a bamboo flute,A flute is being played by the man </t>,entailment
611,<t> A tiger is walking around with no aim,A tiger is walking around aimlessly </t>,entailment
612,<t> A small boy in a striped shirt is sliding out of a green tube,A little boy in a striped shirt is sliding out of a green tube </t>,entailment
613,<t> A man and a woman are driving down the street in a jeep,A man and a woman are driving down the road in a car </t>,entailment
614,<t> A man in a red shirt is doing a trick with a skateboard,A skateboarder is jumping in the air </t>,neutral
615,<t> The lady is carefully slicing up the meat,The lady is slicing up the meat </t>,entailment
616,<t> A black helmet is being worn by a man who is pushing a bicycle,One man is wearing a black helmet and pushing a bicycle </t>,entailment
617,<t> One man is climbing a rock wall and another man is holding a rope,The men are not climbing a mountain </t>,neutral
618,<t> The boy is not riding a bike on the top of a metal fence,A biker is riding along the top of a fence </t>,neutral
619,<t> A cat is playing a piano,A cat is playing keyboards </t>,entailment
620,<t> A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching </t>,neutral
621,<t> A snake is being fed a mouse by a man,One man is feeding a mouse to the snake </t>,entailment
622,<t> A woman is severing the toe of an empty leather boot with a sword,A man is cutting a boot with a sword </t>,entailment
623,<t> The lady is breaking eggs that are raw into a bowl,The woman is cracking eggs into a bowl </t>,entailment
624,<t> A man is skiing down a hill and over a red obstacle,A man is skiing down a hill and jumping a red obstacle </t>,entailment
625,<t> A brown dog is sitting down,A malnourished looking dog is standing on its hind legs and preparing to jump </t>,neutral
626,<t> The oriental lady is cutting a carrot into pieces that are thin,A woman is slicing a carrot </t>,entailment
627,<t> The women are dancing outside,A group of people are dancing </t>,entailment
628,<t> The rhino is grazing on the grass,A animal is grazing in a field </t>,entailment
629,<t> Three children are running down a grassy hillside,Three children are running down a hillside covered by grass </t>,entailment
630,<t> A group of people are dancing at a concert,A group of people are dancing in a show </t>,entailment
631,<t> The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached,A little girl is smiling and wearing a fake nose and glasses </t>,entailment
632,<t> Three people are walking across a rope and steel bridge over a river,People are walking across a rope bridge over a rocky stream </t>,entailment
633,<t> The puppy is playing with a plastic container,The dog is playing with a plastic container </t>,entailment
634,<t> A kid is splashing in the pool,A kid is splashing in the ocean </t>,neutral
635,<t> A boy is fearfully walking across a bridge,A boy is walking across a bridge </t>,entailment
636,<t> A young girl in a bikini is jumping on the beach,A young girl in a bikini is sitting on the beach </t>,neutral
637,<t> The large brown dog is running outdoors in the dirt,The large brown dog is running outside in the dirt </t>,entailment
638,<t> Four athletes are with a man in a crowded stadium,Four athletes are with a person in a crowded stadium </t>,entailment
639,<t> There is no man eating a banana,Someone is peeling a banana </t>,neutral
640,<t> Three people are driving four wheel ATVs in a field,ATVs are being driven by three people </t>,entailment
641,<t> A woman is slicing an onion,A woman is slicing garlic </t>,neutral
642,<t> A group of kids is playing in a yard and an old man is standing in the background,A group of boys in a yard is playing and a man is standing in the background </t>,neutral
643,<t> A steak is being rinsed with water by a person,A person is rinsing a steak with water </t>,entailment
644,<t> A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the floor </t>,neutral
645,<t> A man is idling,A man is playing the keyboard with his nose </t>,neutral
646,<t> A person is riding a horse,There is no woman slicing potatoes </t>,neutral
647,<t> A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand </t>,entailment
648,<t> A small black and white dog is carrying a stick and is swimming,A small black and white dog is biting a stick and is swimming </t>,entailment
649,<t> A man is playing a wooden flute,A wooden flute is being played by a man </t>,entailment
650,<t> The group of people is sitting on a rocky ledge and a scenic view is behind them,Four people are sitting on a low cement ledge </t>,neutral
651,<t> Some bikers are doing acrobatics on a track near water and a skyline,Some bikers are getting airborne on a track near water and a skyline </t>,entailment
652,<t> The man is slicing potatoes,A potato is being peeled by a woman </t>,neutral
653,<t> A wind instrument is being played by a girl,A girl is playing a wind instrument </t>,entailment
654,<t> A man is petting two dogs,A woman is pouring eggs into a frying pan </t>,neutral
655,<t> A man is slicing some bread,A man is cutting a slice of bread </t>,entailment
656,<t> A man is talking to the woman who is seated beside him and is driving a car,A woman is driving a car and is talking to the man who is seated beside her </t>,entailment
657,<t> A little girl is playing a grand piano on stage,A little girl is playing the piano </t>,entailment
658,<t> A man is laying a cover over a wild horse that is falling on the track,A man is falling off a horse on a track and is laid in the wild </t>,neutral
659,<t> There is no surfer riding the wave,A man is performing a trick on a surfboard in the water </t>,neutral
660,<t> A woman is cutting a fish,A woman is slicing a fish </t>,entailment
661,<t> A man in a black hat is reaching for a box,A person in a black hat is reaching for a box </t>,entailment
662,<t> A man is wearing a beret and is riding the bicycle on a recreation trail,A woman is wearing a beret and is riding the bicycle on a recreation trail </t>,neutral
663,<t> A person is riding an old motorcycle,A person is riding a motorcycle </t>,entailment
664,<t> A woman is beating two eggs in a bowl and using a whisk made of wire,A strong person is leaving the whisk in the bowl near the eggs </t>,neutral
665,<t> Two cats are lying together,Two cats are fighting each other </t>,neutral
666,<t> A child is making a snow ball,A child in orange is playing outdoors with a snowball </t>,entailment
667,<t> Two kids are playing in a swimming pool with a green colored crocodile float,An inflatable crocodile is being pushed by two kids in a pool </t>,neutral
668,<t> Somebody is cutting a tomato,Someone is cutting a tomato </t>,entailment
669,<t> There is no surfer leaning on a surfboard,The man is wearing a wetsuit and is riding a surfboard </t>,neutral
670,<t> The piece of paper is being cut,Some paper is being cut </t>,entailment
671,<t> A skier in black is catching a tiny bit of air,A skier dressed in black is catching a tiny bit of air </t>,entailment
672,<t> A black person is running along a white stand and a dog barks behind him,A little dog is sprinting and its owner is trying to catch it </t>,neutral
673,<t> A man is driving a car,A man is driving a vehicle </t>,entailment
674,<t> A man with paint covered clothes is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something </t>,entailment
675,"<t> Some corndogs are being eaten by two toddlers who are in a wagon, which is really small",Two young kids are eating corndogs </t>,entailment
676,<t> A child is walking down the street and a jeep is not pulling up,A man in a car is pulling up beside a woman that is who along a road </t>,neutral
677,<t> A dog with a blue blanket is running through the grass,A dog with a muzzle and a blue jacket is resting in the yard </t>,neutral
678,<t> A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces </t>,neutral
679,<t> A young man with brown hair and shades is sitting in front of some cans of soda,A young man with brown hair and sunglasses is sitting in front of some cans of soda </t>,entailment
680,<t> A man is wearing a straw hat and smoking a cigarette,The man in the straw hat is smoking a cigarette </t>,entailment
681,<t> A big green ball is knocking a potato,A large green ball is missing a potato </t>,neutral
682,<t> A man and a woman are shaking hands,Two persons are shaking hands </t>,entailment
683,<t> Someone is peeling a banana,Someone is removing the peel of a banana </t>,entailment
684,"<t> A brown and white dog is jumping over a red, yellow and white hurdle","A brown and white dog is passing under a red, yellow and white hurdle </t>",neutral
685,<t> A man is singing and playing a guitar,There is no boy playing a piano </t>,neutral
686,<t> Five wooden stands are in front of each child's hut,Five children are standing in front of a wooden hut </t>,neutral
687,<t> A baby elephant is eating a small tree,There is no little girl peddling a scooter </t>,neutral
688,<t> The turtle is following the red fish,The turtle is following the fish </t>,entailment
689,<t> The man is clumsily kick boxing with a trainer,The man is kick boxing with a trainer </t>,entailment
690,<t> Some cheerleaders are taking a break,Some cheerleaders are relaxing </t>,entailment
691,<t> The muscular black man is dancing and the man behind him is wearing green beads,The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses </t>,neutral
692,<t> The man is doing a handstand on the wet shore at the edge of the water at the beach,The man is doing a handstand on the wet sand at the edge of the water at the beach </t>,entailment
693,<t> Three men are jumping off a wall,"Three young men are running, jumping and kicking near a vending machine </t>",neutral
694,"<t> The woman is happily playing a guitar, which is acoustic, and singing",A person is playing a guitar and singing </t>,entailment
695,<t> A dog of large size is running on the grass with a tennis ball in its mouth,A large dog is running on the grass with a tennis ball in its mouth </t>,entailment
696,<t> Football players in red and white are jumping and hugging each other,A football player in a red and white uniform is being lifted by two teammates </t>,neutral
697,<t> A black and white dog is playing with a tattered volleyball in a brown field,A black and white dog is playing with a broken volleyball </t>,entailment
698,<t> A magic trick is being performed by the magician,The man is doing a magic trick </t>,entailment
699,<t> Two dogs are playing on a beach made of rocks,A black dog is approaching a golden dog on pebbly beach </t>,neutral
700,<t> A man is falling off a horse on a track and is laid in the wild,The cowboy is tossing the blue and red pants towards the horse </t>,neutral
701,<t> The man is not cutting the tape on the box,A man is cutting a box </t>,neutral
702,<t> A young boy is jumping into water,A young kid is jumping into water </t>,entailment
703,<t> The woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice </t>,entailment
704,<t> A man is putting garlic on some bread slices,A person is bowling the ingredients to the man at the mixer </t>,neutral
705,<t> A fish is being cut by a man,A man is cutting a fish </t>,entailment
706,<t> The man in the purple hat is operating a camera that makes videos,There is no man with a camera studying the subject </t>,neutral
707,<t> A man is dangerously throwing knives at the tree,The man is doing a magic trick </t>,neutral
708,<t> A boy is attentively looking at a calendar,A boy is checking a calendar </t>,entailment
709,<t> A child in light colored clothing is standing with his arms extended outward,A child in light colored clothing is lying with his arms crossed </t>,neutral
710,<t> A woman is frying something in a pan,The guitar is being played by a man </t>,neutral
711,<t> A man is eating a banana,The man is not eating a banana by a tree </t>,neutral
712,<t> Some cheers are being performed by the girl in the blue and white uniform,"A girl in a uniform, which is blue, is raising her arm. </t>",neutral
713,<t> A woman is dipping a shrimp in batter,A man is driving a car </t>,neutral
714,<t> A dog is eating a doll,A dog is biting a doll </t>,entailment
715,<t> A shirtless man is posing with a girl who is hiking in a park,A shirtless person is posing with a girl who is hiking in a park </t>,entailment
716,<t> Two people are riding a motorcycle,Two people are driving a motorcycle </t>,entailment
717,"<t> A dog, which is white, is standing on fallen leaves",A white dog is standing on fallen leaves </t>,entailment
718,<t> A man is abruptly falling off a horse on a track laid in the wild,A horse is tossing the cowboy wearing pants of blue and red color </t>,neutral
719,<t> Five adults are sitting on a chair,People are sitting against a wall </t>,neutral
720,<t> A man is playing a guitar,A musician is playing a keyboard </t>,neutral
721,<t> The lady is peeling the potato,The potato is being peeled by the lady </t>,entailment
722,<t> There is no person wearing grey pants who is airborne on a snowboard,A snowboarding man is jumping through the air </t>,neutral
723,<t> An airplane is taking off,A plane is taking off </t>,entailment
724,<t> A woman on a boulder is lying on a blanket and reading a book,A woman on a rock is lying on a blanket and reading a book </t>,entailment
725,"<t> Two people are in the snow, wearing clothes that provide camouflage",Two men are walking two dogs with golden coats in the snow </t>,neutral
726,<t> Three people are driving ATVs,ATVs are being driven by three people </t>,entailment
727,<t> A black and white dog is carrying a big stick on the green grass,A black and white dog with a large branch is running in the field </t>,entailment
728,<t> A baby rhino is walking around a pen with its mother,"A rhino, which is little, is following an adult rhino </t>",entailment
729,<t> A woman is cracking eggs,A woman is breaking eggs </t>,entailment
730,<t> The tan dog is watching a brown dog that is swimming in a pond,A pet dog is standing on the bank and is looking at another brown dog in the pond </t>,neutral
731,<t> One climber is holding a rock and another man is roping a wall,The black and white dog is running outdoors </t>,neutral
732,<t> The man is going into the lake,The person is going into the water </t>,entailment
733,<t> Children in swimming suits are playing in the water,The boys are wearing bathing suits and water is splashing around </t>,neutral
734,<t> A man is standing on the top of a roof and playing a violin,A man is dancing on a roof  </t>,neutral
735,<t> Three men are jumping off a tall wall,Three men are jumping off a wall </t>,entailment
736,<t> The man is playing an acoustic guitar,One man is playing the guitar </t>,entailment
737,<t> A brown dog is running breathlessly across the yard with a toy in its mouth,A brown dog is running across the yard with a toy in its mouth </t>,entailment
738,<t> The dog is catching a ball,A dog is catching a ball </t>,entailment
739,<t> A brown dog is running through a snowy trail,A dog is running on a snowy path </t>,entailment
740,<t> A woman is slicing a tomato,The woman is peeling a potato </t>,neutral
741,<t> The doctors are reviving a man,The doctor is helping the patient </t>,entailment
742,<t> A woman is cooking eggs,The woman is cooking something </t>,entailment
743,<t> A tan dog which is dirty is rolling in the dirt and looking right at the camera,A dog is rolling on the ground </t>,entailment
744,<t> Some kittens are hungry,Some kittens are eating </t>,neutral
745,<t> A man is playing a violin,The baby is laughing and crawling </t>,neutral
746,<t> The girl is carrying a sign and a group of people is following her,The girl is carrying a sign and is being followed by a group of people </t>,entailment
